x = -328.627, y = -393.701, z = 140.2143, angle = 144.3893, collision = h0003B2
x = -395.4459, y = -405.0475, z = 99.29073, angle = -91.10602, collision = h0005B2
x = -394.0604, y = -405.3005, z = 99.3003, angle = -77.82237, collision = h0005B2
x = -392.7222, y = -405.6192, z = 98.96731, angle = -89.07702, collision = h0005B2
x = -391.708, y = -405.8322, z = 98.91296, angle = -79.49169, collision = h0005B2
x = -390.4148, y = -406.1145, z = 98.75081, angle = -68.53246, collision = h0005B2
x = -389.2879, y = -406.4065, z = 98.33156, angle = -67.86808, collision = h0005B2
x = -388.0943, y = -406.8846, z = 97.85051, angle = -35.76171, collision = h0005B2
x = -387.1518, y = -407.3703, z = 96.78873, angle = -17.43989, collision = h0005B2
x = -386.7511, y = -407.7168, z = 95.58792, angle = -6.742448, collision = h0005B2
x = -386.5628, y = -408.003, z = 94.3334, angle = 5.329706, collision = h0005B2
x = -386.6728, y = -408.1842, z = 93.11776, angle = 12.14854, collision = h0005B2
x = -386.9439, y = -408.3293, z = 91.80813, angle = -9.784205, collision = h0400B2
x = -386.8739, y = -408.5478, z = 90.61977, angle = -15.44288, collision = h0005B2
x = -386.4774, y = -408.8873, z = 89.34055, angle = -80.62627, collision = h0005B2
x = -385.3935, y = -409.255, z = 89.03511, angle = -118.59, collision = h0005B2
x = -384.2267, y = -409.5137, z = 89.63658, angle = -142.3724, collision = h0005B2
x = -383.3427, y = -409.6017, z = 90.73663, angle = -153.0074, collision = h0005B2
x = -382.7487, y = -409.5839, z = 91.89631, angle = -145.866, collision = h0005B2
x = -382.0948, y = -409.5924, z = 92.94207, angle = -146.7698, collision = h0005B2
x = -381.3987, y = -409.6153, z = 93.97281, angle = -147.7364, collision = h0005B2
x = -380.7018, y = -409.6278, z = 95.06661, angle = -141.6325, collision = h0005B2
x = -379.9625, y = -409.8699, z = 96.0278, angle = -133.2847, collision = h0005B2
x = -378.9764, y = -410.1987, z = 96.95233, angle = -125.4384, collision = h0005B2
x = -378.0081, y = -410.4608, z = 97.65173, angle = -118.9971, collision = h0005B2
x = -376.8254, y = -410.7303, z = 98.26775, angle = -89.15395, collision = h0005B2
x = -375.4373, y = -411.0213, z = 98.24751, angle = -60.96448, collision = h0005B2
x = -374.2597, y = -411.192, z = 97.64487, angle = -37.20465, collision = h0005B2
x = -373.4882, y = -411.2537, z = 96.73045, angle = -11.44659, collision = h0005B2
x = -373.1849, y = -411.2403, z = 95.50473, angle = 34.58455, collision = h0005B2
x = -373.6887, y = -411.0915, z = 94.41586, angle = 67.04805, collision = h0005B2
x = -374.7703, y = -410.865, z = 93.85074, angle = 61.27753, collision = h0005B2
x = -375.942, y = -410.7437, z = 93.2467, angle = 33.76912, collision = h0005B2
x = -376.6608, y = -410.7086, z = 92.27992, angle = 28.77999, collision = h0005B2
x = -377.3127, y = -410.7449, z = 91.09483, angle = 17.06435, collision = h0005B2
x = -377.7366, y = -410.824, z = 89.76915, angle = 7.445426, collision = h0005B2
x = -377.9285, y = -410.9283, z = 88.43499, angle = -5.554952, collision = h0005B2
x = -377.8375, y = -411.0486, z = 87.24947, angle = -20.51613, collision = h0005B2
x = -377.3942, y = -411.1344, z = 86.01736, angle = -37.49559, collision = h0005B2
x = -376.6654, y = -411.2219, z = 85.04051, angle = -75.32954, collision = h0005B2
x = -375.4958, y = -411.2982, z = 84.67891, angle = -116.7315, collision = h0005B2
x = -374.3055, y = -411.3463, z = 85.12521, angle = -122.1887, collision = h0005B2
x = -373.2591, y = -411.3635, z = 85.74628, angle = -80.63561, collision = h0005B2
x = -371.949, y = -411.4663, z = 85.69148, angle = -47.89393, collision = h0005B2
x = -371.0574, y = -411.6119, z = 84.92953, angle = 5.229999, collision = h0005B2
x = -371.0757, y = -411.7774, z = 83.4178, angle = 4.768442, collision = h0005B2
x = -371.1374, y = -411.8817, z = 82.25036, angle = -26.5901, collision = h0005B2
x = -370.5507, y = -412.0418, z = 81.0474, angle = -34.69043, collision = h0005B2
x = -369.6265, y = -412.19, z = 79.73798, angle = -57.74066, collision = h0400B2
x = -368.447, y = -412.4333, z = 78.77238, angle = -68.5829, collision = h0005B2
x = -367.0667, y = -412.6085, z = 78.7006, angle = -73.12063, collision = h0005B2
x = -366.0216, y = -412.2639, z = 78.95362, angle = -76.9254, collision = h0005B2
x = -363.9102, y = -413.2098, z = 78.70636, angle = -42.18236, collision = h0005B2
x = -362.9288, y = -413.348, z = 77.79829, angle = -35.51702, collision = h0005B2
x = -362.1938, y = -413.4788, z = 76.89123, angle = -100.5421, collision = h0005B2
x = -360.9187, y = -413.5385, z = 76.97543, angle = -121.0789, collision = h0005B2
x = -359.8642, y = -413.5344, z = 77.57494, angle = -121.4986, collision = h0005B2
x = -358.7953, y = -413.5223, z = 78.25587, angle = -112.2928, collision = h0005B2
x = -357.6436, y = -413.5423, z = 78.78752, angle = -106.848, collision = h0005B2
x = -356.4795, y = -413.5944, z = 79.17052, angle = -112.1506, collision = h0005B2
x = -355.0534, y = -413.399, z = 79.69905, angle = -104.5097, collision = h0005B2
x = -353.8826, y = -413.1385, z = 79.95972, angle = -76.34006, collision = h0005B2
x = -352.5606, y = -412.9271, z = 79.69318, angle = -152.2393, collision = h0005B2
x = -351.8772, y = -412.4443, z = 80.48775, angle = 138.7347, collision = h0005B2
x = -352.4379, y = -412.7061, z = 81.90659, angle = 111.0165, collision = h0005B2
x = -353.3413, y = -413.1745, z = 82.42503, angle = 108.5425, collision = h0005B2
x = -354.5957, y = -413.4237, z = 82.85347, angle = 145.5827, collision = h0005B2
x = -355.3739, y = -413.5032, z = 83.75772, angle = 163.0346, collision = h0005B2
x = -355.7354, y = -413.5127, z = 84.94927, angle = 167.9937, collision = h0005B2
x = -355.9706, y = -413.3768, z = 86.41763, angle = -150.4387, collision = h0005B2
x = -355.4471, y = -413.3979, z = 87.51508, angle = -134.1777, collision = h0005B2
x = -354.5326, y = -413.1774, z = 88.45703, angle = -136.172, collision = h0005B2
x = -353.7173, y = -412.7183, z = 89.30498, angle = -170.177, collision = h0005B2
x = -353.4323, y = -412.4266, z = 90.62675, angle = -121.6261, collision = h0005B2
x = -352.5081, y = -412.0251, z = 91.3193, angle = -83.14463, collision = h0005B2
x = -351.2899, y = -411.6076, z = 91.23178, angle = 41.12204, collision = h0005B2
x = -351.8726, y = -411.7887, z = 89.44444, angle = 41.82816, collision = h0005B2
x = -352.6614, y = -412.3727, z = 88.61181, angle = 22.80177, collision = h0005B2
x = -353.1536, y = -412.9346, z = 87.74006, angle = 38.52784, collision = h0005B2
x = -353.9954, y = -413.2454, z = 86.63931, angle = 23.03352, collision = h0005B2
x = -354.6312, y = -413.3733, z = 85.41074, angle = 7.548916, collision = h0005B2
x = -355.2018, y = -413.4514, z = 81.56847, angle = -22.75952, collision = h0005B2
x = -352.9009, y = -413.2545, z = 78.39877, angle = 0.8839494, collision = h0005B2
x = -352.9334, y = -413.5488, z = 77.05029, angle = -5.171956, collision = h0005B2
x = -352.8484, y = -413.8272, z = 75.85628, angle = -9.948116, collision = h0005B2
x = -352.6239, y = -414.0562, z = 74.5267, angle = -15.23086, collision = h0005B2
x = -352.3144, y = -414.1532, z = 73.37518, angle = -24.48046, collision = h0005B2
x = -351.7721, y = -414.2538, z = 72.18369, angle = -62.59295, collision = h0005B2
x = -350.8022, y = -414.3515, z = 71.49529, angle = -80.2418, collision = h0005B2
x = -349.3331, y = -414.3582, z = 71.24486, angle = -106.5783, collision = h0005B2
x = -348.1204, y = -414.3416, z = 71.46938, angle = -121.3014, collision = h0005B2
x = -347.0138, y = -414.3268, z = 71.99844, angle = -74.77044, collision = h0005B2
x = -345.7377, y = -414.363, z = 71.7857, angle = -71.70133, collision = h0005B2
x = -344.5814, y = -414.3983, z = 71.404, angle = -71.1639, collision = h0005B2
x = -343.287, y = -414.4347, z = 71.0168, angle = -95.14702, collision = h0005B2
x = -342.1003, y = -414.4346, z = 71.09603, angle = -96.67734, collision = h0005B2
x = -340.7736, y = -414.4296, z = 71.25008, angle = -99.17243, collision = h0005B2
x = -339.5867, y = -414.4212, z = 71.43668, angle = -91.33173, collision = h0005B2
x = -338.3052, y = -414.4268, z = 71.50475, angle = -84.01321, collision = h0005B2
x = -336.8588, y = -414.4963, z = 71.35349, angle = -83.99335, collision = h0005B2
x = -335.5978, y = -414.5582, z = 71.23144, angle = -97.11117, collision = h0005B2
x = -334.3329, y = -414.5803, z = 71.33583, angle = -104.1152, collision = h0005B2
x = -333.1485, y = -414.5605, z = 71.62783, angle = -115.1616, collision = h0005B2
x = -331.9256, y = -414.4955, z = 72.16935, angle = -118.7449, collision = h0005B2
x = -330.8687, y = -414.4272, z = 72.74407, angle = -122.8968, collision = h0005B2
x = -329.731, y = -414.4147, z = 73.47124, angle = -123.5407, collision = h0005B2
x = -328.7397, y = -414.4026, z = 74.12959, angle = -119.7735, collision = h0005B2
x = -327.5926, y = -414.3958, z = 74.7823, angle = -112.3745, collision = h0005B2
x = -326.294, y = -414.3987, z = 75.35992, angle = -107.7427, collision = h0005B2
x = -325.2866, y = -414.4088, z = 75.68592, angle = -107.5016, collision = h0005B2
x = -323.8757, y = -414.4237, z = 76.13182, angle = -107.8907, collision = h0005B2
x = -322.5105, y = -414.4996, z = 76.58104, angle = -107.8513, collision = h0005B2
x = -321.1972, y = -414.5911, z = 77.02559, angle = -110.7392, collision = h0005B2
x = -320.0566, y = -414.6102, z = 77.76698, angle = -131.2596, collision = h0005B2
x = -319.0302, y = -414.5831, z = 78.69682, angle = -145.4536, collision = h0005B2
x = -318.257, y = -414.4877, z = 79.84133, angle = -124.9617, collision = h0005B2
x = -317.4377, y = -414.463, z = 80.52913, angle = 128.7421, collision = h0005B2
x = -319.1951, y = -414.378, z = 80.19833, angle = 61.83454, collision = h0005B2
x = -320.409, y = -414.3793, z = 79.53461, angle = 85.9801, collision = h0005B2
x = -321.7364, y = -414.3108, z = 79.55803, angle = 126.2541, collision = h0005B2
x = -322.6275, y = -414.1772, z = 80.52868, angle = 168.5036, collision = h0005B2
x = -322.8753, y = -414.0583, z = 81.89121, angle = 177.933, collision = h0005B2
x = -323.0351, y = -413.8987, z = 82.95135, angle = 126.1901, collision = h0005B2
x = -324.3937, y = -413.8295, z = 83.89006, angle = 101.5494, collision = h0005B2
x = -324.8123, y = -413.7648, z = 82.34144, angle = -14.88401, collision = h0005B2
x = -324.4401, y = -413.8402, z = 80.99427, angle = -9.575557, collision = h0005B2
x = -324.1771, y = -414.0476, z = 79.63542, angle = -6.364521, collision = h0005B2
x = -323.9867, y = -414.2842, z = 78.24525, angle = 0.2255875, collision = h0005B2
x = -323.9718, y = -414.3538, z = 77.16479, angle = 7.481571, collision = h0005B2
x = -324.542, y = -414.5753, z = 74.96607, angle = 76.61967, collision = h0005B2
x = -325.1787, y = -414.347, z = 76.68386, angle = -115.7367, collision = h0005B2
x = -322.8648, y = -414.3326, z = 78.37556, angle = -123.7792, collision = h0005B2
x = -331.9015, y = -414.3914, z = 73.18496, angle = 74.7541, collision = h0005B2
x = -333.2393, y = -414.3994, z = 72.82358, angle = 74.24483, collision = h0005B2
x = -334.5815, y = -414.4063, z = 72.47858, angle = 85.02182, collision = h0005B2
x = -335.9613, y = -414.4021, z = 72.33995, angle = 82.12583, collision = h0005B2
x = -343.2803, y = -414.357, z = 72.02635, angle = 106.6728, collision = h0005B2
x = -344.6174, y = -414.3104, z = 72.42784, angle = 95.59363, collision = h0005B2
x = -348.238, y = -414.2476, z = 72.83186, angle = 101.7003, collision = h0005B2
x = -349.4444, y = -414.2096, z = 73.06104, angle = 120.6497, collision = h0005B2
x = -350.7553, y = -414.1375, z = 73.76607, angle = 125.9601, collision = h0005B2
x = -353.9898, y = -413.8268, z = 76.71645, angle = 145.6981, collision = h0005B2
x = -354.7219, y = -413.7069, z = 77.77476, angle = 152.0011, collision = h0005B2
x = -355.8167, y = -413.5456, z = 80.75222, angle = 174.8304, collision = h0005B2
x = -355.9422, y = -413.5759, z = 82.55621, angle = -174.4819, collision = h0005B2
x = -351.9521, y = -411.8865, z = 92.38821, angle = -170.7793, collision = h0005B2
x = -352.171, y = -411.8557, z = 93.61533, angle = -13.43812, collision = h0005B2
x = -357.051, y = -413.4996, z = 80.24267, angle = 30.40568, collision = h0005B2
x = -359.4748, y = -413.7084, z = 76.45094, angle = 36.3661, collision = h0005B2
x = -360.2906, y = -413.7802, z = 75.32219, angle = 34.77047, collision = h0005B2
x = -361.0584, y = -413.8323, z = 74.2154, angle = 36.0182, collision = h0005B2
x = -361.7589, y = -413.8073, z = 73.24861, angle = 37.20151, collision = h0005B2
x = -362.5491, y = -413.7791, z = 72.2047, angle = 37.26768, collision = h0005B2
x = -363.2884, y = -413.7861, z = 71.22128, angle = 32.45934, collision = h0005B2
x = -363.9683, y = -413.8058, z = 70.17344, angle = 30.8773, collision = h0005B2
x = -364.6324, y = -413.8746, z = 69.06639, angle = 30.68014, collision = h0005B2
x = -365.2534, y = -413.9457, z = 68.02004, angle = 30.2898, collision = h0005B2
x = -365.9351, y = -414.0256, z = 66.85476, angle = 31.62341, collision = h0005B2
x = -366.6564, y = -414.119, z = 65.65995, angle = 32.39936, collision = h0005B2
x = -367.3968, y = -414.2162, z = 64.52601, angle = 40.15765, collision = h0005B2
x = -368.1524, y = -414.2833, z = 63.6073, angle = 44.72488, collision = h0005B2
x = -369.0839, y = -414.347, z = 62.64894, angle = 49.1485, collision = h0005B2
x = -369.9844, y = -414.3659, z = 61.85272, angle = 72.97592, collision = h0005B2
x = -371.1694, y = -414.3102, z = 61.3914, angle = 82.48227, collision = h0005B2
x = -372.4078, y = -414.2188, z = 61.21535, angle = 94.16779, collision = h0005B2
x = -373.6288, y = -414.1023, z = 61.27718, angle = 146.6392, collision = h0005B2
x = -374.4902, y = -413.9169, z = 62.20797, angle = 160.8361, collision = h0005B2
x = -375.0074, y = -413.7272, z = 63.53155, angle = 143.0971, collision = h0005B2
x = -375.7879, y = -413.5362, z = 64.61854, angle = 133.8601, collision = h0005B2
x = -376.6194, y = -413.3704, z = 65.48332, angle = 122.7121, collision = h0005B2
x = -377.7271, y = -413.1849, z = 66.23315, angle = 108.6533, collision = h0005B2
x = -378.8523, y = -413.0389, z = 66.61848, angle = 116.3414, collision = h0005B2
x = -380.0397, y = -412.8672, z = 67.18866, angle = 129.2371, collision = h0005B2
x = -380.9983, y = -412.6936, z = 67.9389, angle = 142.3588, collision = h0005B2
x = -381.7986, y = -412.5138, z = 68.91292, angle = 144.0266, collision = h0005B2
x = -382.5497, y = -412.3319, z = 69.94788, angle = 143.9101, collision = h0005B2
x = -383.4036, y = -412.1303, z = 71.11356, angle = 143.7958, collision = h0005B2
x = -384.1715, y = -411.95, z = 72.1598, angle = 143.7531, collision = h0005B2
x = -384.8908, y = -411.7811, z = 73.14102, angle = 153.7614, collision = h0005B2
x = -385.516, y = -411.6041, z = 74.33078, angle = 172.9216, collision = h0005B2
x = -385.6795, y = -411.4307, z = 75.51128, angle = -172.2933, collision = h0005B2
x = -385.5222, y = -411.2834, z = 76.83988, angle = -158.837, collision = h0005B2
x = -385.1251, y = -411.2036, z = 77.97209, angle = 159.5253, collision = h0005B2
x = -385.4515, y = -410.9861, z = 79.1949, angle = 145.3501, collision = h0005B2
x = -386.1444, y = -410.7383, z = 80.22087, angle = 128.2174, collision = h0005B2
x = -387.3001, y = -410.268, z = 81.13935, angle = 120.1305, collision = h0005B2
x = -388.3899, y = -409.842, z = 81.77103, angle = 141.8531, collision = h0005B2
x = -389.1766, y = -409.4247, z = 82.70158, angle = 145.6097, collision = h0005B2
x = -389.9256, y = -408.9659, z = 83.79568, angle = 146.0705, collision = h0005B2
x = -390.6021, y = -408.5498, z = 84.80004, angle = 142.8686, collision = h0005B2
x = -391.4043, y = -408.0919, z = 85.88757, angle = 136.4077, collision = h0005B2
x = -392.2178, y = -407.6816, z = 86.75335, angle = 131.4562, collision = h0005B2
x = -393.2099, y = -407.2258, z = 87.63776, angle = 127.5324, collision = h0005B2
x = -394.1653, y = -406.8004, z = 88.38046, angle = 125.1534, collision = h0005B2
x = -395.4113, y = -406.2578, z = 89.24801, angle = 121.1026, collision = h0005B2
x = -396.4575, y = -405.8741, z = 89.88383, angle = 115.2789, collision = h0005B2
x = -397.5865, y = -405.5248, z = 90.42769, angle = 107.398, collision = h0005B2
x = -398.8068, y = -405.2148, z = 90.83083, angle = 97.943, collision = h0005B2
x = -400.0089, y = -404.9316, z = 91.01569, angle = 86.86938, collision = h0005B2
x = -401.3535, y = -404.5839, z = 90.9675, angle = 74.22176, collision = h0005B2
x = -402.5092, y = -404.268, z = 90.66264, angle = 86.17812, collision = h0005B2
x = -403.8185, y = -403.9228, z = 90.47022, angle = 90.78575, collision = h0005B2
x = -405.0108, y = -403.558, z = 90.50269, angle = 82.48824, collision = h0005B2
x = -406.544, y = -403.123, z = 90.35397, angle = 83.62765, collision = h0005B2
x = -407.7383, y = -402.7754, z = 90.22924, angle = 35.21072, collision = h0005B2
x = -408.4941, y = -402.6494, z = 89.25739, angle = -36.15189, collision = h0005B2
x = -407.8822, y = -402.9304, z = 88.19611, angle = -48.01459, collision = h0005B2
x = -406.9706, y = -403.3235, z = 87.36469, angle = -47.63505, collision = h0005B2
x = -406.0032, y = -403.7356, z = 86.48501, angle = -39.19873, collision = h0005B2
x = -405.2324, y = -404.0855, z = 85.5468, angle = -34.12852, collision = h0005B2
x = -404.4862, y = -404.4603, z = 84.41615, angle = -32.45878, collision = h0005B2
x = -403.8456, y = -404.8187, z = 83.41298, angle = -33.84624, collision = h0005B2
x = -402.9799, y = -405.3132, z = 82.12383, angle = -35.64706, collision = h0005B2
x = -402.2882, y = -405.712, z = 81.15505, angle = -37.28608, collision = h0005B2
x = -401.4885, y = -406.1674, z = 80.10121, angle = -39.12854, collision = h0005B2
