x = 1046.643, y = -330, z = 855.022, angle = -173.3502, collision = h0100B1
x = 946.3782, y = -379.4682, z = 890.3946, angle = 130.4483, collision = h0104B1
x = 945.1966, y = -379.4962, z = 891.2722, angle = 96.04094, collision = h0104B1
x = 943.9064, y = -379.5078, z = 891.2976, angle = 54.60843, collision = h0104B1
x = 943.5378, y = -379.4632, z = 888.9514, angle = -49.87886, collision = h0104B1
x = 944.4697, y = -379.4364, z = 888.0268, angle = -25.62776, collision = h0104B1
x = 945.6241, y = -379.4455, z = 888.96, angle = 150.1732, collision = h0104B1
x = 944.9384, y = -379.475, z = 890.123, angle = 124.2982, collision = h0104B1
x = 939.4875, y = -379.4875, z = 888.4374, angle = -94.59229, collision = h0104B1
x = 943.8796, y = -379.4219, z = 887.0688, angle = 56.70672, collision = h0104B1
x = 939.4698, y = -379.4566, z = 886.9158, angle = 87.0473, collision = h0104B1
x = 974.6959, y = -395.9541, z = 870.1308, angle = -98.68282, collision = h0108B1
x = 985.2682, y = -384.5159, z = 881.1643, angle = 177.6247, collision = h0108B1
x = 975.9009, y = -380.5244, z = 885.2516, angle = 97.66241, collision = h2108B1
x = 963.7, y = -380.1283, z = 881.5166, angle = -85.87035, collision = h0108B1
x = 964.9713, y = -380.1236, z = 881.426, angle = -87.43655, collision = h0108B1
x = 967.1558, y = -382.2216, z = 881.2487, angle = -87.43655, collision = h0108B1
x = 968.1354, y = -382.8884, z = 881.9243, angle = -129.8852, collision = h0108B1
x = 969.2476, y = -383.1766, z = 882.3602, angle = -107.4706, collision = h0108B1
x = 970.4993, y = -383.1975, z = 882.7596, angle = -113.8503, collision = h0108B1
x = 971.7162, y = -383.2235, z = 883.2554, angle = -86.99725, collision = h0108B1
x = 972.7688, y = -383.2202, z = 883.1934, angle = -76.21282, collision = h0108B1
x = 974.1024, y = -383.2023, z = 882.851, angle = -64.9035, collision = h0108B1
x = 975.2708, y = -383.1686, z = 882.2073, angle = -20.68983, collision = h0108B1
x = 975.7291, y = -383.1188, z = 881.2578, angle = 1.593784, collision = h0108B1
x = 975.8492, y = -383.0573, z = 880.0846, angle = -8.933287, collision = h0108B1
x = 976.5249, y = -383.1726, z = 882.2836, angle = -158.3664, collision = h0108B1
x = 976.2155, y = -383.2235, z = 883.2554, angle = 64.55844, collision = h0108B1
x = 974.294, y = -383.1476, z = 881.8076, angle = 86.02651, collision = h0108B1
x = 972.8125, y = -383.1209, z = 881.2974, angle = 74.6471, collision = h0108B1
x = 971.3797, y = -383.1002, z = 880.9029, angle = 61.74115, collision = h0108B1
x = 970.2518, y = -383.0648, z = 880.2264, angle = 42.35854, collision = h0108B1
x = 969.3621, y = -383.0033, z = 879.0538, angle = -13.10779, collision = h0108B1
x = 969.6772, y = -382.9411, z = 877.8672, angle = -44.90426, collision = h0108B1
x = 970.4528, y = -382.8782, z = 876.6674, angle = 10.7, collision = h0108B1
x = 970.1713, y = -382.8107, z = 875.3781, angle = 19.8329, collision = h0108B1
x = 969.8257, y = -382.7559, z = 874.332, angle = 12.88973, collision = h0108B1
x = 969.5939, y = -382.7027, z = 873.3176, angle = 70.93501, collision = h0108B1
x = 968.6207, y = -382.6807, z = 872.8972, angle = 29.26042, collision = h0108B1
x = 967.9907, y = -382.6154, z = 871.6511, angle = -11.84334, collision = h0108B1
x = 968.5159, y = -382.5629, z = 870.6492, angle = -92.73693, collision = h0108B1
x = 969.8706, y = -382.5687, z = 870.7614, angle = -133.0211, collision = h0108B1
x = 970.9833, y = -382.6002, z = 871.3617, angle = -160.9383, collision = h0108B1
x = 971.085, y = -382.6667, z = 872.6305, angle = 88.53268, collision = h0108B1
x = 970.0757, y = -382.6558, z = 872.423, angle = -42.9335, collision = h0108B1
x = 969.069, y = -382.628, z = 871.8924, angle = -72.25672, collision = h0108B1
x = 972.0022, y = -382.6444, z = 872.205, angle = -116.3653, collision = h0108B1
x = 972.9553, y = -382.6671, z = 872.6378, angle = -95.07655, collision = h0108B1
x = 974.2781, y = -382.6748, z = 872.7857, angle = -94.10802, collision = h0108B1
x = 975.6198, y = -382.6977, z = 873.2228, angle = 173.1638, collision = h0108B1
x = 975.493, y = -382.766, z = 874.5255, angle = 179.9427, collision = h0108B1
x = 975.4413, y = -382.8185, z = 875.5278, angle = -163.4025, collision = h0108B1
x = 975.6478, y = -382.8857, z = 876.8086, angle = 142.6865, collision = h0108B1
x = 974.8673, y = -382.9441, z = 877.923, angle = 138.7878, collision = h0108B1
x = 976.2399, y = -382.94, z = 877.8462, angle = -81.83187, collision = h0108B1
x = 977.2432, y = -382.9312, z = 877.6774, angle = 10.04924, collision = h0108B1
x = 977.14, y = -382.8695, z = 876.5006, angle = 20.07487, collision = h0108B1
x = 976.8575, y = -382.7957, z = 875.0923, angle = -31.62211, collision = h0108B1
x = 977.5274, y = -382.7365, z = 873.9617, angle = -61.35379, collision = h0108B1
x = 978.8378, y = -382.699, z = 873.2478, angle = -80.41097, collision = h0108B1
x = 980.0723, y = -382.7046, z = 873.3535, angle = -179.8334, collision = h0108B1
x = 980.1759, y = -382.7814, z = 874.8201, angle = -159.2485, collision = h0108B1
x = 980.715, y = -382.8424, z = 875.9841, angle = 176.0524, collision = h0108B1
x = 981.1243, y = -382.9081, z = 877.2377, angle = -157.2251, collision = h0108B1
x = 981.7241, y = -382.8136, z = 875.4329, angle = -127.5691, collision = h0108B1
x = 982.7402, y = -382.8558, z = 876.2397, angle = 158.5948, collision = h0108B1
x = 982.1508, y = -382.9217, z = 877.4955, angle = 101.4342, collision = h0108B1
x = 980.0153, y = -382.906, z = 877.197, angle = 34.54436, collision = h0108B1
x = 980.1821, y = -382.6429, z = 872.1769, angle = -25.38522, collision = h0108B1
x = 980.9636, y = -382.5785, z = 870.9474, angle = -102.1934, collision = h0108B1
x = 982.076, y = -382.6014, z = 871.3846, angle = -166.6577, collision = h0108B1
x = 982.3262, y = -382.677, z = 872.8274, angle = 163.6788, collision = h0108B1
x = 982.3906, y = -382.7401, z = 874.0303, angle = -72.06551, collision = h0108B1
x = 983.7205, y = -382.7201, z = 873.6488, angle = -17.91381, collision = h0108B1
x = 984.1744, y = -382.6554, z = 872.4142, angle = -16.38571, collision = h0108B1
x = 984.7755, y = -382.5867, z = 871.104, angle = -99.6656, collision = h0108B1
x = 985.8374, y = -382.6065, z = 871.4815, angle = -174.4397, collision = h0108B1
x = 985.9796, y = -382.6587, z = 872.478, angle = -165.6528, collision = h0108B1
x = 986.1958, y = -382.7101, z = 873.4578, angle = -152.5148, collision = h0108B1
x = 986.7759, y = -382.7551, z = 874.3172, angle = -175.8965, collision = h0108B1
x = 986.85, y = -382.8305, z = 875.757, angle = -174.0525, collision = h0108B1
x = 987.1078, y = -382.8986, z = 877.0546, angle = -38.62389, collision = h0108B1
x = 987.0788, y = -382.6618, z = 872.5383, angle = -73.69241, collision = h0108B1
x = 988.4539, y = -382.6403, z = 872.1245, angle = -93.88966, collision = h0108B1
x = 989.8117, y = -382.6507, z = 872.3235, angle = -58.08825, collision = h0108B1
x = 990.7534, y = -382.6164, z = 871.6713, angle = 2.471709, collision = h0108B1
x = 991.51, y = -382.5763, z = 870.905, angle = -103.5585, collision = h0108B1
x = 992.915, y = -382.5971, z = 871.3022, angle = -131.9995, collision = h0108B1
x = 993.8436, y = -382.6453, z = 872.2214, angle = 147.8827, collision = h0108B1
x = 993.1564, y = -382.6996, z = 873.2592, angle = 129.5401, collision = h0108B1
x = 992.2922, y = -382.734, z = 873.9153, angle = 135.3033, collision = h0108B1
x = 991.9074, y = -382.7861, z = 874.9095, angle = -174.3053, collision = h0108B1
x = 991.9902, y = -382.8639, z = 876.393, angle = 179.7527, collision = h0108B1
x = 991.9193, y = -382.942, z = 877.8826, angle = 168.8186, collision = h0108B1
x = 991.8758, y = -383.009, z = 879.1616, angle = -89.3368, collision = h0108B1
x = 993.2247, y = -383.0023, z = 879.0336, angle = -40.72733, collision = h0108B1
x = 994.0045, y = -382.9476, z = 877.9897, angle = -16.98245, collision = h0108B1
x = 994.4916, y = -382.8739, z = 876.5843, angle = -58.51377, collision = h0108B1
x = 995.5172, y = -382.8539, z = 876.202, angle = -124.7744, collision = h0108B1
x = 996.7398, y = -382.8743, z = 876.5923, angle = -25.50303, collision = h0108B1
x = 997.328, y = -382.8059, z = 875.2864, angle = 4.147305, collision = h0108B1
x = 997.0901, y = -382.7352, z = 873.9379, angle = 4.764672, collision = h0108B1
x = 997.3089, y = -382.673, z = 872.7508, angle = -19.28436, collision = h0108B1
x = 997.55, y = -382.6208, z = 871.7537, angle = 46.27874, collision = h0108B1
x = 996.6531, y = -382.5792, z = 870.9611, angle = 87.00517, collision = h0108B1
x = 995.1678, y = -382.5764, z = 870.9082, angle = 95.67672, collision = h0108B1
x = 985.3197, y = -382.7534, z = 874.2844, angle = 173.9026, collision = h0108B1
x = 985.131, y = -382.8204, z = 875.3084, angle = -173.4812, collision = h0108B1
x = 966.9423, y = -382.3288, z = 880.2371, angle = -84.59717, collision = h0108B1
x = 970.9357, y = -382.9421, z = 877.8857, angle = -50.24672, collision = h0108B1
x = 972.1703, y = -382.9018, z = 877.1171, angle = -94.43439, collision = h0108B1
x = 973.4904, y = -382.9055, z = 877.1885, angle = -78.73484, collision = h0108B1
x = 981.3054, y = -382.6453, z = 872.222, angle = -74.88911, collision = h0108B1
x = 983.0829, y = -382.6279, z = 871.8904, angle = -84.78555, collision = h0108B1
x = 992.1234, y = -382.6487, z = 872.2881, angle = 159.3409, collision = h0108B1
x = 992.7891, y = -382.9065, z = 877.2057, angle = -162.089, collision = h0108B1
x = 993.5215, y = -383.0748, z = 880.4173, angle = -179.0567, collision = h0108B1
x = 993.8237, y = -383.1364, z = 881.5933, angle = -160.6022, collision = h0108B1
x = 994.3148, y = -383.21, z = 882.9979, angle = -177.4495, collision = h0108B1
x = 994.3008, y = -383.2767, z = 884.2696, angle = 173.4624, collision = h2109B1
x = 993.5961, y = -383.3165, z = 885.0279, angle = 85.97321, collision = h2109B1
x = 992.4566, y = -383.3159, z = 885.0173, angle = 94.459, collision = h2109B1
x = 991.4301, y = -383.3187, z = 885.0695, angle = 87.9525, collision = h2109B1
x = 990.0452, y = -383.3173, z = 885.0439, angle = 92.75982, collision = h2109B1
x = 992.1036, y = -383.2526, z = 883.8104, angle = 44.50621, collision = h0108B1
x = 991.1166, y = -383.2093, z = 882.9844, angle = 71.32514, collision = h0108B1
x = 992.171, y = -383.1912, z = 882.6376, angle = -77.97481, collision = h0108B1
x = 995.3613, y = -383.184, z = 882.5005, angle = -130.4926, collision = h0108B1
x = 996.6663, y = -383.2152, z = 883.0975, angle = -66.90782, collision = h0108B1
x = 997.5765, y = -383.1915, z = 882.6453, angle = -66.00564, collision = h0108B1
x = 995.6757, y = -383.2561, z = 883.8771, angle = 100.5697, collision = h2109B1
x = 995.6492, y = -383.316, z = 885.0192, angle = -142.6252, collision = h2109B1
x = 994.6736, y = -383.3427, z = 885.5272, angle = 129.7473, collision = h2109B1
x = 994.4785, y = -383.0448, z = 879.8456, angle = -64.81818, collision = h0108B1
x = 995.5966, y = -383.0287, z = 879.5376, angle = -95.25375, collision = h0108B1
x = 996.7029, y = -383.0349, z = 879.4134, angle = -67.07616, collision = h0109B1
x = 997.257, y = -389.4067, z = 878.9512, angle = -67.07616, collision = h0109B1
x = 998.2806, y = -389.379, z = 878.4219, angle = -24.49818, collision = h0109B1
x = 998.4969, y = -389.3156, z = 877.2132, angle = 14.70153, collision = h0109B1
x = 998.1231, y = -389.2401, z = 875.7728, angle = 20.94086, collision = h0109B1
x = 997.5654, y = -389.1852, z = 874.7245, angle = 39.37024, collision = h0109B1
x = 997.8588, y = -389.4615, z = 879.9955, angle = 171.8334, collision = h0109B1
x = 997.5824, y = -389.533, z = 881.3604, angle = 174.5799, collision = h0109B1
x = 997.4889, y = -389.605, z = 882.7341, angle = 179.8474, collision = h0109B1
x = 997.4959, y = -389.6599, z = 883.7811, angle = -166.8212, collision = h0109B1
x = 997.6876, y = -389.7125, z = 884.7853, angle = -172.3569, collision = h0109B1
x = 997.8572, y = -389.7655, z = 885.7978, angle = -161.3965, collision = h0109B1
x = 997.1055, y = -382.9381, z = 877.8096, angle = 68.12461, collision = h0108B1
x = 995.9284, y = -382.9109, z = 877.2904, angle = 57.35027, collision = h0108B1
x = 994.9037, y = -382.978, z = 878.5712, angle = 164.2372, collision = h0108B1
x = 994.0787, y = -383.3101, z = 886.4037, angle = 160.9717, collision = h2109B1
x = 993.6624, y = -386.9013, z = 887.935, angle = 160.9717, collision = h2109B1
x = 992.5724, y = -386.7404, z = 887.5569, angle = 84.48951, collision = h2109B1
x = 991.1758, y = -386.7222, z = 887.5193, angle = 109.5692, collision = h2109B1
x = 989.9868, y = -386.8677, z = 887.8192, angle = 29.21829, collision = h2109B1
x = 990.1941, y = -386.2686, z = 886.5847, angle = -54.66405, collision = h2109B1
x = 991.6885, y = -386.267, z = 886.5814, angle = -77.09658, collision = h2109B1
x = 994.7267, y = -386.5316, z = 887.1267, angle = -83.98387, collision = h2109B1
x = 996.042, y = -386.4636, z = 886.9865, angle = -84.31407, collision = h2109B1
x = 997.4407, y = -386.5899, z = 887.2468, angle = -117.4257, collision = h2109B1
x = 998.6115, y = -386.8087, z = 887.6975, angle = -97.33069, collision = h2109B1
x = 999.1359, y = -386.2243, z = 886.4935, angle = -3.021758, collision = h2109B1
x = 999.2058, y = -385.5832, z = 885.1727, angle = -11.64334, collision = h2109B1
x = 999.5846, y = -384.923, z = 883.8171, angle = -11.27618, collision = h2109B1
x = 999.8862, y = -384.2935, z = 882.5302, angle = -9.129641, collision = h2109B1
x = 999.9581, y = -383.5789, z = 881.0692, angle = 5.771605, collision = h2109B1
x = 999.8789, y = -382.9341, z = 879.7508, angle = -8.73476, collision = h2109B1
x = 999.9836, y = -382.4088, z = 878.6768, angle = -5.975145, collision = h2109B1
x = 1000.019, y = -381.8644, z = 877.564, angle = 4.386921, collision = h2109B1
x = 999.9302, y = -381.5884, z = 876.3778, angle = 4.076831, collision = h2109B1
x = 999.9445, y = -382.0711, z = 875.2437, angle = -4.546146, collision = h2109B1
x = 1000.043, y = -382.561, z = 874.0924, angle = -6.261453, collision = h2109B1
x = 1000.104, y = -383.0386, z = 872.9703, angle = -0.8478177, collision = h2109B1
x = 1000.076, y = -383.5202, z = 871.8386, angle = 10.05255, collision = h2109B1
x = 998.1104, y = -387.2643, z = 888.6361, angle = 132.4486, collision = h2109B1
x = 997.1004, y = -387.3212, z = 888.7534, angle = 91.72352, collision = h2109B1
x = 995.8277, y = -387.4024, z = 888.9205, angle = 99.29631, collision = h2109B1
x = 993.8065, y = -391.0852, z = 889.9814, angle = 102.8823, collision = h2109B1
x = 993.0305, y = -391.4886, z = 889.1763, angle = 97.63882, collision = h2109B1
x = 992.0864, y = -392.036, z = 889.2739, angle = 93.3065, collision = h2109B1
x = 994.9891, y = -390.9643, z = 889.9151, angle = -50.69392, collision = h2109B1
x = 995.9727, y = -391.5025, z = 889.4059, angle = -98.62368, collision = h2109B1
x = 996.8888, y = -392.0118, z = 889.0855, angle = -23.2317, collision = h2109B1
x = 995.4495, y = -397.9075, z = 892.1182, angle = -163.0829, collision = h2109B1
x = 996.437, y = -397.8749, z = 891.4948, angle = -57.95836, collision = h2109B1
x = 997.5693, y = -397.8391, z = 890.812, angle = -57.42132, collision = h2109B1
x = 998.4052, y = -397.7849, z = 889.7774, angle = 53.87077, collision = h2109B1
x = 998.3959, y = -397.8918, z = 891.8189, angle = 99.37159, collision = h2109B1
x = 996.4411, y = -397.8036, z = 890.1343, angle = 86.66058, collision = h2109B1
x = 995.2561, y = -397.8103, z = 890.262, angle = 128.2035, collision = h2109B1
x = 994.473, y = -397.8439, z = 890.903, angle = 148.6832, collision = h2109B1
x = 993.7379, y = -397.903, z = 892.0309, angle = 97.13293, collision = h2109B1
x = 992.3181, y = -397.9144, z = 892.2484, angle = 63.19128, collision = h2109B1
x = 991.1591, y = -397.8814, z = 891.6193, angle = 39.36897, collision = h2109B1
x = 990.4299, y = -397.8162, z = 890.3754, angle = -1.159616, collision = h2109B1
x = 990.5723, y = -397.7496, z = 889.1044, angle = -138.1584, collision = h2109B1
x = 996.2856, y = -397.9455, z = 892.843, angle = -130.8166, collision = h2109B1
x = 997.3245, y = -398.3622, z = 893.7457, angle = -130.2973, collision = h2109B1
x = 998.097, y = -398.2547, z = 894.4025, angle = -114.7953, collision = h2109B1
x = 999.4641, y = -398.2646, z = 894.8815, angle = -95.66441, collision = h2109B1
x = 1000.756, y = -398.083, z = 895.0632, angle = -109.6247, collision = h2109B1
x = 1002.056, y = -397.9002, z = 895.7521, angle = -131.4186, collision = h2109B1
x = 1003.054, y = -397.76, z = 896.6199, angle = -135.6945, collision = h2109B1
x = 1004.086, y = -397.6149, z = 897.6908, angle = -143.009, collision = h2109B1
x = 1004.777, y = -397.3116, z = 898.5456, angle = -143.009, collision = h2109B1
x = 1004.112, y = -397.4071, z = 899.8194, angle = 140.8614, collision = h2109B1
x = 1003.176, y = -397.5448, z = 900.3679, angle = 49.95131, collision = h2109B1
x = 1002.328, y = -397.6543, z = 899.4761, angle = -21.34018, collision = h2109B1
x = 1002.634, y = -397.8189, z = 898.4402, angle = 26.75922, collision = h2109B1
x = 1002.018, y = -397.9055, z = 897.2607, angle = 38.17479, collision = h2109B1
x = 996.6606, y = -398.4565, z = 894.8464, angle = 124.0592, collision = h2109B1
x = 995.5872, y = -398.6074, z = 895.5808, angle = 157.3648, collision = h2109B1
x = 995.3436, y = -398.7039, z = 896.6646, angle = -81.62587, collision = h2109B1
x = 996.78, y = -398.6418, z = 896.498, angle = -51.75631, collision = h2109B1
x = 997.9324, y = -398.4798, z = 895.6504, angle = -76.80015, collision = h2109B1
x = 999.5188, y = -398.2569, z = 895.9991, angle = -153.3046, collision = h2109B1
x = 1000.068, y = -398.1797, z = 896.8557, angle = -162.4095, collision = h2109B1
x = 1000.468, y = -398.1234, z = 898.2083, angle = -178.9143, collision = h2109B1
x = 1000.466, y = -398.1237, z = 899.4705, angle = 159.0131, collision = h2109B1
x = 999.8439, y = -398.2112, z = 900.5508, angle = 22.69304, collision = h2109B1
x = 999.1405, y = -398.311, z = 899.3071, angle = 16.64752, collision = h2109B1
x = 998.7805, y = -398.3607, z = 898.0389, angle = 17.16539, collision = h2109B1
x = 998.3461, y = -398.4217, z = 896.7717, angle = 51.64261, collision = h2109B1
x = 995.7127, y = -398.7918, z = 897.7018, angle = -140.7831, collision = h2109B1
x = 996.541, y = -398.7568, z = 898.7863, angle = -154.049, collision = h2109B1
x = 997.0941, y = -398.7997, z = 899.8841, angle = -157.7297, collision = h2109B1
x = 997.5999, y = -398.7286, z = 901.2612, angle = 131.1862, collision = h2109B1
x = 996.7908, y = -398.8422, z = 901.9957, angle = 54.85656, collision = h2109B1
x = 995.5264, y = -399.0199, z = 901.1812, angle = 29.07189, collision = h2109B1
x = 994.8314, y = -399.1176, z = 900.0849, angle = 41.86316, collision = h2109B1
x = 993.7924, y = -399.2636, z = 899.0209, angle = 73.77932, collision = h2109B1
x = 992.3999, y = -399.3869, z = 898.6256, angle = 100.2797, collision = h2109B1
x = 991.0648, y = -399.445, z = 898.7955, angle = 117.6045, collision = h2109B1
x = 990.0236, y = -399.3893, z = 899.7275, angle = -177.5518, collision = h2109B1
x = 990.1292, y = -399.5765, z = 901.0231, angle = -145.4322, collision = h2109B1
x = 990.6721, y = -399.5002, z = 901.8815, angle = -112.5915, collision = h2109B1
x = 991.8875, y = -399.3294, z = 902.3563, angle = -112.9752, collision = h2109B1
x = 993.2069, y = -399.3459, z = 902.9888, angle = -123.6174, collision = h2109B1
x = 994.3328, y = -399.1877, z = 903.6757, angle = -105.3773, collision = h2109B1
x = 995.7662, y = -398.7805, z = 904.0726, angle = -101.9529, collision = h2109B1
x = 997.058, y = -398.5974, z = 904.3566, angle = -153.73, collision = h2109B1
x = 997.4818, y = -398.6906, z = 905.5709, angle = 155.3671, collision = h2109B1
x = 996.3136, y = -398.8797, z = 906.3601, angle = 67.92329, collision = h2109B1
x = 995.0572, y = -398.8846, z = 905.9006, angle = 72.71318, collision = h2109B1
x = 993.7485, y = -399.0647, z = 905.4734, angle = 53.69068, collision = h2109B1
x = 992.7974, y = -399.3196, z = 904.5565, angle = -15.47086, collision = h2109B1
x = 994.9221, y = -398.8998, z = 904.7477, angle = 75.38892, collision = h2109B1
x = 992.7247, y = -399.4137, z = 901.6223, angle = 36.41504, collision = h2109B1
x = 991.9423, y = -399.5237, z = 900.5939, angle = 61.00446, collision = h2109B1
x = 988.8715, y = -399.5512, z = 899.8201, angle = 172.4281, collision = h2109B1
x = 988.6317, y = -399.787, z = 901.1417, angle = 158.4999, collision = h2109B1
x = 987.6783, y = -400.187, z = 902.0844, angle = 100.7679, collision = h0105B1
x = 986.5317, y = -400.2933, z = 902.6062, angle = 144.7752, collision = h0105B1
x = 985.7748, y = -400.5924, z = 903.6901, angle = 162.1424, collision = h0105B1
x = 986.4586, y = -400.4964, z = 904.592, angle = -143.9829, collision = h0105B1
x = 987.3495, y = -400.3711, z = 905.7361, angle = -150.4759, collision = h0105B1
x = 988.0026, y = -400.2793, z = 906.8863, angle = -149.5374, collision = h0105B1
x = 988.7606, y = -399.9674, z = 908.1667, angle = -110.7148, collision = h0105B1
x = 989.8982, y = -399.8075, z = 908.6495, angle = -90.45482, collision = h0105B1
x = 990.203, y = -399.7647, z = 907.3702, angle = 9.691561, collision = h0105B1
x = 990.1578, y = -399.7376, z = 905.9108, angle = -58.18253, collision = h0105B1
x = 991.188, y = -399.4277, z = 905.2065, angle = -79.62919, collision = h2109B1
x = 988.6506, y = -399.9828, z = 909.3033, angle = 164.9553, collision = h0105B1
x = 988.3625, y = -400, z = 910.5849, angle = -105.3245, collision = h0105B1
x = 989.5051, y = -400, z = 910.7689, angle = -28.22675, collision = h0105B1
x = 990.6362, y = -399.9754, z = 910.6527, angle = -179.6991, collision = h0105B1
x = 990.6357, y = -400, z = 911.9316, angle = 163.5868, collision = h0105B1
x = 990.4722, y = -400, z = 913.376, angle = -124.9845, collision = h0105B1
x = 991.5242, y = -399.9801, z = 913.999, angle = -55.26986, collision = h0105B1
x = 992.3311, y = -399.4671, z = 913.5414, angle = -7.825976, collision = h0105B1
x = 992.7164, y = -399.2001, z = 912.2537, angle = -45.49641, collision = h0105B1
x = 993.6687, y = -399.2001, z = 911.7128, angle = -80.3166, collision = h0105B1
x = 995.1095, y = -399.2001, z = 911.3852, angle = -55.19378, collision = h0099B1
x = 996.2504, y = -399.2001, z = 910.7338, angle = -73.99928, collision = h0099B1
x = 996.3683, y = -399.2001, z = 909.662, angle = -59.78264, collision = h0099B1
x = 997.7344, y = -399.2001, z = 909.2848, angle = -85.01344, collision = h0099B1
x = 999.0487, y = -399.2001, z = 909.1434, angle = -84.72209, collision = h0099B1
x = 1000.52, y = -399.2001, z = 909.1398, angle = -130.9671, collision = h0099B1
x = 1001.241, y = -399.2001, z = 910.1057, angle = 127.4257, collision = h0099B1
x = 1000.065, y = -399.2001, z = 910.9464, angle = 112.1024, collision = h0099B1
x = 998.8376, y = -399.2001, z = 911.4393, angle = 111.1535, collision = h0099B1
x = 997.4298, y = -399.2001, z = 911.9027, angle = 83.74323, collision = h0099B1
x = 996.1146, y = -399.2001, z = 911.7642, angle = 54.69023, collision = h0099B1
x = 997.6658, y = -399.2001, z = 910.5662, angle = -88.55425, collision = h0099B1
x = 999.1365, y = -399.2001, z = 910.4583, angle = -57.27838, collision = h0099B1
x = 1002.491, y = -399.2001, z = 909.5806, angle = -98.39934, collision = h0099B1
x = 1003.599, y = -399.2001, z = 909.5225, angle = -70.15427, collision = h0099B1
x = 990.8492, y = -400, z = 914.7919, angle = -169.9907, collision = h0105B1
x = 989.687, y = -400, z = 915.629, angle = 93.94875, collision = h0105B1
x = 988.4043, y = -400, z = 915.711, angle = 94.5778, collision = h0105B1
x = 987.2866, y = -400, z = 915.788, angle = 94.46712, collision = h0105B1
x = 985.9858, y = -400, z = 915.8849, angle = 94.10577, collision = h0105B1
x = 984.5469, y = -400, z = 916.0479, angle = 110.5219, collision = h0105B1
x = 983.308, y = -400, z = 916.4507, angle = 102.7976, collision = h0105B1
x = 982.1237, y = -400, z = 916.7468, angle = 120.5352, collision = h0105B1
x = 981.0491, y = -400, z = 917.0785, angle = 64.77048, collision = h0105B1
x = 979.8578, y = -400.2428, z = 916.4841, angle = 55.09592, collision = h0105B1
x = 978.6728, y = -400.781, z = 915.7001, angle = 63.28737, collision = h0105B1
x = 977.6902, y = -401, z = 915.0382, angle = 33.41781, collision = h0105B1
x = 976.7394, y = -401, z = 913.9256, angle = 94.69254, collision = h0105B1
x = 975.5208, y = -401, z = 914.201, angle = 99.08381, collision = h0105B1
x = 974.5293, y = -401, z = 914.4047, angle = 92.39479, collision = h0105B1
x = 973.2686, y = -401, z = 914.6976, angle = 116.2903, collision = h0105B1
x = 972.0901, y = -401, z = 915.2531, angle = 124.8772, collision = h0105B1
x = 970.886, y = -401, z = 916.1515, angle = -152.5573, collision = h0105B1
x = 971.4578, y = -401, z = 917.2166, angle = -100.4068, collision = h0105B1
x = 972.8701, y = -401, z = 917.4112, angle = -78.49009, collision = h0105B1
x = 974.1301, y = -401, z = 917.1538, angle = -85.54269, collision = h0105B1
x = 975.2011, y = -401, z = 917.0715, angle = -132.5818, collision = h0105B1
x = 976.0987, y = -401, z = 917.9887, angle = 147.2885, collision = h0105B1
x = 975.3989, y = -401, z = 919.1982, angle = 111.1369, collision = h0105B1
x = 974.1778, y = -401, z = 919.697, angle = 88.16183, collision = h0105B1
x = 973.169, y = -401, z = 919.7051, angle = 88.94447, collision = h0105B1
x = 971.8506, y = -401, z = 919.6238, angle = 81.91576, collision = h0105B1
x = 970.4808, y = -401.6324, z = 919.8619, angle = 165.654, collision = h0105B1
x = 970.0659, y = -402.0162, z = 920.9084, angle = 120.263, collision = h0105B1
x = 968.7247, y = -402.7828, z = 921.0868, angle = 81.61419, collision = h0105B1
x = 967.4102, y = -403.4795, z = 920.8918, angle = 85.60342, collision = h0105B1
x = 966.0309, y = -404.2284, z = 920.8077, angle = 100.1207, collision = h0105B1
x = 965.0259, y = -404.8098, z = 920.9889, angle = 150.1615, collision = h0105B1
x = 964.0002, y = -405, z = 921.5671, angle = 111.7669, collision = h0105B1
x = 962.7899, y = -405, z = 922.1812, angle = 145.2971, collision = h0105B1
x = 962.2009, y = -405, z = 922.9998, angle = 167.7441, collision = h0105B1
x = 962.3549, y = -405, z = 924.0754, angle = -138.5136, collision = h0105B1
x = 963.1669, y = -405, z = 924.9564, angle = -119.0631, collision = h0105B1
x = 964.0778, y = -405, z = 925.4825, angle = -119.4129, collision = h0105B1
x = 965.3918, y = -405, z = 925.0105, angle = -56.73408, collision = h0105B1
x = 966.2802, y = -405, z = 924.4603, angle = -80.07519, collision = h0105B1
x = 967.4514, y = -405, z = 924.1399, angle = -80.63242, collision = h0105B1
x = 967.9427, y = -405, z = 923.0358, angle = 114.633, collision = h0105B1
x = 962.2355, y = -405, z = 925.7311, angle = 139.6129, collision = h0105B1
x = 961.5754, y = -405, z = 926.4958, angle = 132.5042, collision = h0105B1
x = 960.5651, y = -405.0984, z = 927.3145, angle = 104.1406, collision = h0105B1
x = 959.1308, y = -405.3196, z = 927.5914, angle = 88.9941, collision = h0105B1
x = 957.8082, y = -405.3186, z = 927.5716, angle = 89.52666, collision = h0105B1
x = 956.3209, y = -405.1098, z = 927.5941, angle = 104.7942, collision = h0105B1
x = 955.0439, y = -405, z = 927.915, angle = 114.1289, collision = h0105B1
x = 953.6816, y = -405, z = 928.5105, angle = 117.2467, collision = h0105B1
x = 952.502, y = -405, z = 929.1085, angle = 109.475, collision = h0105B1
