x = -170.2277, y = -98.06839, z = -48.69937, angle = 117.8827, collision = h0007B0
x = -160.8058, y = -98.06985, z = -49.71027, angle = -67.04518, collision = h0027B0
x = -159.6535, y = -98.06974, z = -50.25417, angle = -34.72795, collision = h0027B0
x = -159.0961, y = -97.88158, z = -51.48211, angle = 58.24759, collision = h0027B0
x = -160.2715, y = -97.7879, z = -52.22945, angle = 82.11366, collision = h0027B0
x = -161.6732, y = -97.7879, z = -52.35508, angle = 113.7176, collision = h0027B0
x = -162.5657, y = -97.84209, z = -51.53584, angle = -162.1568, collision = h0027B0
x = -162.1147, y = -98.06976, z = -50.17841, angle = 160.064, collision = h0027B0
x = -162.6547, y = -98.06998, z = -48.97151, angle = 79.86036, collision = h0027B0
x = -163.7504, y = -98.06992, z = -49.29931, angle = 49.06621, collision = h0027B0
x = -164.8318, y = -97.78788, z = -50.23132, angle = 99.91982, collision = h0027B0
x = -165.8947, y = -97.78788, z = -49.76688, angle = -157.9098, collision = h0027B0
x = -165.4239, y = -97.78788, z = -48.42547, angle = -160.5365, collision = h0027B0
x = -166.292, y = -97.7879, z = -47.75561, angle = 47.46494, collision = h0027B0
x = -167.2435, y = -97.8364, z = -48.60611, angle = 7.440767, collision = h0027B0
x = -167.4581, y = -98.0669, z = -49.64796, angle = -83.90099, collision = h0027B0
x = -166.0913, y = -97.78788, z = -50.82716, angle = 95.61567, collision = h0027B0
x = -167.4895, y = -98.06307, z = -50.73709, angle = 36.58731, collision = h0027B0
x = -168.3406, y = -97.78789, z = -51.82108, angle = 97.07219, collision = h0027B0
x = -169.5942, y = -97.78788, z = -51.67244, angle = 157.078, collision = h0027B0
x = -170.2874, y = -98.0623, z = -50.6373, angle = 92.91427, collision = h0027B0
x = -171.7005, y = -97.8284, z = -50.47968, angle = 146.6304, collision = h0027B0
x = -172.3515, y = -98.05988, z = -49.31876, angle = -172.5392, collision = h0027B0
x = -171.8497, y = -98.06474, z = -48.0981, angle = -62.0863, collision = h0027B0
x = -169.2535, y = -98.06796, z = -49.29341, angle = -165.6902, collision = h0027B0
x = -169.0258, y = -97.78789, z = -48.11934, angle = 115.4361, collision = h0027B0
x = -170.2898, y = -97.88461, z = -47.56538, angle = 173.0567, collision = h0027B0
x = -170.454, y = -97.92149, z = -46.5464, angle = -136.1066, collision = h0027B0
x = -171.256, y = -98.06731, z = -45.38917, angle = -172.7013, collision = h0027B0
x = -171.1796, y = -98.06755, z = -44.1225, angle = -158.7842, collision = h0027B0
x = -171.1549, y = -98.06763, z = -43.01825, angle = -162.7582, collision = h0027B0
x = -170.6337, y = -97.98403, z = -42.03734, angle = -99.39218, collision = h0027B0
x = -171.8444, y = -98.06494, z = -42.12267, angle = 87.45953, collision = h0027B0
x = -172.8387, y = -98.06126, z = -42.24139, angle = 81.65936, collision = h0027B0
x = -172.1854, y = -98.06361, z = -41.02237, angle = -179.3056, collision = h0027B0
x = -172.2599, y = -98.06331, z = -39.92775, angle = -116.7045, collision = h0027B0
x = -171.4265, y = -98.06655, z = -39.23712, angle = -87.67983, collision = h0027B0
x = -170.7867, y = -98.06904, z = -40.32672, angle = 17.62428, collision = h0027B0
x = -172.7182, y = -98.06236, z = -47.12981, angle = 169.9263, collision = h0027B0
x = -173.0132, y = -98.05119, z = -45.89342, angle = 169.1062, collision = h0027B0
x = -173.2833, y = -97.7951, z = -44.48619, angle = 141.4969, collision = h0027B0
x = -174.0698, y = -97.76143, z = -43.30874, angle = -172.9202, collision = h0029B0
x = -174.0198, y = -97.13008, z = -42.31768, angle = 173.5966, collision = h0029B0
x = -174.0499, y = -96.53728, z = -41.38828, angle = 159.9796, collision = h0029B0
x = -174.2287, y = -95.96094, z = -40.48348, angle = -175.6008, collision = h0029B0
x = -174.1844, y = -95.45377, z = -39.68924, angle = -156.4305, collision = h0029B0
x = -173.6223, y = -95.17223, z = -38.38217, angle = -111.7636, collision = h0029B0
x = -172.342, y = -95.1722, z = -38.01217, angle = -70.37429, collision = h0029B0
x = -170.976, y = -95.17231, z = -38.1475, angle = -125.4419, collision = h0029B0
x = -170.0809, y = -95.17232, z = -37.17604, angle = 153.1768, collision = h0029B0
x = -170.7448, y = -95.17223, z = -36.22694, angle = 83.98965, collision = h0029B0
x = -172.1705, y = -95.17213, z = -36.32355, angle = 106.4357, collision = h0029B0
x = -173.1796, y = -95.17201, z = -35.62676, angle = -140.9708, collision = h0029B0
x = -172.2316, y = -95.17204, z = -34.85608, angle = -79.26913, collision = h0029B0
x = -170.8172, y = -95.17216, z = -35.06532, angle = -136.3142, collision = h0029B0
x = -170.0789, y = -95.17216, z = -34.02337, angle = 129.927, collision = h0029B0
x = -171.0305, y = -95.17205, z = -33.2848, angle = 93.29572, collision = h0029B0
x = -172.4546, y = -95.17194, z = -33.14834, angle = 156.0055, collision = h0029B0
x = -172.8287, y = -95.17663, z = -31.96308, angle = -98.43995, collision = h0056B0
x = -171.4114, y = -95.22314, z = -31.79857, angle = -108.8747, collision = h0056B0
x = -170.3071, y = -95.22492, z = -31.34706, angle = -132.3357, collision = h0056B0
x = -169.6132, y = -95.22783, z = -30.60817, angle = -161.3603, collision = h0056B0
x = -169.0068, y = -95.23325, z = -29.33349, angle = -97.40726, collision = h0056B0
x = -168.4372, y = -95.22746, z = -30.70203, angle = -103.0018, collision = h0056B0
x = -167.0478, y = -95.22883, z = -30.39812, angle = -98.82045, collision = h0056B0
x = -165.6379, y = -95.22948, z = -30.26929, angle = -87.56099, collision = h0056B0
x = -164.2068, y = -95.22852, z = -30.34176, angle = -86.51135, collision = h0056B0
x = -162.7766, y = -95.2275, z = -30.42909, angle = -85.63045, collision = h0056B0
x = -161.5116, y = -95.2266, z = -30.50955, angle = -89.23308, collision = h0056B0
x = -160.2354, y = -95.22369, z = -30.53148, angle = -97.49353, collision = h0056B0
x = -160.6191, y = -95.22673, z = -29.29588, angle = 175.951, collision = h0056B0
x = -160.7044, y = -95.22758, z = -27.89799, angle = 179.8326, collision = h0056B0
x = -160.6841, y = -95.2276, z = -26.46904, angle = 177.4018, collision = h0056B0
x = -160.7502, y = -95.22801, z = -25.03763, angle = 176.9799, collision = h0056B0
x = -160.8183, y = -95.22842, z = -23.76268, angle = 176.4138, collision = h0056B0
x = -160.9102, y = -95.22835, z = -22.3327, angle = 151.2238, collision = h0056B0
x = -161.747, y = -95.22601, z = -21.3465, angle = 95.85281, collision = h0056B0
x = -163.1353, y = -95.22639, z = -21.47958, angle = 35.507, collision = h0056B0
x = -163.4816, y = -95.23033, z = -22.55094, angle = -41.76844, collision = h0056B0
x = -162.7389, y = -95.23051, z = -23.59554, angle = -2.570965, collision = h0056B0
x = -162.6956, y = -95.23049, z = -24.63254, angle = -5.117779, collision = h0056B0
x = -162.8434, y = -95.23058, z = -25.95785, angle = 45.75997, collision = h0056B0
x = -163.8356, y = -95.23116, z = -26.92587, angle = 84.5546, collision = h0056B0
x = -164.9919, y = -95.23183, z = -26.82086, angle = 157.4503, collision = h0056B0
x = -165.3954, y = -95.23207, z = -25.88507, angle = 167.9557, collision = h0056B0
x = -165.691, y = -95.23224, z = -24.57281, angle = 172.5164, collision = h0056B0
x = -165.8264, y = -95.23232, z = -23.56227, angle = 170.9996, collision = h0056B0
x = -166.0244, y = -95.23023, z = -22.24235, angle = -144.1456, collision = h0056B0
x = -165.1294, y = -95.22626, z = -21.43525, angle = -78.89111, collision = h0056B0
x = -166.1965, y = -95.23254, z = -27.35445, angle = 74.41595, collision = h0056B0
x = -167.6114, y = -95.23337, z = -27.85703, angle = 62.50212, collision = h0056B0
x = -168.8197, y = -95.37406, z = -28.23414, angle = 161.4672, collision = h0056B0
x = -169.0903, y = -95.43399, z = -26.88948, angle = -154.725, collision = h0056B0
x = -168.3979, y = -95.23383, z = -25.58432, angle = -163.6849, collision = h0056B0
x = -168.0489, y = -95.23362, z = -24.39036, angle = 166.7471, collision = h0056B0
x = -168.5895, y = -95.24587, z = -23.40684, angle = 100.5589, collision = h0056B0
x = -169.753, y = -95.43399, z = -23.51662, angle = 27.46531, collision = h0056B0
x = -170.6547, y = -95.43399, z = -24.37768, angle = 50.20632, collision = h0056B0
x = -169.5402, y = -95.23162, z = -22.32215, angle = 113.2313, collision = h0056B0
x = -170.9312, y = -95.22994, z = -21.90599, angle = 93.65361, collision = h0056B0
x = -172.2467, y = -95.22965, z = -21.8574, angle = 157.6476, collision = h0056B0
x = -172.6626, y = -95.22466, z = -20.69068, angle = -165.4838, collision = h0056B0
x = -172.3966, y = -95.22265, z = -19.65991, angle = -142.4756, collision = h0056B0
x = -171.6152, y = -95.22292, z = -18.53298, angle = 161.9955, collision = h0056B0
x = -172.043, y = -95.22272, z = -17.4987, angle = 89.29758, collision = h0056B0
x = -173.3376, y = -95.22242, z = -17.60369, angle = 52.28532, collision = h0056B0
x = -174.3764, y = -95.22227, z = -18.55732, angle = -18.70283, collision = h0056B0
x = -173.8154, y = -95.2225, z = -19.7786, angle = -54.51037, collision = h0056B0
x = -172.691, y = -95.23328, z = -22.7865, angle = 92.8261, collision = h0056B0
x = -173.6863, y = -95.24612, z = -22.94482, angle = 19.65931, collision = h0056B0
x = -174, y = -95.43399, z = -24.09904, angle = -7.181411, collision = h0056B0
x = -173.8792, y = -95.43399, z = -25.09291, angle = -6.976833, collision = h0056B0
x = -173.8439, y = -95.43399, z = -26.37771, angle = 9.752649, collision = h0056B0
x = -174.0426, y = -95.43399, z = -27.39424, angle = 39.16052, collision = h0056B0
x = -174.8914, y = -95.43399, z = -28.4603, angle = 51.83753, collision = h0056B0
x = -175.0341, y = -95.2307, z = -29.87066, angle = -10.02011, collision = h0056B0
x = -176.0156, y = -95.2276, z = -30.65613, angle = 120.1835, collision = h0056B0
x = -177.3185, y = -95.22977, z = -30.09982, angle = 89.79419, collision = h0056B0
x = -178.5901, y = -95.22947, z = -30.17149, angle = 113.4785, collision = h0056B0
x = -180.0061, y = -95.22932, z = -30.20487, angle = 58.00158, collision = h0056B0
x = -181.3013, y = -95.22705, z = -30.7766, angle = 97.97047, collision = h0056B0
x = -182.7227, y = -95.22771, z = -30.60245, angle = 97.99156, collision = h0056B0
x = -184.0391, y = -95.22843, z = -30.42197, angle = 90.62196, collision = h0056B0
x = -185.5177, y = -95.22855, z = -30.39318, angle = 92.12754, collision = h0056B0
x = -186.8029, y = -95.22876, z = -30.34308, angle = 92.99351, collision = h0056B0
x = -188.0876, y = -95.22902, z = -30.27917, angle = 93.29454, collision = h0056B0
x = -185.3638, y = -95.23299, z = -29.29094, angle = 153.3929, collision = h0056B0
x = -186.069, y = -95.43399, z = -28.10237, angle = 130.2591, collision = h0056B0
x = -186.9447, y = -95.43399, z = -27.02099, angle = -147.1646, collision = h0056B0
x = -186.2424, y = -95.43399, z = -25.83861, angle = -123.2716, collision = h0056B0
x = -184.984, y = -95.43399, z = -25.18947, angle = -94.79906, collision = h0056B0
x = -183.7474, y = -95.43399, z = -24.9522, angle = -119.4483, collision = h0056B0
x = -182.4972, y = -95.43399, z = -24.25196, angle = -117.8104, collision = h0056B0
x = -181.2278, y = -95.43399, z = -23.58783, angle = -79.20006, collision = h0056B0
x = -179.914, y = -95.43399, z = -23.93655, angle = -93.66293, collision = h0056B0
x = -178.748, y = -95.43399, z = -23.62639, angle = 164.3297, collision = h0056B0
x = -180.8594, y = -95.23219, z = -22.57253, angle = 125.6888, collision = h0056B0
x = -181.8873, y = -95.22942, z = -21.86802, angle = 70.26292, collision = h0056B0
x = -182.8794, y = -95.23029, z = -22.08954, angle = 55.0184, collision = h0056B0
x = -183.7295, y = -95.2324, z = -22.62694, angle = 92.15762, collision = h0056B0
x = -184.8365, y = -95.22918, z = -21.80789, angle = 107.0235, collision = h0056B0
x = -186.2115, y = -95.2289, z = -21.74122, angle = 68.45034, collision = h0056B0
x = -187.4021, y = -95.22972, z = -21.94995, angle = 86.9093, collision = h0056B0
x = -188.7872, y = -95.22952, z = -21.90517, angle = 100.4608, collision = h0056B0
x = -190.0893, y = -95.22884, z = -21.74203, angle = 92.32272, collision = h0056B0
x = -189.6936, y = -95.23283, z = -22.73973, angle = -4.379258, collision = h0056B0
x = -189.677, y = -95.43399, z = -24.13781, angle = 29.69755, collision = h0056B0
x = -190.6019, y = -95.43399, z = -25.02413, angle = 100.5932, collision = h0056B0
x = -191.7833, y = -95.43399, z = -24.66935, angle = 150.5514, collision = h0056B0
x = -192.7935, y = -95.43399, z = -23.70383, angle = 98.87314, collision = h0056B0
x = -194.102, y = -95.43399, z = -23.43006, angle = 112.1229, collision = h0056B0
x = -195.3312, y = -95.2347, z = -22.87459, angle = 141.6764, collision = h0056B0
x = -196.2778, y = -95.22762, z = -21.81918, angle = 114.4293, collision = h0056B0
x = -197.5665, y = -95.22777, z = -21.4772, angle = 55.82576, collision = h0056B0
x = -198.6795, y = -95.23074, z = -22.16388, angle = 21.05504, collision = h0056B0
x = -198.833, y = -95.43596, z = -23.36981, angle = -29.23455, collision = h0056B0
x = -198.1809, y = -95.43561, z = -24.65818, angle = 9.373383, collision = h0056B0
x = -198.4276, y = -95.43638, z = -25.80362, angle = 101.8196, collision = h0056B0
x = -199.7276, y = -95.38417, z = -25.54532, angle = 78.00732, collision = h0054B0
x = -201.04, y = -95.389, z = -25.89538, angle = 10.75549, collision = h0054B0
x = -201.3049, y = -95.389, z = -27.12434, angle = 37.58308, collision = h0054B0
x = -201.8371, y = -95.389, z = -28.03623, angle = 60.23978, collision = h0054B0
x = -203.1169, y = -95.389, z = -28.6411, angle = 83.82149, collision = h0054B0
x = -204.4115, y = -95.389, z = -28.52504, angle = 91.22607, collision = h0054B0
x = -205.8431, y = -95.389, z = -28.50321, angle = 80.61286, collision = h0054B0
x = -207.0434, y = -95.389, z = -28.52504, angle = 88.90992, collision = h0054B0
x = -208.4607, y = -95.389, z = -28.41487, angle = 162.0956, collision = h0054B0
x = -208.9177, y = -95.389, z = -27.1189, angle = 130.5685, collision = h0054B0
x = -209.9648, y = -95.389, z = -26.29221, angle = 95.1255, collision = h0054B0
x = -211.08, y = -95.389, z = -26.20504, angle = 48.74733, collision = h0054B0
x = -212.0775, y = -95.389, z = -26.83393, angle = 81.2317, collision = h0054B0
x = -212.7291, y = -95.389, z = -26.06556, angle = -114.9923, collision = h0054B0
x = -209.4286, y = -95.389, z = -24.96529, angle = 150.0885, collision = h0054B0
x = -210.1981, y = -95.389, z = -23.84098, angle = 124.2574, collision = h0054B0
x = -210.8805, y = -95.18734, z = -22.83598, angle = -95.34388, collision = h0054B0
x = -210.4599, y = -95.18099, z = -21.79351, angle = -89.80274, collision = h0054B0
x = -209.3049, y = -95.1809, z = -21.8447, angle = -38.54332, collision = h0054B0
x = -208.4083, y = -95.19281, z = -22.9738, angle = -84.55789, collision = h0054B0
x = -207.7927, y = -95.18212, z = -22.13684, angle = -173.0187, collision = h0054B0
x = -207.034, y = -95.17686, z = -21.18711, angle = -61.72133, collision = h0054B0
x = -206.1758, y = -95.18025, z = -21.89623, angle = -34.9073, collision = h0054B0
x = -205.6281, y = -95.18507, z = -22.75564, angle = -12.73063, collision = h0054B0
x = -205.3027, y = -95.389, z = -23.80228, angle = -12.73063, collision = h0054B0
x = -204.1017, y = -95.389, z = -23.52174, angle = -84.46048, collision = h0054B0
x = -202.6747, y = -95.389, z = -23.6157, angle = -135.9747, collision = h0054B0
x = -201.759, y = -95.18342, z = -22.66369, angle = -153.3074, collision = h0054B0
x = -201.4622, y = -95.17747, z = -21.33287, angle = -162.737, collision = h0054B0
x = -201.6866, y = -95.389, z = -23.92593, angle = 22.99524, collision = h0054B0
x = -202.0371, y = -95.389, z = -24.87121, angle = 51.19008, collision = h0054B0
x = -203.1613, y = -95.389, z = -25.71923, angle = 79.21838, collision = h0054B0
x = -204.5565, y = -95.389, z = -25.9789, angle = 37.7498, collision = h0054B0
x = -205.2792, y = -95.389, z = -27.10002, angle = -24.70746, collision = h0054B0
x = -202.3854, y = -95.18316, z = -29.68349, angle = -52.39295, collision = h0054B0
x = -201.2842, y = -95.17868, z = -30.6272, angle = -71.22397, collision = h0054B0
x = -200.158, y = -95.1811, z = -29.9998, angle = 156.3423, collision = h0054B0
x = -200.0896, y = -95.389, z = -28.6745, angle = -166.1699, collision = h0054B0
x = -199.8929, y = -95.38893, z = -27.40192, angle = 176.5862, collision = h0054B0
x = -197.3504, y = -95.43668, z = -26.23652, angle = -129.3535, collision = h0056B0
x = -196.4769, y = -95.43526, z = -25.28553, angle = -139.1867, collision = h0056B0
x = -195.5931, y = -95.43399, z = -24.18148, angle = 159.0846, collision = h0056B0
x = -195.7301, y = -95.22149, z = -20.67792, angle = -95.4346, collision = h0056B0
x = -194.356, y = -95.22379, z = -21.12354, angle = -149.6671, collision = h0056B0
x = -194.2279, y = -95.22144, z = -19.90496, angle = 166.2843, collision = h0057B0
x = -194.4895, y = -95.22128, z = -18.51149, angle = -166.8267, collision = h0057B0
x = -194.2155, y = -95.22112, z = -17.10861, angle = -169.6779, collision = h0057B0
x = -194.0457, y = -95.22096, z = -15.69718, angle = 167.5056, collision = h0057B0
x = -194.321, y = -95.22035, z = -14.29179, angle = 171.8029, collision = h0057B0
x = -194.5327, y = -95.21886, z = -12.87469, angle = 160.6412, collision = h0057B0
x = -194.6805, y = -95.21769, z = -11.65908, angle = -178.6588, collision = h0057B0
x = -194.6505, y = -94.93167, z = -10.41981, angle = -167.1083, collision = h0057B0
x = -194.5358, y = -94.25426, z = -9.181369, angle = 179.5211, collision = h0057B0
x = -194.5465, y = -93.73106, z = -8.22618, angle = -178.5753, collision = h0057B0
x = -194.5254, y = -93.20819, z = -7.271171, angle = 178.6173, collision = h0057B0
x = -194.5294, y = -92.6857, z = -6.316423, angle = -172.3065, collision = h0057B0
x = -194.4483, y = -92.16651, z = -5.366809, angle = -169.0269, collision = h0057B0
x = -194.1986, y = -91.48247, z = -4.114948, angle = -166.0776, collision = h0057B0
x = -194.0776, y = -90.97072, z = -3.178724, angle = -176.6288, collision = h0057B0
x = -193.9749, y = -90.37021, z = -2.100717, angle = -176.2629, collision = h0057B0
x = -194.0146, y = -89.78768, z = -1.015495, angle = 173.4361, collision = h0057B0
x = -194.4929, y = -89.45887, z = 0.3357391, angle = 148.8223, collision = h0058B0
x = -195.3842, y = -89.46014, z = 0.8834595, angle = 85.17835, collision = h0058B0
x = -196.4131, y = -89.46005, z = 0.7528176, angle = 87.0068, collision = h0058B0
x = -197.58, y = -89.46129, z = 0.8112321, angle = 64.95569, collision = h0058B0
x = -198.9268, y = -89.46268, z = 0.3584682, angle = 98.15109, collision = h0058B0
x = -200.1433, y = -89.46469, z = 0.627372, angle = 154.1134, collision = h0058B0
x = -200.8638, y = -89.46698, z = 1.84798, angle = 131.8621, collision = h0058B0
x = -201.8335, y = -89.46656, z = 2.777863, angle = -164.0537, collision = h0058B0
x = -201.373, y = -89.4665, z = 4.026421, angle = -162.8728, collision = h0058B0
x = -201.2366, y = -89.46635, z = 5.347983, angle = 160.1877, collision = h0058B0
x = -201.5583, y = -89.46604, z = 6.728699, angle = -158.1677, collision = h0058B0
x = -201.084, y = -89.46598, z = 8.076013, angle = -161.6784, collision = h0058B0
x = -200.5301, y = -89.46651, z = 9.161252, angle = -170.0221, collision = h0058B0
x = -200.5078, y = -89.46684, z = 3.433306, angle = -38.48559, collision = h0058B0
x = -201.6967, y = -89.4669, z = 0.7564259, angle = 10.83559, collision = h0058B0
x = -193.135, y = -89.46367, z = 0.3632425, angle = -113.8039, collision = h0058B0
x = -192.1289, y = -89.46655, z = 0.7534215, angle = -104.7369, collision = h0058B0
x = -190.7857, y = -89.46607, z = 0.9906853, angle = -60.94025, collision = h0058B0
x = -190.8864, y = -89.46613, z = -0.2135916, angle = 55.99522, collision = h0058B0
x = -191.7098, y = -89.46832, z = -0.7827278, angle = 24.363, collision = h0058B0
x = -192.1852, y = -89.46941, z = -2.017028, angle = 10.07786, collision = h0058B0
x = -192.0434, y = -89.4688, z = -3.227072, angle = -13.43416, collision = h0058B0
x = -191.6953, y = -89.4676, z = -4.61474, angle = -38.22808, collision = h0058B0
x = -190.7332, y = -89.46542, z = -5.614287, angle = -15.30665, collision = h0058B0
x = -190.7383, y = -89.46543, z = -6.8868, angle = 42.12587, collision = h0058B0
x = -191.6961, y = -89.46701, z = -7.946917, angle = 19.47486, collision = h0058B0
x = -191.9176, y = -89.4674, z = -9.236064, angle = -25.20791, collision = h0058B0
x = -191.3217, y = -89.46624, z = -10.53885, angle = -25.87328, collision = h0058B0
x = -190.7968, y = -89.46551, z = -11.69077, angle = 17.12931, collision = h0058B0
x = -191.2163, y = -89.46609, z = -13.02577, angle = 24.74722, collision = h0058B0
x = -191.5091, y = -89.4665, z = -14.36409, angle = -47.96966, collision = h0058B0
x = -190.1769, y = -89.46465, z = -13.40683, angle = -63.97938, collision = h0070B0
x = -188.9637, y = -89.48212, z = -13.53726, angle = -53.75338, collision = h0070B0
x = -187.6898, y = -89.48251, z = -14.09487, angle = -75.71616, collision = h0070B0
x = -186.312, y = -89.4827, z = -14.30675, angle = -124.4775, collision = h0070B0
x = -185.0588, y = -89.48243, z = -13.6905, angle = -89.02847, collision = h0070B0
x = -183.6543, y = -89.48238, z = -13.56899, angle = -77.20901, collision = h0070B0
x = -182.4217, y = -89.48247, z = -13.76745, angle = -69.83911, collision = h0070B0
x = -181.0097, y = -89.48241, z = -14.26242, angle = -35.58522, collision = h0070B0
x = -180.1391, y = -89.48167, z = -15.16942, angle = -23.90956, collision = h0070B0
x = -179.6892, y = -89.48169, z = -16.14442, angle = -77.73806, collision = h0070B0
x = -178.932, y = -89.48167, z = -15.22131, angle = 174.874, collision = h0070B0
x = -178.5928, y = -89.48232, z = -13.91694, angle = -107.6709, collision = h0070B0
x = -177.2803, y = -89.48234, z = -13.45835, angle = -69.67472, collision = h0070B0
x = -175.8403, y = -89.4821, z = -13.61847, angle = -74.51232, collision = h0070B0
x = -174.5633, y = -89.48167, z = -13.82468, angle = -94.01623, collision = h0070B0
x = -173.2247, y = -89.48167, z = -14.02667, angle = -20.59309, collision = h0070B0
x = -172.9034, y = -89.48169, z = -15.19506, angle = 55.28292, collision = h0070B0
x = -173.704, y = -89.48169, z = -15.93676, angle = 16.26249, collision = h0070B0
x = -172.1479, y = -89.48167, z = -13.8674, angle = -62.29624, collision = h0070B0
x = -171.1444, y = -89.48168, z = -14.15906, angle = -35.44275, collision = h0070B0
x = -170.3489, y = -89.48168, z = -15.14002, angle = -71.51714, collision = h0070B0
x = -169.0227, y = -89.48168, z = -15.5428, angle = -152.6397, collision = h0070B0
x = -168.4134, y = -89.48167, z = -14.38238, angle = -132.8957, collision = h0070B0
x = -167.3709, y = -89.48167, z = -14.0406, angle = -24.97472, collision = h0070B0
x = -166.8173, y = -89.48167, z = -15.21345, angle = -49.0286, collision = h0070B0
x = -165.9896, y = -89.48167, z = -15.90006, angle = -159.9096, collision = h0070B0
x = -165.8374, y = -89.48167, z = -14.72808, angle = -120.9471, collision = h0070B0
x = -164.9124, y = -89.48167, z = -13.74313, angle = -137.042, collision = h0070B0
x = -163.9079, y = -89.48167, z = -12.73677, angle = -132.7019, collision = h0070B0
x = -162.5409, y = -89.48167, z = -12.6372, angle = -34.32064, collision = h0070B0
x = -161.6336, y = -89.48167, z = -13.63416, angle = -34.54393, collision = h0070B0
x = -161.0641, y = -89.48167, z = -14.90724, angle = 2.709194, collision = h0070B0
x = -160.8493, y = -89.48167, z = -16.25632, angle = -86.02296, collision = h0070B0
x = -159.558, y = -89.48167, z = -16.25882, angle = -99.77643, collision = h0070B0
x = -158.3081, y = -89.48167, z = -16.03204, angle = -87.32346, collision = h0070B0
x = -156.8766, y = -89.48167, z = -16.0966, angle = -89.08481, collision = h0070B0
x = -155.489, y = -89.48167, z = -15.887, angle = -129.9386, collision = h0070B0
x = -154.2825, y = -89.48167, z = -15.14447, angle = -100.0679, collision = h0070B0
x = -152.8709, y = -89.48167, z = -14.91276, angle = -135.942, collision = h0070B0
x = -152.2716, y = -89.48167, z = -13.68927, angle = 178.0644, collision = h0070B0
x = -152.1592, y = -89.48167, z = -12.43559, angle = -150.6139, collision = h0070B0
x = -151.4947, y = -89.48167, z = -11.16954, angle = -179.4675, collision = h0070B0
x = -151.4265, y = -89.48167, z = -9.739976, angle = -172.7217, collision = h0070B0
x = -151.308, y = -89.48167, z = -8.316519, angle = -167.9797, collision = h0070B0
x = -151.0809, y = -89.48167, z = -6.909522, angle = 162.8602, collision = h0070B0
x = -151.5732, y = -89.48167, z = -5.602002, angle = 103.5537, collision = h0070B0
x = -152.6147, y = -89.48167, z = -5.384171, angle = 70.12097, collision = h0070B0
x = -153.5033, y = -89.48167, z = -6.009898, angle = 75.87002, collision = h0070B0
x = -154.7966, y = -89.48167, z = -6.212608, angle = 108.4088, collision = h0070B0
x = -156.0338, y = -89.48167, z = -5.883455, angle = 129.0254, collision = h0070B0
x = -157.1427, y = -89.48167, z = -5.978717, angle = 41.4353, collision = h0070B0
x = -157.2906, y = -89.48167, z = -7.215034, angle = -8.730034, collision = h0070B0
x = -156.6979, y = -89.48167, z = -8.41094, angle = -113.2055, collision = h0070B0
x = -155.558, y = -89.48167, z = -7.837193, angle = -138.9155, collision = h0070B0
x = -153.5954, y = -89.48167, z = -7.119025, angle = 31.82781, collision = h0070B0
x = -154.2913, y = -89.48167, z = -8.174216, angle = -4.934306, collision = h0070B0
x = -153.9728, y = -89.48167, z = -9.506783, angle = -55.7363, collision = h0070B0
x = -152.8537, y = -89.48167, z = -10.39601, angle = -12.23321, collision = h0070B0
x = -153.4221, y = -89.48167, z = -12.32847, angle = 75.84386, collision = h0070B0
x = -154.6389, y = -89.48167, z = -12.48418, angle = 172.9162, collision = h0070B0
x = -154.757, y = -89.48167, z = -11.11372, angle = -178.7088, collision = h0070B0
x = -154.9755, y = -89.48167, z = -8.904414, angle = 116.4415, collision = h0070B0
x = -157.2939, y = -89.48167, z = -9.299788, angle = 29.99939, collision = h0070B0
x = -157.9609, y = -89.48167, z = -10.58433, angle = 42.61657, collision = h0070B0
x = -158.9263, y = -89.48167, z = -11.39074, angle = 125.7661, collision = h0070B0
x = -159.8775, y = -89.48167, z = -10.51669, angle = 168.7869, collision = h0070B0
x = -160.646, y = -89.48167, z = -11.2989, angle = 30.24121, collision = h0070B0
x = -161.379, y = -89.48167, z = -12.2989, angle = 74.58102, collision = h0070B0
x = -166.2126, y = -89.48167, z = -13.70457, angle = 62.84233, collision = h0070B0
x = -179.478, y = -89.48221, z = -13.16007, angle = 89.2665, collision = h0070B0
x = -181.3354, y = -89.48226, z = -13.28514, angle = 90.38554, collision = h0070B0
x = -187.1026, y = -89.48283, z = -15.16129, angle = -18.8853, collision = h0070B0
x = -186.4886, y = -89.48318, z = -16.42671, angle = -72.93201, collision = h0070B0
x = -185.0841, y = -90.21027, z = -16.44676, angle = -103.7792, collision = h0070B0
x = -184.2197, y = -90.77676, z = -16.29458, angle = -78.81969, collision = h0070B0
x = -183.3159, y = -91.36904, z = -16.27594, angle = -87.6141, collision = h0070B0
x = -182.3969, y = -91.97134, z = -16.39966, angle = -101.406, collision = h0070B0
x = -181.4859, y = -92.56838, z = -16.2243, angle = -100.7517, collision = h0070B0
x = -180.5664, y = -93.17104, z = -16.04491, angle = -101.2362, collision = h0070B0
x = -179.6741, y = -93.75581, z = -15.8694, angle = -102.8636, collision = h0070B0
x = -178.8401, y = -93.91975, z = -15.03195, angle = -165.7066, collision = h0070B0
x = -178.5473, y = -94.51357, z = -14.12555, angle = -179.8172, collision = h0070B0
x = -178.4579, y = -94.77332, z = -12.95943, angle = -156.3333, collision = h0070B0
x = -179.571, y = -94.77339, z = -12.77472, angle = 113.6833, collision = h0070B0
