x = 230.0119, y = 199.9796, z = 473.7116, angle = -139.4778, collision = h0102B0
x = 258.846, y = 275.4507, z = 503.5378, angle = -135.1431, collision = h0000B0
x = 259.8966, y = 276.097, z = 504.5916, angle = -134.7327, collision = h0000B0
x = 260.5836, y = 276.6129, z = 505.2562, angle = -133.297, collision = h0000B0
x = 261.297, y = 277.2975, z = 506.3406, angle = -115.8005, collision = h0000B0
x = 262.1871, y = 277.6234, z = 506.8272, angle = -130.6115, collision = h0000B0
x = 263.003, y = 277.6119, z = 507.5659, angle = -131.4118, collision = h0000B0
x = 264.0195, y = 277.607, z = 507.3689, angle = -58.68811, collision = h0000B0
x = 265.2892, y = 277.6047, z = 506.593, angle = -57.16572, collision = h0000B0
x = 266.3836, y = 277.6017, z = 505.8535, angle = -45.46867, collision = h0000B0
x = 267.1939, y = 277.6015, z = 505.0414, angle = -42.52158, collision = h0000B0
x = 267.8405, y = 277.6049, z = 503.8911, angle = -15.08312, collision = h0000B0
x = 268.3183, y = 277.6084, z = 502.9008, angle = -83.21368, collision = h0000B0
x = 268.858, y = 277.6119, z = 501.8478, angle = -41.56633, collision = h0000B0
x = 269.7184, y = 277.6128, z = 500.8536, angle = -55.35495, collision = h0000B0
x = 270.9317, y = 277.5996, z = 501.498, angle = -178.6967, collision = h0000B0
x = 270.7031, y = 277.5937, z = 502.5609, angle = 70.7181, collision = h0000B0
x = 267.0706, y = 277.5891, z = 506.9002, angle = 121.7743, collision = h0000B0
x = 269.4045, y = 277.601, z = 502.8266, angle = 134.7364, collision = h0000B0
x = 262.7957, y = 277.6039, z = 508.875, angle = 121.3866, collision = h0000B0
x = 261.6944, y = 277.6071, z = 509.5531, angle = 118.477, collision = h0000B0
x = 260.6228, y = 277.6106, z = 510.1459, angle = 122.0487, collision = h0000B0
x = 259.5274, y = 277.6138, z = 510.8085, angle = 127.6419, collision = h0000B0
x = 258.3844, y = 277.616, z = 511.6679, angle = 151.5886, collision = h0000B0
x = 257.766, y = 277.6147, z = 512.5242, angle = 173.2488, collision = h0000B0
x = 257.5861, y = 277.6065, z = 513.8721, angle = -149.3617, collision = h0000B0
x = 258.191, y = 277.5939, z = 515.0375, angle = -110.3221, collision = h0000B0
x = 259.9293, y = 277.6046, z = 511.7898, angle = -105.73, collision = h0000B0
x = 261.0619, y = 277.5949, z = 512.0286, angle = -62.67412, collision = h0000B0
x = 262.2281, y = 277.5895, z = 511.6282, angle = -32.19432, collision = h0000B0
x = 263.0311, y = 277.5921, z = 510.4414, angle = -69.81844, collision = h0000B0
x = 264.1826, y = 277.5878, z = 509.8905, angle = -82.94808, collision = h0000B0
x = 265.3844, y = 277.5809, z = 509.6781, angle = -85.5523, collision = h0000B0
x = 266.6615, y = 277.5726, z = 509.5739, angle = -132.42, collision = h0000B0
x = 267.6143, y = 277.5894, z = 510.0978, angle = 166.2043, collision = h0001B0
x = 267.4347, y = 277.5916, z = 511.3763, angle = 157.4523, collision = h0001B0
x = 266.9184, y = 277.5916, z = 512.6451, angle = -146.0997, collision = h0001B0
x = 267.225, y = 277.5916, z = 513.6592, angle = -74.69585, collision = h0001B0
x = 268.4117, y = 277.5916, z = 513.4639, angle = -12.03274, collision = h0001B0
x = 268.8354, y = 277.5916, z = 512.1493, angle = -13.01628, collision = h0001B0
x = 269.0848, y = 277.5916, z = 510.8875, angle = -33.31647, collision = h0001B0
x = 269.7076, y = 277.5916, z = 509.8305, angle = -32.968, collision = h0001B0
x = 270.9641, y = 277.5916, z = 510.0254, angle = -169.6587, collision = h0001B0
x = 271.3016, y = 277.5916, z = 510.9792, angle = -103.3237, collision = h0001B0
x = 272.3794, y = 277.5916, z = 511.2574, angle = -2.768371, collision = h0001B0
x = 272.4756, y = 277.5916, z = 510.1568, angle = 19.50735, collision = h0001B0
x = 272.0331, y = 277.5916, z = 509.0168, angle = 19.50735, collision = h0001B0
x = 272.6791, y = 277.5916, z = 512.3361, angle = -101.7756, collision = h0001B0
x = 274.0932, y = 277.5916, z = 512.4935, angle = -55.97303, collision = h0001B0
x = 275.2219, y = 277.5916, z = 511.812, angle = -86.2806, collision = h0001B0
x = 276.7141, y = 277.5916, z = 511.7809, angle = -99.03975, collision = h0001B0
x = 277.9632, y = 277.5916, z = 511.9743, angle = -102.0315, collision = h0001B0
x = 279.0404, y = 277.5916, z = 512.1786, angle = -37.33181, collision = h0001B0
x = 279.8981, y = 277.5916, z = 511.4489, angle = -8.220228, collision = h0001B0
x = 280.0461, y = 277.5916, z = 510.2763, angle = -29.68538, collision = h0001B0
x = 281.0008, y = 277.5916, z = 509.6051, angle = -52.28929, collision = h0001B0
x = 281.8582, y = 277.5916, z = 508.7244, angle = -74.09328, collision = h0001B0
x = 283.0184, y = 277.5916, z = 508.3602, angle = -46.91008, collision = h0001B0
x = 284.0001, y = 277.5916, z = 507.7904, angle = -98.32785, collision = h0001B0
x = 285.0514, y = 277.5916, z = 508.3704, angle = -176.6389, collision = h0001B0
x = 285.3455, y = 277.5916, z = 509.3616, angle = 139.0774, collision = h0001B0
x = 284.5708, y = 277.5916, z = 510.4412, angle = 111.863, collision = h0001B0
x = 283.5801, y = 277.5916, z = 511.2123, angle = 131.8331, collision = h0001B0
x = 282.7667, y = 277.5916, z = 512.6498, angle = 175.5704, collision = h0001B0
x = 282.6292, y = 277.5916, z = 513.9442, angle = -174.4921, collision = h0001B0
x = 282.7469, y = 277.5916, z = 515.3311, angle = -162.3614, collision = h0001B0
x = 283.0373, y = 277.5916, z = 516.3965, angle = -125.8859, collision = h0001B0
x = 283.9846, y = 277.5916, z = 517.231, angle = -52.64367, collision = h0001B0
x = 285.1577, y = 277.5916, z = 516.6172, angle = -21.20048, collision = h0001B0
x = 285.6292, y = 277.5916, z = 515.6449, angle = 7.31781, collision = h0001B0
x = 285.5164, y = 277.5916, z = 514.2144, angle = -0.5599116, collision = h0001B0
x = 286.0172, y = 277.5916, z = 513.186, angle = -88.40158, collision = h0001B0
x = 287.3911, y = 277.5916, z = 513.0282, angle = -105.499, collision = h0001B0
x = 288.6592, y = 277.5916, z = 513.3396, angle = -119.3312, collision = h0001B0
x = 289.747, y = 277.5916, z = 513.8911, angle = -158.4848, collision = h0001B0
x = 290.3524, y = 277.5916, z = 514.973, angle = 158.2029, collision = h0001B0
x = 290.2279, y = 277.5916, z = 516.0517, angle = 116.4859, collision = h0001B0
x = 288.7673, y = 277.5916, z = 516.1608, angle = 151.1359, collision = h0001B0
x = 288.015, y = 277.5916, z = 517.1902, angle = 140.9512, collision = h0001B0
x = 287.2981, y = 277.5916, z = 518.1816, angle = 166.7908, collision = h0001B0
x = 286.9388, y = 277.5916, z = 519.3788, angle = -148.7744, collision = h0001B0
x = 287.5903, y = 277.5916, z = 520.6354, angle = -105.711, collision = h0001B0
x = 288.5016, y = 277.5916, z = 521.082, angle = -41.59069, collision = h0001B0
x = 289.5162, y = 277.5916, z = 520.2208, angle = -26.30396, collision = h0001B0
x = 290.1196, y = 277.5916, z = 519.0277, angle = -5.163514, collision = h0001B0
x = 290.3126, y = 277.5916, z = 517.9503, angle = -10.84503, collision = h0001B0
x = 290.8902, y = 277.5916, z = 516.8864, angle = -72.59319, collision = h0001B0
x = 292.1139, y = 277.5916, z = 516.4331, angle = -72.54595, collision = h0001B0
x = 292.3106, y = 277.5916, z = 517.7771, angle = -169.2833, collision = h0001B0
x = 292.8992, y = 277.5916, z = 518.7227, angle = -102.8945, collision = h0001B0
x = 294.1062, y = 277.5916, z = 519.1666, angle = -169.3224, collision = h0001B0
x = 294.5886, y = 277.5916, z = 520.0457, angle = 141.3363, collision = h0001B0
x = 293.8448, y = 277.5916, z = 521.1689, angle = 121.2873, collision = h0001B0
x = 293.6069, y = 277.5916, z = 522.6613, angle = -179.2957, collision = h0001B0
x = 293.6882, y = 277.5916, z = 524.0982, angle = -172.4126, collision = h0001B0
x = 293.7718, y = 277.5916, z = 525.156, angle = 131.8197, collision = h0001B0
x = 293.0003, y = 277.5916, z = 526.2153, angle = 114.5484, collision = h0001B0
x = 294.1918, y = 277.5916, z = 526.9809, angle = -64.7317, collision = h0001B0
x = 295.3687, y = 277.5916, z = 526.4883, angle = -40.7541, collision = h0001B0
x = 296.2944, y = 277.5916, z = 525.4578, angle = -29.52978, collision = h0001B0
x = 296.8031, y = 277.5916, z = 524.5275, angle = -68.43185, collision = h0001B0
x = 298.0522, y = 277.5916, z = 523.9434, angle = -84.13378, collision = h0001B0
x = 299.357, y = 277.5916, z = 523.8632, angle = -156.5416, collision = h0001B0
x = 299.9277, y = 277.5916, z = 524.776, angle = 165.6807, collision = h0001B0
x = 299.7041, y = 277.5916, z = 526.1318, angle = 148.4436, collision = h0001B0
x = 299.0557, y = 277.5916, z = 527.2648, angle = 133.5117, collision = h0001B0
x = 298.189, y = 277.5916, z = 528.1116, angle = 163.4287, collision = h0001B0
x = 297.8484, y = 277.5916, z = 529.1203, angle = -119.4474, collision = h0001B0
x = 299.0731, y = 277.5916, z = 529.5225, angle = -76.8935, collision = h0001B0
x = 300.1152, y = 277.5916, z = 529.3606, angle = -55.41772, collision = h0001B0
x = 301.3232, y = 277.5916, z = 528.6201, angle = -59.12422, collision = h0001B0
x = 302.4674, y = 277.5916, z = 528.042, angle = -100.9768, collision = h0001B0
x = 303.5928, y = 277.5916, z = 528.2117, angle = -120.1878, collision = h0001B0
x = 304.7487, y = 277.5916, z = 528.8424, angle = 164.5437, collision = h0001B0
x = 304.6038, y = 277.5916, z = 530.1166, angle = 179.488, collision = h0001B0
x = 305.415, y = 277.5916, z = 530.7413, angle = -119.5198, collision = h0001B0
x = 306.5503, y = 277.5916, z = 531.2751, angle = -166.681, collision = h0001B0
x = 306.859, y = 277.5916, z = 532.3401, angle = -121.9206, collision = h0001B0
x = 307.9337, y = 277.5916, z = 533.1906, angle = -135.1447, collision = h0001B0
x = 308.9361, y = 277.5916, z = 534.0164, angle = -137.2768, collision = h0001B0
x = 309.7579, y = 277.5916, z = 534.914, angle = -132.587, collision = h0001B0
x = 310.6587, y = 277.5916, z = 535.8278, angle = -179.9421, collision = h0001B0
x = 310.8424, y = 277.5916, z = 537.1415, angle = 140.062, collision = h0001B0
x = 310.2093, y = 277.5916, z = 537.9902, angle = 122.8275, collision = h0001B0
x = 309.0744, y = 277.5916, z = 538.8293, angle = 161.1995, collision = h0001B0
x = 308.4768, y = 277.5916, z = 539.9533, angle = 125.288, collision = h0001B0
x = 307.7272, y = 277.5916, z = 540.6382, angle = 47.62379, collision = h0001B0
x = 306.6797, y = 277.5916, z = 539.8066, angle = 26.24089, collision = h0001B0
x = 305.8589, y = 277.5916, z = 538.8554, angle = -6.738432, collision = h0001B0
x = 305.8797, y = 277.5916, z = 537.6752, angle = 38.78913, collision = h0001B0
x = 305.1972, y = 277.5916, z = 536.5923, angle = -6.176813, collision = h0001B0
x = 304.9456, y = 277.5916, z = 535.4785, angle = -49.74583, collision = h0001B0
x = 303.6903, y = 277.5916, z = 535.3233, angle = 90.65697, collision = h0001B0
x = 302.3811, y = 277.5916, z = 535.2745, angle = 70.8764, collision = h0001B0
x = 301.1378, y = 277.5916, z = 535.3976, angle = 140.0526, collision = h0001B0
x = 300.2475, y = 277.5916, z = 536.3078, angle = 109.3015, collision = h0001B0
x = 299.1197, y = 277.5916, z = 537.3094, angle = 101.814, collision = h0001B0
x = 298.0669, y = 277.5916, z = 537.5489, angle = 43.20569, collision = h0001B0
x = 297.0383, y = 277.5916, z = 536.6832, angle = 31.19722, collision = h0001B0
x = 296.3904, y = 277.5916, z = 535.6185, angle = 109.1791, collision = h0001B0
x = 295.2557, y = 277.5916, z = 535.7906, angle = 89.83598, collision = h0001B0
x = 293.9998, y = 277.5916, z = 535.8475, angle = 34.34925, collision = h0001B0
x = 293.0983, y = 277.5916, z = 534.8087, angle = 114.265, collision = h0001B0
x = 291.7938, y = 277.5916, z = 535.5181, angle = 129.3173, collision = h0001B0
x = 290.8144, y = 277.5916, z = 536.5353, angle = 172.1896, collision = h0001B0
x = 290.5888, y = 277.5916, z = 537.6911, angle = -70.18933, collision = h0001B0
x = 291.6548, y = 277.5916, z = 537.6418, angle = -42.06592, collision = h0001B0
x = 292.5738, y = 277.5916, z = 536.6817, angle = 3.759541, collision = h0001B0
x = 294.189, y = 277.5916, z = 534.158, angle = -135.469, collision = h0001B0
x = 295.4863, y = 277.5916, z = 537.1985, angle = 145.5222, collision = h0001B0
x = 294.835, y = 277.5916, z = 538.016, angle = -158.5431, collision = h0001B0
x = 295.3872, y = 277.5916, z = 539.2239, angle = -111.8492, collision = h0001B0
x = 296.5524, y = 277.5916, z = 539.8029, angle = -109.3986, collision = h0001B0
x = 297.8133, y = 277.5916, z = 540.2942, angle = -112.5326, collision = h0001B0
x = 298.828, y = 277.5916, z = 541.3961, angle = -162.0894, collision = h0001B0
x = 299.4043, y = 277.5916, z = 542.647, angle = -139.7986, collision = h0001B0
x = 299.9437, y = 277.5916, z = 543.5742, angle = -147.012, collision = h0001B0
x = 300.6156, y = 277.5916, z = 544.8024, angle = 139.3892, collision = h0001B0
x = 299.8285, y = 277.5916, z = 545.7509, angle = 76.3473, collision = h0001B0
x = 298.6512, y = 277.5916, z = 545.602, angle = 18.57072, collision = h0001B0
x = 298.0012, y = 277.5916, z = 544.5941, angle = 16.98373, collision = h0001B0
x = 297.7073, y = 277.5916, z = 543.5142, angle = 109.8045, collision = h0001B0
x = 296.8256, y = 277.5916, z = 544.6872, angle = -175.5896, collision = h0001B0
x = 296.8245, y = 277.5916, z = 546.0551, angle = -165.3169, collision = h0001B0
x = 297.0653, y = 277.5916, z = 547.1163, angle = 163.5115, collision = h0001B0
x = 296.2007, y = 277.5916, z = 548.3292, angle = 83.64393, collision = h0001B0
x = 295.0995, y = 277.5916, z = 548.358, angle = 156.8685, collision = h0001B0
x = 294.3322, y = 277.5916, z = 549.3187, angle = -130.3099, collision = h0001B0
x = 295.1201, y = 277.5916, z = 550.303, angle = -153.0487, collision = h0001B0
x = 295.8675, y = 277.5916, z = 551.4351, angle = -172.6245, collision = h0001B0
x = 296.0153, y = 277.5916, z = 552.5182, angle = 145.9464, collision = h0001B0
x = 295.1211, y = 277.5916, z = 553.4737, angle = 74.91663, collision = h0001B0
x = 294.0884, y = 277.5916, z = 553.3551, angle = 68.21029, collision = h0001B0
x = 292.8312, y = 277.5916, z = 552.8495, angle = 138.1856, collision = h0001B0
x = 293.3898, y = 277.5916, z = 554.5396, angle = 122.5754, collision = h0001B0
x = 292.3479, y = 277.5916, z = 555.3438, angle = 101.2304, collision = h0001B0
x = 291.3597, y = 277.5916, z = 554.3141, angle = 69.92747, collision = h0001B0
x = 290.1682, y = 277.5916, z = 553.6325, angle = 108.9532, collision = h0001B0
x = 288.9348, y = 277.5916, z = 553.9562, angle = 54.34658, collision = h0001B0
x = 287.8703, y = 277.5916, z = 552.9702, angle = -55.7949, collision = h0001B0
x = 288.7513, y = 277.5916, z = 552.1017, angle = -1.780562, collision = h0001B0
x = 288.6414, y = 277.5916, z = 550.7845, angle = 70.28909, collision = h0001B0
x = 287.4711, y = 277.5916, z = 550.2005, angle = 89.08789, collision = h0001B0
x = 286.2019, y = 277.5916, z = 549.9975, angle = -5.021159, collision = h0001B0
x = 286.0224, y = 277.5916, z = 548.9866, angle = -43.3756, collision = h0001B0
x = 286.8366, y = 277.5916, z = 547.832, angle = 20.20202, collision = h0001B0
x = 286.5131, y = 277.5916, z = 546.6047, angle = 47.56488, collision = h0001B0
x = 288.0561, y = 277.5916, z = 546.4528, angle = -111.3091, collision = h0001B0
x = 289.0826, y = 277.5916, z = 546.7469, angle = -12.82215, collision = h0001B0
x = 287.3349, y = 277.5916, z = 545.5677, angle = 17.72165, collision = h0001B0
x = 286.9925, y = 277.5916, z = 544.366, angle = 13.15865, collision = h0001B0
x = 286.1532, y = 277.5916, z = 543.2137, angle = 100.2302, collision = h0001B0
x = 284.778, y = 277.5916, z = 543.3752, angle = 149.0933, collision = h0001B0
x = 284.1606, y = 277.5916, z = 544.2357, angle = 170.9284, collision = h0001B0
x = 284.1006, y = 277.5916, z = 545.2817, angle = 137.1295, collision = h0001B0
x = 283.3015, y = 277.5916, z = 546.3798, angle = 127.6471, collision = h0001B0
x = 282.2343, y = 277.5916, z = 546.8874, angle = 23.94479, collision = h0001B0
x = 281.5733, y = 277.5916, z = 545.9183, angle = 9.324642, collision = h0001B0
x = 281.345, y = 277.5916, z = 544.6497, angle = 11.33586, collision = h0001B0
x = 281.1213, y = 277.5916, z = 543.2314, angle = -26.68858, collision = h0001B0
x = 282.1376, y = 277.5916, z = 542.0894, angle = -34.74181, collision = h0001B0
x = 283.0406, y = 277.5916, z = 541.3577, angle = -34.74181, collision = h0001B0
x = 283.3219, y = 277.5916, z = 540.1739, angle = 31.39839, collision = h0001B0
x = 282.517, y = 277.5916, z = 539.0668, angle = 101.4512, collision = h0001B0
x = 281.2582, y = 277.5916, z = 539.623, angle = 178.6923, collision = h0001B0
x = 281.0665, y = 277.5916, z = 540.947, angle = 145.135, collision = h0001B0
x = 280.1294, y = 277.5916, z = 541.513, angle = 115.1635, collision = h0001B0
x = 278.9408, y = 277.5916, z = 542.0623, angle = 94.42803, collision = h0001B0
x = 277.6772, y = 277.5916, z = 542.199, angle = 18.69919, collision = h0001B0
x = 277.15, y = 277.5916, z = 541.2466, angle = -23.57063, collision = h0001B0
x = 277.584, y = 277.5916, z = 540.0594, angle = -49.90177, collision = h0001B0
x = 278.5773, y = 277.5916, z = 539.1496, angle = 3.388416, collision = h0001B0
x = 278.5303, y = 277.5916, z = 538.0581, angle = 16.5067, collision = h0001B0
x = 277.2082, y = 277.5916, z = 538.234, angle = 128.3864, collision = h0001B0
x = 276.2011, y = 277.5916, z = 539.0516, angle = 130.7807, collision = h0001B0
x = 275.3193, y = 277.5916, z = 539.8839, angle = 57.72163, collision = h0001B0
x = 274.2924, y = 277.5916, z = 539.3762, angle = -22.09469, collision = h0001B0
x = 274.7004, y = 277.5916, z = 538.0596, angle = -35.74606, collision = h0001B0
x = 275.4537, y = 277.5916, z = 537.0443, angle = -19.76494, collision = h0001B0
x = 276.0306, y = 277.5916, z = 536.1198, angle = -44.66003, collision = h0001B0
x = 276.9191, y = 277.5916, z = 535.5092, angle = -30.66366, collision = h0001B0
x = 277.6584, y = 277.5916, z = 534.3536, angle = -12.75812, collision = h0001B0
x = 278.0317, y = 277.5916, z = 533.3215, angle = 60.00062, collision = h0001B0
x = 276.9874, y = 277.5916, z = 532.6871, angle = 123.5697, collision = h0001B0
x = 275.7495, y = 277.5916, z = 533.3303, angle = 132.3403, collision = h0001B0
x = 274.9073, y = 277.5916, z = 534.0225, angle = 138.8074, collision = h0001B0
x = 273.9984, y = 277.5916, z = 535.136, angle = 155.8536, collision = h0001B0
x = 273.3728, y = 277.5916, z = 536.2363, angle = 84.70488, collision = h0001B0
