x = 177.8432, y = 207.2, z = 131.9724, angle = -100, collision = h0000B1_0000
x = 201.9442, y = 179, z = 222.186, angle = -92.17603, collision = h0003B1_0000
x = 203.9542, y = 179, z = 222.2594, angle = -87.94827, collision = h0003B1_0000
x = 211.8656, y = 179, z = 222.8895, angle = 165.8036, collision = h0003B1_0000
x = 211.6426, y = 179, z = 224.13, angle = 108.6623, collision = h0003B1_0000
x = 210.5494, y = 179, z = 224.7322, angle = 99.35587, collision = h0003B1_0000
x = 209.2405, y = 179, z = 224.9674, angle = 98.8541, collision = h0003B1_0000
x = 207.9902, y = 179, z = 225.1331, angle = 85.13905, collision = h0003B1_0000
x = 206.8184, y = 179, z = 225.0766, angle = 85.18003, collision = h0003B1_0000
x = 205.5898, y = 179, z = 224.9697, angle = 84.74694, collision = h0003B1_0000
x = 204.2089, y = 179, z = 224.8434, angle = 84.29688, collision = h0003B1_0000
x = 202.9771, y = 179, z = 224.7417, angle = 87.68918, collision = h0003B1_0000
x = 201.6174, y = 179, z = 224.6904, angle = 87.14107, collision = h0003B1_0000
x = 200.358, y = 179, z = 224.6212, angle = 85.72968, collision = h0003B1_0000
x = 199.0401, y = 179, z = 224.5278, angle = 85.17389, collision = h0003B1_0000
x = 197.7433, y = 179, z = 224.4172, angle = 84.23373, collision = h0003B1_0000
x = 195.7351, y = 179, z = 224.3203, angle = 103.5243, collision = h0003B1_0000
x = 194.7271, y = 179, z = 224.538, angle = 117.0597, collision = h0003B1_0000
x = 193.5607, y = 179, z = 225.1273, angle = 177.7759, collision = h0003B1_0000
x = 193.3584, y = 179, z = 226.2498, angle = -108.4376, collision = h0003B1_0000
x = 194.4976, y = 179, z = 226.7462, angle = -93.11681, collision = h0003B1_0000
x = 195.8447, y = 179, z = 226.82, angle = -83.63688, collision = h0003B1_0000
x = 197.0804, y = 179, z = 226.7166, angle = -75.05888, collision = h0003B1_0000
x = 198.4264, y = 179, z = 226.3636, angle = -76.29558, collision = h0003B1_0000
x = 199.6302, y = 179, z = 226.0759, angle = -95.50404, collision = h0003B1_0000
x = 201.0111, y = 179, z = 226.1281, angle = -101.7126, collision = h0003B1_0000
x = 202.0175, y = 179, z = 226.3297, angle = -101.2856, collision = h0003B1_0000
x = 203.3321, y = 179, z = 226.5904, angle = -86.03649, collision = h0003B1_0000
x = 204.6077, y = 179, z = 226.5728, angle = -83.29376, collision = h0003B1_0000
x = 205.8961, y = 179, z = 226.4195, angle = -83.33512, collision = h0003B1_0000
x = 207.2124, y = 179, z = 226.2613, angle = -84.17956, collision = h0003B1_0000
x = 208.4699, y = 179, z = 226.1398, angle = -93.41856, collision = h0003B1_0000
x = 209.8364, y = 179, z = 226.2052, angle = -93.83635, collision = h0003B1_0000
x = 211.0856, y = 179, z = 226.2883, angle = -122.898, collision = h0003B1_0000
x = 212.1296, y = 179, z = 226.9724, angle = 148.2837, collision = h0003B1_0000
x = 211.6015, y = 179, z = 228.014, angle = 92.64102, collision = h0003B1_0000
x = 210.4842, y = 179, z = 228.1923, angle = 92.15475, collision = h0003B1_0000
x = 209.2266, y = 179, z = 228.2386, angle = 92.87541, collision = h0003B1_0000
x = 207.9032, y = 179, z = 228.2987, angle = 93.73264, collision = h0003B1_0000
x = 206.6079, y = 179, z = 228.3757, angle = 94.23509, collision = h0003B1_0000
x = 205.33, y = 179, z = 228.4751, angle = 91.70299, collision = h0003B1_0000
x = 203.989, y = 179, z = 228.5162, angle = 92.62628, collision = h0003B1_0000
x = 202.7309, y = 179, z = 228.5722, angle = 93.52062, collision = h0003B1_0000
x = 201.3483, y = 179, z = 228.655, angle = 94.43915, collision = h0003B1_0000
x = 200.3141, y = 179, z = 228.7327, angle = 84.34073, collision = h0003B1_0000
x = 198.9361, y = 179, z = 228.6488, angle = 83.97926, collision = h0003B1_0000
x = 197.7001, y = 179, z = 228.535, angle = 88.1626, collision = h0003B1_0000
x = 196.3495, y = 179, z = 228.4887, angle = 91.98573, collision = h0003B1_0000
x = 195.0816, y = 179, z = 228.5148, angle = 105.7527, collision = h0003B1_0000
x = 193.8774, y = 179, z = 228.9417, angle = 163.3751, collision = h0003B1_0000
x = 193.4996, y = 179, z = 230.132, angle = -122.3953, collision = h0003B1_0000
x = 194.4566, y = 179, z = 230.9221, angle = -115.8135, collision = h0003B1_0000
x = 195.6822, y = 179, z = 231.4884, angle = -87.8685, collision = h0003B1_0000
x = 196.9378, y = 179, z = 231.4859, angle = -87.04942, collision = h0003B1_0000
x = 198.1147, y = 179, z = 231.4267, angle = -80.8346, collision = h0003B1_0000
x = 199.3353, y = 179, z = 231.2659, angle = -80.60287, collision = h0003B1_0000
x = 200.6908, y = 179, z = 231.042, angle = -80.73969, collision = h0003B1_0000
x = 201.9243, y = 179, z = 230.8406, angle = -81.24007, collision = h0003B1_0000
x = 203.2464, y = 179, z = 230.6577, angle = -97.98002, collision = h0003B1_0000
x = 204.5235, y = 179, z = 230.7901, angle = -96.7322, collision = h0003B1_0000
x = 205.8054, y = 179, z = 230.9464, angle = -86.43487, collision = h0003B1_0000
x = 207.1325, y = 179, z = 230.8995, angle = -80.33327, collision = h0003B1_0000
x = 208.3772, y = 179, z = 230.6896, angle = -80.14544, collision = h0003B1_0000
x = 209.5458, y = 179, z = 230.4863, angle = -100.7771, collision = h0003B1_0000
x = 210.7377, y = 179, z = 230.6712, angle = -131.1644, collision = h0003B1_0000
x = 211.8032, y = 179, z = 231.5532, angle = -161.8181, collision = h0003B1_0000
x = 212.0462, y = 179, z = 232.6323, angle = 106.2432, collision = h0003B1_0000
x = 210.8671, y = 179, z = 233.1991, angle = 102.0787, collision = h0003B1_0000
x = 209.6299, y = 179, z = 233.4379, angle = 88.87538, collision = h0003B1_0000
x = 208.3095, y = 179, z = 233.4306, angle = 87.24387, collision = h0003B1_0000
x = 207.0105, y = 179, z = 233.3657, angle = 88.33844, collision = h0003B1_0000
x = 205.7458, y = 179, z = 233.3263, angle = 88.30368, collision = h0003B1_0000
x = 204.5845, y = 179, z = 233.2905, angle = 88.52847, collision = h0003B1_0000
x = 203.344, y = 179, z = 233.2598, angle = 89.17249, collision = h0003B1_0000
x = 201.9513, y = 179, z = 233.2356, angle = 88.87697, collision = h0003B1_0000
x = 200.7198, y = 179, z = 233.2129, angle = 88.99769, collision = h0003B1_0000
x = 199.3398, y = 179, z = 233.1885, angle = 89.09641, collision = h0003B1_0000
x = 198.096, y = 179, z = 233.1688, angle = 89.17982, collision = h0003B1_0000
x = 196.7502, y = 179, z = 233.1494, angle = 89.26041, collision = h0003B1_0000
x = 195.4753, y = 179, z = 233.1327, angle = 89.33526, collision = h0003B1_0000
x = 194.1722, y = 179, z = 233.142, angle = 133.8607, collision = h0003B1_0000
x = 193.1811, y = 179, z = 233.8955, angle = -158.3326, collision = h0003B1_0000
x = 193.3751, y = 179, z = 234.8897, angle = -121.6659, collision = h0003B1_0000
x = 194.4831, y = 179, z = 235.6748, angle = -82.96371, collision = h0003B1_0000
x = 195.7007, y = 179, z = 235.5815, angle = -82.41823, collision = h0003B1_0000
x = 197.0791, y = 179, z = 235.3975, angle = -82.24769, collision = h0003B1_0000
x = 198.3005, y = 179, z = 235.2316, angle = -82.53073, collision = h0003B1_0000
x = 199.6582, y = 179, z = 235.0533, angle = -95.40842, collision = h0003B1_0000
x = 200.9069, y = 179, z = 235.1112, angle = -97.22657, collision = h0003B1_0000
x = 202.2267, y = 179, z = 235.2787, angle = -93.55592, collision = h0003B1_0000
x = 203.3086, y = 179, z = 235.359, angle = -92.05781, collision = h0003B1_0000
x = 204.5694, y = 179, z = 235.4095, angle = -92.39793, collision = h0003B1_0000
x = 205.9435, y = 179, z = 235.4634, angle = -93.42199, collision = h0003B1_0000
x = 207.1888, y = 179, z = 235.5413, angle = -99.9193, collision = h0003B1_0000
x = 208.5647, y = 179, z = 235.7701, angle = -99.97865, collision = h0003B1_0000
x = 209.7776, y = 179, z = 235.9834, angle = -100.0731, collision = h0003B1_0000
x = 211.133, y = 179, z = 236.2593, angle = -150.1199, collision = h0003B1_0000
x = 211.8023, y = 179, z = 237.2227, angle = 143.3281, collision = h0003B1_0000
x = 211.0873, y = 179, z = 238.2224, angle = 93.60632, collision = h0003B1_0000
x = 209.8283, y = 179, z = 238.3341, angle = 81.71386, collision = h0003B1_0000
x = 208.7793, y = 179, z = 238.251, angle = 68.16013, collision = h0003B1_0000
x = 207.5172, y = 179, z = 237.7828, angle = 69.93156, collision = h0003B1_0000
x = 206.3319, y = 179, z = 237.3766, angle = 94.33991, collision = h0003B1_0000
x = 204.9456, y = 179, z = 237.4201, angle = 94.13386, collision = h0003B1_0000
x = 203.7095, y = 179, z = 237.4989, angle = 88.82581, collision = h0003B1_0000
x = 202.3192, y = 179, z = 237.463, angle = 82.88369, collision = h0003B1_0000
x = 201.0964, y = 179, z = 237.3122, angle = 82.78017, collision = h0003B1_0000
x = 199.7295, y = 179, z = 237.1381, angle = 82.01122, collision = h0003B1_0000
x = 198.4954, y = 179, z = 236.9665, angle = 83.16602, collision = h0003B1_0000
x = 197.1649, y = 179, z = 236.8052, angle = 83.23745, collision = h0003B1_0000
x = 196.0985, y = 179, z = 236.6835, angle = 78.28684, collision = h0003B1_0000
x = 193.5497, y = 179, z = 236.5944, angle = -177.7945, collision = h0003B1_0000
x = 193.4062, y = 179, z = 237.7573, angle = -105.8248, collision = h0003B1_0000
x = 194.5937, y = 179, z = 238.3215, angle = -74.93752, collision = h0003B1_0000
x = 195.8057, y = 179, z = 238.1006, angle = -96.25273, collision = h0003B1_0000
x = 197.1898, y = 179, z = 238.1936, angle = -80.0112, collision = h0003B1_0000
x = 198.1897, y = 179, z = 238.0262, angle = -97.50269, collision = h0003B1_0000
x = 199.5105, y = 179, z = 238.1599, angle = -96.24571, collision = h0003B1_0000
x = 200.7955, y = 179, z = 238.3023, angle = -94.43762, collision = h0003B1_0000
x = 202.8106, y = 179, z = 238.4399, angle = -90.75459, collision = h0003B1_0000
x = 204.0471, y = 179, z = 238.4607, angle = -87.8369, collision = h0003B1_0000
x = 205.4059, y = 179, z = 238.4096, angle = -86.31229, collision = h0003B1_0000
x = 206.665, y = 179, z = 238.3253, angle = -84.49088, collision = h0003B1_0000
x = 212.9352, y = 179, z = 237.7629, angle = -131.4729, collision = h0003B1_0000
x = 214.0354, y = 179, z = 238.5809, angle = -172.1256, collision = h0003B1_0000
x = 214.2819, y = 179, z = 239.6985, angle = 102.9123, collision = h0003B1_0000
x = 213.0402, y = 179, z = 240.1409, angle = 80.87267, collision = h0003B1_0000
x = 211.8202, y = 179, z = 239.979, angle = 83.73296, collision = h0003B1_0000
x = 210.4831, y = 179, z = 239.8394, angle = 83.18414, collision = h0003B1_0000
x = 209.2155, y = 179, z = 239.6892, angle = 81.69112, collision = h0003B1_0000
x = 207.9265, y = 179, z = 239.5033, angle = 79.06559, collision = h0003B1_0000
x = 201.5705, y = 179, z = 238.9675, angle = 89.32353, collision = h0003B1_0000
x = 198.9726, y = 179, z = 239.0479, angle = 123.8368, collision = h0003B1_0000
x = 197.9311, y = 179, z = 239.6786, angle = -179.7152, collision = h0003B1_0000
x = 197.8356, y = 179, z = 240.9797, angle = -140.3245, collision = h0003B1_0000
x = 198.3518, y = 179, z = 241.8873, angle = -77.3783, collision = h0003B1_0000
x = 199.5823, y = 179, z = 241.8086, angle = -80.59624, collision = h0003B1_0000
x = 200.9399, y = 179, z = 241.591, angle = -98.04328, collision = h0003B1_0000
x = 202.1763, y = 179, z = 241.7503, angle = -91.49499, collision = h0003B1_0000
x = 203.5646, y = 179, z = 241.8313, angle = -86.41032, collision = h0003B1_0000
x = 204.7939, y = 179, z = 241.7583, angle = -84.94828, collision = h0003B1_0000
x = 206.1729, y = 179, z = 241.6386, angle = -85.82271, collision = h0003B1_0000
x = 207.408, y = 179, z = 241.5423, angle = -86.30585, collision = h0003B1_0000
x = 208.7608, y = 179, z = 241.4613, angle = -84.70152, collision = h0003B1_0000
x = 209.8162, y = 179, z = 241.3704, angle = -87.52985, collision = h0003B1_0000
x = 211.0905, y = 179, z = 241.2946, angle = -85.95425, collision = h0003B1_0000
x = 212.4339, y = 179, z = 241.2037, angle = -87.83682, collision = h0003B1_0000
x = 213.6892, y = 179, z = 241.1522, angle = -94.45177, collision = h0003B1_0000
x = 215.075, y = 179, z = 241.256, angle = -96.55067, collision = h0003B1_0000
x = 216.2994, y = 179, z = 241.4261, angle = -121.0808, collision = h0003B1_0000
x = 217.4847, y = 179, z = 242.1276, angle = 137.719, collision = h0003B1_0000
x = 217.0675, y = 179, z = 243.0841, angle = 109.1755, collision = h0003B1_0000
x = 215.7863, y = 179, z = 243.5578, angle = 85.27007, collision = h0003B1_0000
x = 214.7645, y = 179, z = 243.5313, angle = 79.43911, collision = h0003B1_0000
x = 213.4811, y = 179, z = 243.3258, angle = 76.09798, collision = h0003B1_0000
x = 212.1847, y = 179, z = 243.0702, angle = 73.66161, collision = h0003B1_0000
x = 210.9642, y = 179, z = 242.7523, angle = 65.64914, collision = h0003B1_0000
x = 205.2805, y = 179, z = 242.6978, angle = 95.57688, collision = h0003B1_0000
x = 203.9738, y = 179, z = 242.9249, angle = 95.46004, collision = h0003B1_0000
x = 202.9236, y = 179, z = 243.0189, angle = 96.6947, collision = h0003B1_0000
x = 201.5385, y = 179, z = 243.1786, angle = 97.74573, collision = h0003B1_0000
x = 200.3165, y = 179, z = 243.344, angle = 83.04861, collision = h0003B1_0000
x = 198.9443, y = 179, z = 243.265, angle = 77.62534, collision = h0003B1_0000
x = 197.7367, y = 179, z = 242.9996, angle = 76.73123, collision = h0003B1_0000
x = 196.4121, y = 179, z = 242.6884, angle = 79.26947, collision = h0003B1_0000
x = 195.1767, y = 179, z = 242.4398, angle = 91.25787, collision = h0003B1_0000
x = 193.8653, y = 179, z = 242.4824, angle = 156.6913, collision = h0003B1_0000
x = 193.1659, y = 179, z = 243.4814, angle = -172.2229, collision = h0003B1_0000
x = 193.2445, y = 179, z = 244.5148, angle = -141.4331, collision = h0003B1_0000
x = 193.9946, y = 179, z = 245.6229, angle = -98.79918, collision = h0003B1_0000
x = 195.1939, y = 179, z = 245.9101, angle = -100.9772, collision = h0003B1_0000
x = 196.5595, y = 179, z = 246.1731, angle = -87.62016, collision = h0003B1_0000
x = 197.7908, y = 179, z = 246.162, angle = -91.61472, collision = h0003B1_0000
x = 199.1693, y = 179, z = 246.2051, angle = -93.02721, collision = h0003B1_0000
x = 200.4114, y = 179, z = 246.2794, angle = -90.37761, collision = h0003B1_0000
x = 201.7562, y = 179, z = 246.308, angle = -97.06546, collision = h0003B1_0000
x = 203.0264, y = 179, z = 246.417, angle = -92.96868, collision = h0003B1_0000
x = 204.3271, y = 179, z = 246.4945, angle = -87.67646, collision = h0003B1_0000
x = 205.4417, y = 179, z = 246.474, angle = -83.82923, collision = h0003B1_0000
x = 206.6926, y = 179, z = 246.3495, angle = -84.13867, collision = h0003B1_0000
x = 208.0659, y = 179, z = 246.2052, angle = -88.6228, collision = h0003B1_0000
x = 209.3007, y = 179, z = 246.1686, angle = -95.06481, collision = h0003B1_0000
x = 210.6858, y = 179, z = 246.2811, angle = -91.75758, collision = h0003B1_0000
x = 211.9163, y = 179, z = 246.349, angle = -97.58532, collision = h0003B1_0000
x = 213.2749, y = 179, z = 246.5126, angle = -84.44417, collision = h0003B1_0000
x = 214.5266, y = 179, z = 246.4418, angle = -94.27962, collision = h0003B1_0000
x = 215.851, y = 179, z = 246.5293, angle = -107.1259, collision = h0003B1_0000
x = 216.8994, y = 179, z = 246.8069, angle = -118.3492, collision = h0003B1_0000
x = 218.0099, y = 179, z = 247.3891, angle = -142.6331, collision = h0003B1_0000
x = 218.8058, y = 179, z = 248.4798, angle = 139.2286, collision = h0003B1_0000
x = 218.1204, y = 179, z = 249.4615, angle = 102.8644, collision = h0003B1_0000
x = 216.7844, y = 179, z = 249.8233, angle = 84.33801, collision = h0003B1_0000
x = 215.5555, y = 179, z = 249.7563, angle = 89.36949, collision = h0003B1_0000
x = 214.1723, y = 179, z = 249.734, angle = 98.65195, collision = h0003B1_0000
x = 212.9469, y = 179, z = 249.9163, angle = 97.90537, collision = h0003B1_0000
x = 211.6036, y = 179, z = 250.1018, angle = 98.55116, collision = h0003B1_0000
x = 210.569, y = 179, z = 250.2592, angle = 97.53519, collision = h0003B1_0000
x = 209.3048, y = 179, z = 250.4287, angle = 95.7067, collision = h0003B1_0000
x = 207.9641, y = 179, z = 250.5666, angle = 94.11229, collision = h0003B1_0000
x = 206.71, y = 179, z = 250.6599, angle = 87.82626, collision = h0003B1_0000
x = 205.3215, y = 179, z = 250.6303, angle = 80.72222, collision = h0003B1_0000
x = 204.0975, y = 179, z = 250.4393, angle = 80.62892, collision = h0003B1_0000
x = 202.724, y = 179, z = 250.2127, angle = 82.44666, collision = h0003B1_0000
x = 201.5049, y = 179, z = 250.0367, angle = 83.18766, collision = h0003B1_0000
x = 200.1376, y = 179, z = 249.8674, angle = 82.42734, collision = h0003B1_0000
x = 199.1079, y = 179, z = 249.7401, angle = 84.84827, collision = h0003B1_0000
x = 197.8107, y = 179, z = 249.6392, angle = 97.6404, collision = h0003B1_0000
x = 196.5008, y = 179, z = 249.7872, angle = 123.9308, collision = h0003B1_0000
x = 195.4487, y = 179, z = 250.439, angle = -144.0588, collision = h0003B1_0000
x = 195.8669, y = 179, z = 251.5331, angle = -110.4596, collision = h0003B1_0000
x = 197.0495, y = 179, z = 251.9495, angle = -86.30678, collision = h0003B1_0000
x = 198.4378, y = 179, z = 251.9455, angle = -90.39921, collision = h0003B1_0000
x = 199.6718, y = 179, z = 251.9339, angle = -92.02577, collision = h0003B1_0000
x = 201.0605, y = 179, z = 251.9833, angle = -91.37527, collision = h0003B1_0000
x = 202.0746, y = 179, z = 252.013, angle = -85.83956, collision = h0003B1_0000
x = 203.3996, y = 179, z = 251.9466, angle = -83.36004, collision = h0003B1_0000
x = 204.685, y = 179, z = 251.8, angle = -84.11573, collision = h0003B1_0000
x = 205.9631, y = 179, z = 251.6669, angle = -85.02589, collision = h0003B1_0000
x = 207.2969, y = 179, z = 251.557, angle = -91.8339, collision = h0003B1_0000
x = 208.5565, y = 179, z = 251.5836, angle = -93.48429, collision = h0003B1_0000
x = 209.9352, y = 179, z = 251.667, angle = -98.55312, collision = h0003B1_0000
x = 211.1687, y = 179, z = 251.8273, angle = -98.66524, collision = h0003B1_0000
x = 212.5462, y = 179, z = 252.0386, angle = -99.20799, collision = h0003B1_0000
x = 213.7625, y = 179, z = 252.2324, angle = -89.852, collision = h0003B1_0000
x = 214.9086, y = 179, z = 252.2721, angle = -87.19524, collision = h0003B1_0000
x = 216.1738, y = 179, z = 252.2126, angle = -88.34081, collision = h0003B1_0000
x = 217.4872, y = 179, z = 252.175, angle = -117.9835, collision = h0003B1_0000
x = 218.6473, y = 179, z = 252.6449, angle = 167.0142, collision = h0003B1_0000
x = 218.532, y = 179, z = 253.804, angle = 91.72349, collision = h0003B1_0000
x = 217.2474, y = 179, z = 254.0434, angle = 84.16582, collision = h0003B1_0000
x = 215.994, y = 179, z = 253.9372, angle = 85.58989, collision = h0003B1_0000
x = 214.607, y = 179, z = 253.8221, angle = 91.61486, collision = h0003B1_0000
