x = 87.86724, y = 13.22756, z = 118.8088, angle = -178.0423, collision = h0001B0_0000
x = 109.0477, y = 32.2, z = 242.8448, angle = -88.0048, collision = h0005B0_0000
x = 110.4796, y = 32.2, z = 242.7932, angle = -88.30695, collision = h0005B0_0000
x = 111.9119, y = 32.2, z = 242.7505, angle = -90.00949, collision = h0005B0_0000
x = 113.1885, y = 32.2, z = 242.7567, angle = -91.15082, collision = h0005B0_0000
x = 114.6211, y = 32.2, z = 242.786, angle = -94.07591, collision = h0005B0_0000
x = 116.0481, y = 32.2, z = 242.9063, angle = -96.53508, collision = h0005B0_0000
x = 117.4753, y = 32.2, z = 243.007, angle = -84.94646, collision = h0005B0_0000
x = 118.3411, y = 32.20002, z = 243.5217, angle = -168.313, collision = h0005B0_0000
x = 118.4281, y = 32.20003, z = 244.9506, angle = 176.4482, collision = h0005B0_0000
x = 118.3586, y = 32.03047, z = 246.3814, angle = 179.8844, collision = h0005B0_0000
x = 118.3587, y = 31.48461, z = 247.3367, angle = 176.4385, collision = h0005B0_0000
x = 118.3011, y = 30.94241, z = 248.2894, angle = 172.1777, collision = h0005B0_0000
x = 118.1571, y = 30.40073, z = 249.2335, angle = 163.8203, collision = h0005B0_0000
x = 117.7945, y = 30, z = 250.4079, angle = 156.6523, collision = h0005B0_0000
x = 116.5498, y = 29.70561, z = 250.4551, angle = 93.29467, collision = h0005B0_0000
x = 115.6026, y = 29.16436, z = 250.5145, angle = 92.99925, collision = h0005B0_0000
x = 114.6484, y = 28.61909, z = 250.55, angle = 85.19307, collision = h0005B0_0000
x = 113.4054, y = 27.94827, z = 250.3793, angle = 68.80157, collision = h0005B0_0000
x = 112.0615, y = 27.78888, z = 249.8869, angle = 68.70022, collision = h0005B0_0000
x = 111.5944, y = 27.71351, z = 248.6987, angle = -19.53871, collision = h0005B0_0000
x = 111.9816, y = 27.72348, z = 247.3236, angle = -6.187878, collision = h0005B0_0000
x = 112.131, y = 27.81037, z = 245.8985, angle = -5.716295, collision = h0005B0_0000
x = 112.2592, y = 27.89643, z = 244.6282, angle = 5.858281, collision = h0005B0_0000
x = 112.1352, y = 27.82007, z = 243.2018, angle = 9.708799, collision = h0005B0_0000
x = 111.886, y = 27.69098, z = 241.7907, angle = 5.309666, collision = h0005B0_0000
x = 111.7066, y = 27.69306, z = 240.37, angle = 3.540292, collision = h0005B0_0000
x = 111.6283, y = 27.7095, z = 239.3685, angle = -1.197004, collision = h0005B0_0000
x = 119.179, y = 32.2, z = 242.866, angle = -91.13065, collision = h0005B0_0000
x = 120.2112, y = 32.2, z = 242.8745, angle = -91.01989, collision = h0005B0_0000
x = 121.4752, y = 32.2, z = 242.9416, angle = -87.5115, collision = h0006B0_0000
x = 122.6879, y = 32.22136, z = 242.8873, angle = -74.10217, collision = h0006B0_0000
x = 123.7438, y = 32.16719, z = 242.3484, angle = -27.19205, collision = h0006B0_0000
x = 124.1847, y = 32.04506, z = 241.2651, angle = -15.77525, collision = h0006B0_0000
x = 124.0439, y = 32.06688, z = 240.239, angle = 13.63695, collision = h0006B0_0000
x = 123.8553, y = 31.61265, z = 239.0006, angle = -12.17782, collision = h0006B0_0000
x = 124.0414, y = 31.03217, z = 238.0641, angle = -12.26574, collision = h0006B0_0000
x = 124.2448, y = 30.46059, z = 237.1307, angle = -10.20706, collision = h0006B0_0000
x = 124.4031, y = 29.93339, z = 236.19, angle = -4.544234, collision = h0006B0_0000
x = 124.4883, y = 29.30723, z = 235.0818, angle = -3.669287, collision = h0006B0_0000
x = 124.485, y = 28.61265, z = 233.8748, angle = -2.549874, collision = h0006B0_0000
x = 124.476, y = 27.82956, z = 232.5067, angle = -6.467998, collision = h0006B0_0000
x = 124.4676, y = 26.88216, z = 230.8532, angle = -7.926544, collision = h0006B0_0000
x = 124.4915, y = 25.97579, z = 229.2544, angle = 20.97149, collision = h0006B0_0000
x = 124.3526, y = 24.50678, z = 226.6479, angle = 35.59909, collision = h0006B0_0000
x = 123.4218, y = 24.05471, z = 225.5371, angle = 100.6472, collision = h0006B0_0000
x = 122.9561, y = 24.55843, z = 226.4061, angle = -139.5635, collision = h0006B0_0000
x = 124.1232, y = 25.03833, z = 227.5487, angle = -120.8201, collision = h0006B0_0000
x = 125.2955, y = 24.98642, z = 227.1165, angle = 163.0328, collision = h0006B0_0000
x = 123.7209, y = 32.17508, z = 243.5564, angle = 160.6053, collision = h0006B0_0000
x = 123.2673, y = 32.23884, z = 244.7868, angle = 137.1443, collision = h0006B0_0000
x = 122.5168, y = 32.21501, z = 243.986, angle = 42.70603, collision = h0006B0_0000
x = 124.6807, y = 32.1069, z = 244.4797, angle = 169.633, collision = h0006B0_0000
x = 124.4245, y = 32.05884, z = 245.8839, angle = 171.9428, collision = h0006B0_0000
x = 124.3713, y = 32.06003, z = 247.2838, angle = 175.3996, collision = h0006B0_0000
x = 124.29, y = 32.05934, z = 248.5575, angle = -174.5714, collision = h0006B0_0000
x = 124.3782, y = 32.06823, z = 249.9849, angle = -175.1178, collision = h0006B0_0000
x = 124.5019, y = 32.08145, z = 251.4124, angle = 178.3222, collision = h0006B0_0000
x = 124.3789, y = 32.07651, z = 252.833, angle = 167.6116, collision = h0006B0_0000
x = 124.1146, y = 32.08482, z = 254.2391, angle = 178.3735, collision = h0006B0_0000
x = 124.0757, y = 32.09173, z = 255.6715, angle = 178.9904, collision = h0006B0_0000
x = 124.05, y = 32.09736, z = 256.948, angle = 179.3585, collision = h0006B0_0000
x = 124.0357, y = 32.10285, z = 258.3809, angle = 179.9829, collision = h0006B0_0000
x = 124.0375, y = 32.10737, z = 259.8047, angle = -179.5362, collision = h0006B0_0000
x = 124.0478, y = 32.11143, z = 261.2376, angle = -179.3469, collision = h0006B0_0000
x = 124.0601, y = 32.19898, z = 262.6705, angle = -179.7133, collision = h0006B0_0000
x = 124.0672, y = 32.74842, z = 263.6258, angle = -179.1105, collision = h0006B0_0000
x = 124.0818, y = 33.29603, z = 264.5809, angle = -178.8745, collision = h0006B0_0000
x = 124.105, y = 34.02717, z = 265.8575, angle = -178.8927, collision = h0006B0_0000
x = 124.128, y = 34.57274, z = 266.8125, angle = -179.8499, collision = h0006B0_0000
x = 124.1336, y = 35.12266, z = 267.7678, angle = -179.4585, collision = h0006B0_0000
x = 124.1484, y = 35.67038, z = 268.7229, angle = -178.5972, collision = h0006B0_0000
x = 124.1854, y = 36.12102, z = 270.1553, angle = -178.1992, collision = h0006B0_0000
x = 124.2301, y = 36.11384, z = 271.5875, angle = -178.1752, collision = h0006B0_0000
x = 124.2761, y = 36.12824, z = 273.0197, angle = -178.069, collision = h0006B0_0000
x = 124.185, y = 36.94415, z = 274.9807, angle = -178.8978, collision = h0006B0_0000
x = 124.1884, y = 37.50105, z = 275.9136, angle = -179.8672, collision = h0006B0_0000
x = 124.1913, y = 38.07228, z = 276.8689, angle = 179.6521, collision = h0006B0_0000
x = 124.1855, y = 38.64344, z = 277.8242, angle = 179.6945, collision = h0006B0_0000
x = 124.1789, y = 39.40802, z = 279.101, angle = 179.8389, collision = h0006B0_0000
x = 124.1647, y = 40.06539, z = 280.1947, angle = 179.979, collision = h0006B0_0000
x = 124.1641, y = 40.63619, z = 281.15, angle = -179.8345, collision = h0006B0_0000
x = 124.1666, y = 41.2094, z = 282.1053, angle = -179.5777, collision = h0006B0_0000
x = 124.1747, y = 41.88057, z = 283.2168, angle = -179.2789, collision = h0011B0_0000
x = 124.329, y = 42.25, z = 284.2782, angle = 178.1056, collision = h0011B0_0000
x = 124.1533, y = 42.25, z = 285.3624, angle = 158.5777, collision = h0011B0_0000
x = 123.4779, y = 42.24999, z = 286.1748, angle = 84.0202, collision = h0011B0_0000
x = 122.4764, y = 42.24992, z = 286.6434, angle = 107.6803, collision = h0011B0_0000
x = 121.0723, y = 42.2498, z = 286.8365, angle = 67.54932, collision = h0011B0_0000
x = 119.8664, y = 42.2497, z = 286.5319, angle = 161.634, collision = h0011B0_0000
x = 119.8395, y = 42.24969, z = 287.5468, angle = -105.11, collision = h0011B0_0000
x = 121.1701, y = 42.24981, z = 288.0509, angle = -144.5484, collision = h0011B0_0000
x = 120.9047, y = 42.24979, z = 289.3857, angle = 169.1102, collision = h0011B0_0000
x = 120.6777, y = 42.24977, z = 290.7951, angle = -175.8812, collision = h0011B0_0000
x = 120.662, y = 42.24975, z = 292.2212, angle = 128.6375, collision = h0011B0_0000
x = 120.5562, y = 42.24973, z = 293.2523, angle = -176.4124, collision = h0011B0_0000
x = 119.8485, y = 42.24968, z = 294.1102, angle = -151.4903, collision = h0011B0_0000
x = 120.3094, y = 42.24969, z = 295.0774, angle = -153.8903, collision = h0011B0_0000
x = 121.0565, y = 42.24973, z = 295.8849, angle = -117.8749, collision = h0011B0_0000
x = 122.0364, y = 42.24977, z = 296.182, angle = -99.89796, collision = h0011B0_0000
x = 123.4497, y = 42.24985, z = 296.4187, angle = -96.37949, collision = h0011B0_0000
x = 124.8539, y = 42.24993, z = 296.3965, angle = 5.752331, collision = h0011B0_0000
x = 124.5332, y = 42.24993, z = 295.2787, angle = 90.36788, collision = h0011B0_0000
x = 123.1367, y = 42.24985, z = 295.3684, angle = 89.89162, collision = h0011B0_0000
x = 122.0209, y = 42.24979, z = 295.0858, angle = 13.469, collision = h0011B0_0000
x = 123.6854, y = 42.24989, z = 294.511, angle = -47.69979, collision = h0011B0_0000
x = 124.6279, y = 42.24996, z = 293.5542, angle = -25.08549, collision = h0011B0_0000
x = 125.1278, y = 42.25, z = 292.2173, angle = 21.48295, collision = h0011B0_0000
x = 124.4249, y = 42.24998, z = 291.1863, angle = 84.08437, collision = h0011B0_0000
x = 123.1609, y = 42.24991, z = 291.0148, angle = 88.18483, collision = h0011B0_0000
x = 121.7392, y = 42.24983, z = 290.8637, angle = 61.22626, collision = h0011B0_0000
x = 122.7106, y = 42.24993, z = 287.7316, angle = -125.8127, collision = h0011B0_0000
x = 123.9146, y = 42.24998, z = 288.4953, angle = -72.05141, collision = h0011B0_0000
x = 125.1338, y = 42.25, z = 287.9821, angle = -4.581623, collision = h0011B0_0000
x = 125.2008, y = 42.24999, z = 286.7494, angle = 65.95045, collision = h0011B0_0000
x = 123.4133, y = 36.20725, z = 272.4999, angle = 85.2879, collision = h0006B0_0000
x = 122.1371, y = 36.20969, z = 272.3377, angle = 102.7918, collision = h0006B0_0000
x = 121.1547, y = 36.67444, z = 272.1254, angle = 78.6796, collision = h0006B0_0000
x = 118.3921, y = 36.80014, z = 271.9516, angle = -5.525056, collision = h0007B0_0000
x = 118.5998, y = 36.80011, z = 270.7306, angle = -3.834803, collision = h0007B0_0000
x = 118.6, y = 36.80009, z = 269.3165, angle = 93.48989, collision = h0007B0_0000
x = 117.2516, y = 36.80009, z = 269.2897, angle = 58.6107, collision = h0007B0_0000
x = 116.1166, y = 36.80005, z = 268.5548, angle = 40.42476, collision = h0007B0_0000
x = 115.1179, y = 36.80004, z = 268.252, angle = -176.9349, collision = h0007B0_0000
x = 115.2229, y = 36.80009, z = 269.4426, angle = -152.893, collision = h0007B0_0000
x = 116.1973, y = 36.80011, z = 269.7625, angle = -28.6531, collision = h0007B0_0000
x = 118.2818, y = 36.80017, z = 273.1931, angle = -143.972, collision = h0007B0_0000
x = 119.0753, y = 36.80018, z = 274.3846, angle = -168.4552, collision = h0007B0_0000
x = 118.9927, y = 36.80021, z = 275.6784, angle = 104.1151, collision = h0007B0_0000
x = 117.6221, y = 36.80024, z = 275.8914, angle = 47.31367, collision = h0007B0_0000
x = 116.8113, y = 36.80024, z = 274.8316, angle = 3.690775, collision = h0007B0_0000
x = 116.6737, y = 36.80021, z = 273.4156, angle = -14.22064, collision = h0007B0_0000
x = 116.835, y = 36.80018, z = 272.1594, angle = 23.75581, collision = h0007B0_0000
x = 116.0665, y = 36.80017, z = 271.0032, angle = 104.2632, collision = h0007B0_0000
x = 114.9943, y = 36.8002, z = 271.5861, angle = 156.56, collision = h0007B0_0000
x = 115.1039, y = 36.80025, z = 272.7725, angle = 178.4064, collision = h0007B0_0000
x = 115.3427, y = 36.80026, z = 274.0983, angle = -171.6121, collision = h0007B0_0000
x = 115.5324, y = 36.80027, z = 275.5179, angle = -179.0674, collision = h0007B0_0000
x = 115.5224, y = 36.80028, z = 276.7919, angle = 151.1996, collision = h0007B0_0000
x = 114.5058, y = 36.80031, z = 275.01, angle = 49.3478, collision = h0007B0_0000
x = 113.2852, y = 36.80025, z = 274.7662, angle = 114.455, collision = h0007B0_0000
x = 110.2063, y = 36.80009, z = 275.2484, angle = 102.4937, collision = h0007B0_0000
x = 108.8987, y = 36.80003, z = 275.2075, angle = 76.80219, collision = h0007B0_0000
x = 107.4968, y = 36.80002, z = 274.9162, angle = 118.3188, collision = h0007B0_0000
x = 106.5129, y = 36.80001, z = 275.5471, angle = 156.0831, collision = h0007B0_0000
x = 106.2175, y = 36.80001, z = 276.8632, angle = -142.7777, collision = h0007B0_0000
x = 106.8703, y = 36.80001, z = 277.898, angle = -148.4095, collision = h0007B0_0000
x = 108.0986, y = 36.80001, z = 277.5542, angle = -105.1478, collision = h0007B0_0000
x = 108.4872, y = 36.80001, z = 278.4786, angle = 164.3655, collision = h0007B0_0000
x = 107.2532, y = 36.8, z = 278.8651, angle = 60.89794, collision = h0007B0_0000
x = 105.7399, y = 36.80001, z = 278.0022, angle = 60.39907, collision = h0007B0_0000
x = 104.4542, y = 36.8, z = 277.5449, angle = 131.7711, collision = h0007B0_0000
x = 104.0306, y = 36.8, z = 278.4927, angle = 66.58466, collision = h0007B0_0000
x = 105.528, y = 36.80001, z = 274.5726, angle = 27.13666, collision = h0007B0_0000
x = 104.8718, y = 36.8, z = 273.7184, angle = -92.49691, collision = h0007B0_0000
x = 108.0758, y = 36.80002, z = 273.8094, angle = -56.70726, collision = h0007B0_0000
x = 105.2916, y = 36.80001, z = 275.5917, angle = 37.53754, collision = h0007B0_0000
x = 104.334, y = 36.8, z = 272.8223, angle = -20.48693, collision = h0007B0_0000
x = 104.6279, y = 36.8, z = 271.4398, angle = -0.04439623, collision = h0007B0_0000
x = 104.6277, y = 36.8, z = 270.0068, angle = -51.67224, collision = h0007B0_0000
x = 105.6973, y = 36.80001, z = 269.3492, angle = -113.5665, collision = h0007B0_0000
x = 107.0335, y = 36.80001, z = 269.8638, angle = -44.30932, collision = h0007B0_0000
x = 107.7052, y = 36.80001, z = 269.0194, angle = 21.49704, collision = h0007B0_0000
x = 106.9611, y = 36.8, z = 268.0831, angle = 115.6065, collision = h0007B0_0000
x = 104.7675, y = 36.80001, z = 268.9134, angle = 123.3865, collision = h0007B0_0000
x = 103.7231, y = 37.3618, z = 269.2565, angle = 73.62827, collision = h0007B0_0000
x = 102.8055, y = 37.88613, z = 269.1589, angle = 89.10307, collision = h0007B0_0000
x = 101.7992, y = 38.40002, z = 269.1435, angle = 89.96043, collision = h0007B0_0000
x = 100.6631, y = 38.45065, z = 269.2736, angle = 118.0678, collision = h0008B0_0000
x = 99.63763, y = 38.31019, z = 269.7086, angle = 148.9835, collision = h0008B0_0000
x = 99.37253, y = 38.2533, z = 270.9666, angle = -169.0928, collision = h0008B0_0000
x = 99.62154, y = 38.32372, z = 272.3737, angle = 175.5237, collision = h0008B0_0000
x = 99.56389, y = 38.84566, z = 273.3268, angle = -173.8891, collision = h0008B0_0000
x = 99.64729, y = 39.5895, z = 274.5988, angle = -175.416, collision = h0008B0_0000
x = 99.72641, y = 40.13712, z = 275.5508, angle = -175.5344, collision = h0008B0_0000
x = 99.80225, y = 40.68445, z = 276.5031, angle = 175.4276, collision = h0008B0_0000
x = 99.77377, y = 41.21753, z = 277.4455, angle = 172.7774, collision = h0008B0_0000
x = 99.65083, y = 41.74522, z = 278.3929, angle = 171.419, collision = h0008B0_0000
x = 99.50964, y = 42.26968, z = 279.3376, angle = 172.3409, collision = h0008B0_0000
x = 99.37801, y = 42.7826, z = 280.2838, angle = 171.4135, collision = h0008B0_0000
x = 99.23846, y = 43.29892, z = 281.2289, angle = 177.6299, collision = h0008B0_0000
x = 99.17461, y = 44.03003, z = 282.5034, angle = 178.4121, collision = h0008B0_0000
x = 99.14905, y = 44.57665, z = 283.4583, angle = 177.5934, collision = h0008B0_0000
x = 99.11447, y = 45.12357, z = 284.413, angle = 177.8053, collision = h0008B0_0000
x = 99.07821, y = 45.67055, z = 285.3676, angle = 178.0854, collision = h0008B0_0000
x = 99.05914, y = 46.21679, z = 286.3224, angle = -178.7735, collision = h0008B0_0000
x = 99.07957, y = 46.7612, z = 287.2776, angle = -178.2688, collision = h0008B0_0000
x = 99.10897, y = 47.30494, z = 288.2323, angle = -176.8116, collision = h0008B0_0000
x = 99.1613, y = 47.847, z = 289.1862, angle = -174.9314, collision = h0008B0_0000
x = 99.29907, y = 47.99159, z = 290.6122, angle = -162.2431, collision = h0008B0_0000
x = 99.73352, y = 48.06888, z = 291.7914, angle = -114.2719, collision = h0008B0_0000
x = 100.791, y = 48.01678, z = 291.8721, angle = -69.14964, collision = h0010B0_0000
x = 102.1329, y = 48.13022, z = 291.3701, angle = -75.87232, collision = h0010B0_0000
x = 103.528, y = 48.19954, z = 291.1246, angle = -98.45869, collision = h0010B0_0000
x = 104.9434, y = 48.13598, z = 291.3405, angle = -109.4998, collision = h0010B0_0000
x = 106.1463, y = 48.03941, z = 291.7543, angle = -115.5279, collision = h0010B0_0000
x = 106.9938, y = 48.25251, z = 292.595, angle = -164.8297, collision = h0010B0_0000
x = 107.211, y = 48.24866, z = 293.9949, angle = 171.1669, collision = h0010B0_0000
x = 107.2502, y = 48.2, z = 295.113, angle = -151.1055, collision = h0010B0_0000
x = 108.0572, y = 48.2, z = 295.8366, angle = -95.80839, collision = h0010B0_0000
x = 109.2065, y = 48.2678, z = 295.8382, angle = -88.39047, collision = h0010B0_0000
x = 110.3947, y = 48.31073, z = 295.8231, angle = -79.44746, collision = h0010B0_0000
x = 111.791, y = 48.28266, z = 295.5105, angle = -65.41566, collision = h0010B0_0000
x = 112.939, y = 48.34255, z = 294.9594, angle = -52.49469, collision = h0010B0_0000
x = 114.0555, y = 48.35, z = 294.0653, angle = -36.20013, collision = h0010B0_0000
x = 114.8402, y = 48.34694, z = 292.878, angle = -11.28931, collision = h0010B0_0000
x = 115.5932, y = 48.29123, z = 292.1892, angle = -32.05469, collision = h0010B0_0000
x = 116.1598, y = 48.2731, z = 290.9069, angle = 17.32636, collision = h0010B0_0000
x = 115.4916, y = 48.29238, z = 289.8116, angle = 141.8773, collision = h0010B0_0000
x = 114.8153, y = 48.33619, z = 290.9747, angle = 176.9176, collision = h0010B0_0000
x = 113.0994, y = 48.31976, z = 296.2776, angle = -149.0334, collision = h0010B0_0000
x = 114.0713, y = 48.2199, z = 297.1999, angle = -86.05823, collision = h0010B0_0000
x = 115.4838, y = 48.2, z = 297.0492, angle = -53.22644, collision = h0010B0_0000
x = 116.623, y = 48.2, z = 296.1978, angle = -45.38767, collision = h0010B0_0000
x = 117.4654, y = 48.2, z = 295.0745, angle = -6.725195, collision = h0010B0_0000
x = 117.6416, y = 48.22316, z = 293.653, angle = -8.731304, collision = h0010B0_0000
x = 117.8608, y = 48.1975, z = 292.397, angle = -37.73125, collision = h0010B0_0000
x = 118.7604, y = 48.14188, z = 291.3028, angle = -80.53566, collision = h0010B0_0000
x = 120.088, y = 48.16494, z = 291.2035, angle = -132.9176, collision = h0010B0_0000
x = 121.1538, y = 48.12854, z = 292.1529, angle = -131.2007, collision = h0010B0_0000
x = 122.3096, y = 48.20746, z = 292.9632, angle = -95.89143, collision = h0006B0_0000
x = 123.7301, y = 48.25038, z = 293.0075, angle = -66.62467, collision = h0006B0_0000
x = 124.8488, y = 48.25912, z = 292.5031, angle = -33.82351, collision = h0006B0_0000
