# Upper
x = -50.26352, y = -136.5, z = 50.94548, angle = -95, collision = h0001B0_0000
x = 49.2239, y = -157.4, z = 74.54916, angle = -156.1756, collision = h0006B0_0000
x = 49.77319, y = -157.4, z = 75.74371, angle = -142.5082, collision = h0006B0_0000
x = 50.79702, y = -157.4, z = 76.77314, angle = -84.67828, collision = h0006B0_0000
x = 52.06765, y = -157.3974, z = 76.59292, angle = -65.80833, collision = h0006B0_0000
x = 53.46406, y = -157.4, z = 76.34093, angle = -114.1906, collision = h0006B0_0000
x = 54.65106, y = -157.4, z = 76.9174, angle = -148.8451, collision = h0006B0_0000
x = 55.36792, y = -157.4, z = 78.17358, angle = 177.269, collision = h0006B0_0000
x = 55.10769, y = -157.4, z = 79.37984, angle = 102.0157, collision = h0006B0_0000
x = 53.66399, y = -157.2411, z = 79.65229, angle = 101.9445, collision = h0006B0_0000
x = 52.36751, y = -156.9545, z = 79.9138, angle = 104.3834, collision = h0006B0_0000
x = 50.97198, y = -156.8923, z = 80.39655, angle = 133.9643, collision = h0006B0_0000
x = 50.00748, y = -157.2206, z = 81.29766, angle = 144.3009, collision = h0006B0_0000
x = 49.31926, y = -157.4, z = 82.57458, angle = -118.4612, collision = h0006B0_0000
x = 50.36701, y = -157.4, z = 82.98968, angle = -37.10233, collision = h0006B0_0000
x = 51.15863, y = -157.3139, z = 81.77259, angle = -30.41459, collision = h0006B0_0000
x = 52.90103, y = -157.3116, z = 80.82692, angle = -121.4796, collision = h0006B0_0000
x = 54.16064, y = -157.4, z = 81.57231, angle = -80.10159, collision = h0006B0_0000
x = 55.43949, y = -157.4, z = 81.42745, angle = -64.51633, collision = h0006B0_0000
x = 56.75012, y = -157.4, z = 80.73863, angle = -58.83825, collision = h0006B0_0000
x = 57.85429, y = -157.4, z = 80.01355, angle = -7.261557, collision = h0006B0_0000
x = 57.67775, y = -157.4, z = 78.84172, angle = 72.66534, collision = h0006B0_0000
x = 56.55114, y = -157.4, z = 78.22159, angle = 31.66111, collision = h0006B0_0000
x = 56.02376, y = -157.4, z = 77.36198, angle = 25.97787, collision = h0006B0_0000
x = 55.44088, y = -157.4, z = 76.17474, angle = 28.99489, collision = h0006B0_0000
x = 55.02451, y = -157.4, z = 74.78619, angle = -23.75507, collision = h0006B0_0000
x = 55.63031, y = -157.4, z = 73.63763, angle = -88.47745, collision = h0006B0_0000
x = 57.06637, y = -157.4, z = 73.49754, angle = -38.99331, collision = h0006B0_0000
x = 57.75592, y = -157.4, z = 72.56989, angle = 52.45122, collision = h0006B0_0000
x = 56.59378, y = -157.4, z = 72.08855, angle = 112.5886, collision = h0006B0_0000
x = 55.36449, y = -157.4, z = 72.57631, angle = 112.3779, collision = h0006B0_0000
x = 54.00156, y = -157.4, z = 73.16945, angle = 105.8045, collision = h0006B0_0000
x = 52.75205, y = -157.4, z = 73.29811, angle = 61.0536, collision = h0006B0_0000
x = 51.6362, y = -157.4, z = 72.37779, angle = 15.18638, collision = h0006B0_0000
x = 51.41534, y = -157.2702, z = 70.13477, angle = -27.276, collision = h0006B0_0000
x = 51.59329, y = -157.0558, z = 69.07984, angle = -45.41734, collision = h0006B0_0000
x = 52.81162, y = -157.1197, z = 68.50784, angle = -118.4758, collision = h0006B0_0000
x = 54.01976, y = -157.3884, z = 69.08431, angle = -111.0199, collision = h0006B0_0000
x = 55.2712, y = -157.4, z = 69.31171, angle = -53.08907, collision = h0006B0_0000
x = 56.33415, y = -157.4, z = 68.53059, angle = -34.13051, collision = h0006B0_0000
x = 57.04777, y = -157.4, z = 67.26792, angle = 17.68365, collision = h0006B0_0000
x = 56.3034, y = -157.4, z = 66.30569, angle = 124.7828, collision = h0006B0_0000
x = 55.17682, y = -157.4, z = 66.97693, angle = 98.47877, collision = h0006B0_0000
x = 53.70809, y = -157.4, z = 67.17731, angle = 85.7443, collision = h0006B0_0000
x = 52.39551, y = -157.4, z = 67.04845, angle = 43.88794, collision = h0006B0_0000
x = 51.76162, y = -157.4, z = 66.04859, angle = -51.61657, collision = h0006B0_0000
x = 52.91357, y = -157.4, z = 65.18951, angle = -55.04579, collision = h0006B0_0000
x = 54.01296, y = -157.4, z = 64.46773, angle = -53.04023, collision = h0006B0_0000
x = 55.21053, y = -157.4, z = 63.58509, angle = -36.36766, collision = h0006B0_0000
x = 55.98566, y = -157.3034, z = 62.53619, angle = -17.52021, collision = h0006B0_0000
x = 56.39138, y = -157.1759, z = 61.11091, angle = 1.002494, collision = h0006B0_0000
x = 56.31266, y = -157.4, z = 59.80136, angle = 52.45812, collision = h0006B0_0000
x = 55.14135, y = -157.4, z = 59.04768, angle = 99.79415, collision = h0006B0_0000
x = 53.70827, y = -157.4, z = 59.37182, angle = 108.6291, collision = h0006B0_0000
x = 52.44736, y = -157.3954, z = 59.76841, angle = 105.1631, collision = h0006B0_0000
x = 51.46621, y = -157.3908, z = 60.03424, angle = 105.3686, collision = h0006B0_0000
x = 50.19104, y = -157.4, z = 60.38567, angle = 105.9315, collision = h0006B0_0000
x = 48.76907, y = -157.4, z = 60.82219, angle = 113.533, collision = h0006B0_0000
x = 47.56516, y = -157.4, z = 61.36583, angle = 127.2925, collision = h0006B0_0000
x = 46.40236, y = -157.4, z = 62.2916, angle = 136.0275, collision = h0006B0_0000
x = 45.51286, y = -157.4, z = 63.26814, angle = 150.3909, collision = h0006B0_0000
x = 44.67817, y = -157.2435, z = 63.87465, angle = 72.85008, collision = h0006B0_0000
x = 43.52394, y = -157.3032, z = 63.75555, angle = 110.7476, collision = h0006B0_0000
x = 42.41467, y = -157.4, z = 64.18298, angle = 123.2977, collision = h0006B0_0000
x = 41.41798, y = -157.4, z = 64.99322, angle = 133.2174, collision = h0006B0_0000
x = 40.34929, y = -157.4, z = 66.02821, angle = 153.1016, collision = h0006B0_0000
x = 39.8915, y = -157.2104, z = 67.2169, angle = -144.5764, collision = h0006B0_0000
x = 40.27233, y = -157.3564, z = 68.54493, angle = 157.0713, collision = h0006B0_0000
x = 39.57515, y = -156.9801, z = 69.6942, angle = 132.9737, collision = h0006B0_0000
x = 38.13959, y = -157.231, z = 69.69569, angle = 103.3841, collision = h0006B0_0000
x = 36.85275, y = -157.2545, z = 70.00163, angle = 102.3028, collision = h0006B0_0000
x = 35.39825, y = -157.2153, z = 70.31554, angle = 101.8701, collision = h0006B0_0000
x = 34.10155, y = -157.1511, z = 70.57582, angle = 98.81802, collision = h0006B0_0000
x = 32.97937, y = -157.1002, z = 70.76024, angle = 97.71388, collision = h0006B0_0000
x = 31.84171, y = -157.1852, z = 70.92036, angle = 97.99832, collision = h0006B0_0000
x = 30.7495, y = -157.4, z = 71.39143, angle = 88.4171, collision = h0006B0_0000
x = 29.63067, y = -157.4, z = 71.4045, angle = 97.85065, collision = h0006B0_0000
x = 28.56819, y = -157.4, z = 71.67927, angle = 113.4177, collision = h0006B0_0000
x = 27.48371, y = -157.4, z = 72.14832, angle = 108.2356, collision = h0006B0_0000
x = 26.41315, y = -157.4, z = 72.51058, angle = 108.7273, collision = h0006B0_0000
x = 25.31704, y = -157.4, z = 72.80783, angle = 94.67168, collision = h0006B0_0000
x = 24.22785, y = -157.4, z = 72.72834, angle = 124.6632, collision = h0006B0_0000
x = 23.30457, y = -157.4, z = 73.44334, angle = 92.77496, collision = h0006B0_0000
x = 22.18623, y = -157.4, z = 73.37373, angle = 83.12164, collision = h0006B0_0000
x = 21.11093, y = -157.35, z = 73.57558, angle = 97.88694, collision = h0006B0_0000
x = 20.42337, y = -157.35, z = 72.76625, angle = 44.48595, collision = h0006B0_0000
x = 19.27736, y = -157.35, z = 73.06751, angle = 126.405, collision = h0006B0_0000
x = 19.27722, y = -157.35, z = 74.53551, angle = 122.3782, collision = h0006B0_0000
x = 18.34664, y = -157.35, z = 75.33657, angle = 104.1921, collision = h0006B0_0000
x = 17.46694, y = -157.35, z = 74.57319, angle = -31.43804, collision = h0006B0_0000
x = 20.1435, y = -157.35, z = 73.99842, angle = -27.21708, collision = h0006B0_0000
x = 35.96102, y = -157.2395, z = 69.48817, angle = 14.79841, collision = h0006B0_0000
x = 36.12642, y = -157.0732, z = 68.4584, angle = -41.20443, collision = h0006B0_0000
x = 36.90191, y = -157.2341, z = 67.45147, angle = -30.03975, collision = h0006B0_0000
x = 37.48662, y = -157.4, z = 66.27327, angle = 36.838, collision = h0006B0_0000
x = 36.85081, y = -157.4, z = 65.30502, angle = 49.93872, collision = h0006B0_0000
x = 36.34151, y = -157.4, z = 64.32657, angle = -2.537634, collision = h0006B0_0000
x = 36.43819, y = -157.3052, z = 62.84463, angle = -8.337011, collision = h0006B0_0000
x = 36.85394, y = -156.8869, z = 61.65074, angle = -104.112, collision = h0006B0_0000
x = 38.08293, y = -157.1062, z = 62.14738, angle = -179.7151, collision = h0006B0_0000
x = 38.08139, y = -157.3881, z = 63.45762, angle = -130.6628, collision = h0006B0_0000
x = 39.04642, y = -157.4, z = 63.93059, angle = -16.85678, collision = h0006B0_0000
x = 39.34443, y = -157.4, z = 62.73435, angle = 13.42688, collision = h0006B0_0000
x = 39.38465, y = -157.0164, z = 61.32187, angle = -53.54468, collision = h0006B0_0000
x = 40.466, y = -157.1184, z = 60.65174, angle = -141.732, collision = h0006B0_0000
x = 41.08496, y = -157.4, z = 61.79969, angle = 147.2254, collision = h0006B0_0000
x = 40.47549, y = -157.4, z = 62.96714, angle = 158.7294, collision = h0006B0_0000
x = 39.97049, y = -157.4, z = 64.36498, angle = -179.3154, collision = h0006B0_0000
x = 40.97476, y = -157.4, z = 67.35629, angle = -59.88715, collision = h0006B0_0000
x = 42.13403, y = -157.1089, z = 66.2128, angle = -124.3365, collision = h0006B0_0000
x = 43.21359, y = -157.0236, z = 65.93583, angle = 161.8521, collision = h0006B0_0000
x = 41.86206, y = -157.381, z = 67.94065, angle = -67.2905, collision = h0006B0_0000
x = 43.77459, y = -157.3119, z = 67.7116, angle = -111.0062, collision = h0006B0_0000
x = 45.3405, y = -157.3165, z = 68.1302, angle = -47.62087, collision = h0006B0_0000
x = 46.46019, y = -157.4, z = 67.20319, angle = -32.50817, collision = h0006B0_0000
x = 46.76859, y = -157.4, z = 66.07923, angle = 3.187185, collision = h0006B0_0000
x = 46.53831, y = -157.4, z = 64.61961, angle = 24.48843, collision = h0006B0_0000
x = 45.27039, y = -157.3579, z = 61.56802, angle = -8.594851, collision = h0006B0_0000
x = 45.43686, y = -157.3585, z = 60.32307, angle = -68.97957, collision = h0006B0_0000
x = 46.76958, y = -157.3912, z = 60.00814, angle = -101.6017, collision = h0006B0_0000
x = 48.00058, y = -157.4, z = 59.96056, angle = -43.73708, collision = h0006B0_0000
x = 48.53127, y = -157.3967, z = 59.04486, angle = 18.96212, collision = h0006B0_0000
x = 48.19775, y = -157.2431, z = 58.05572, angle = 19.76318, collision = h0006B0_0000
x = 47.57097, y = -157.1292, z = 57.2412, angle = 100.8062, collision = h0006B0_0000
x = 46.57519, y = -157.2892, z = 57.00973, angle = 101.666, collision = h0006B0_0000
x = 45.55022, y = -157.2299, z = 57.432, angle = 127.6835, collision = h0006B0_0000
x = 44.42737, y = -157.2372, z = 57.76196, angle = 127.864, collision = h0006B0_0000
x = 49.54923, y = -157.3596, z = 58.98022, angle = -70.59883, collision = h0006B0_0000
x = 50.95813, y = -157.1128, z = 58.56861, angle = -68.95827, collision = h0006B0_0000
x = 52.19106, y = -156.9165, z = 58.08967, angle = -68.14625, collision = h0006B0_0000
x = 53.50062, y = -156.92, z = 57.42199, angle = -54.88371, collision = h0006B0_0000
x = 54.45944, y = -157.1096, z = 57.10788, angle = -81.88747, collision = h0006B0_0000
x = 55.45234, y = -157.3302, z = 56.88732, angle = -65.3559, collision = h0006B0_0000
x = 56.25131, y = -157.3988, z = 56.20691, angle = 2.098685, collision = h0006B0_0000
x = 56.18584, y = -157.4, z = 55.15509, angle = 5.472839, collision = h0006B0_0000
x = 57.0753, y = -157.4, z = 54.61206, angle = -90.55749, collision = h0006B0_0000
x = 57.73072, y = -157.4, z = 55.73156, angle = -138.4578, collision = h0006B0_0000
x = 58.78495, y = -157.4, z = 56.54835, angle = -31.90007, collision = h0006B0_0000
x = 59.52034, y = -157.4, z = 55.52364, angle = -36.08648, collision = h0006B0_0000
x = 60.36901, y = -157.4, z = 54.32605, angle = -68.61619, collision = h0006B0_0000
x = 61.58368, y = -157.4, z = 53.82399, angle = -47.03812, collision = h0006B0_0000
x = 62.76971, y = -159.6644, z = 52.82618, angle = -47.03812, collision = h0072B0_0000
x = 3.794719, y = -155.2, z = 94.45516, angle = -81.2464, collision = h0005B0_0000
x = 39.09156, y = -156.9488, z = 85.37593, angle = -53.43712, collision = h0006B0_0000
x = 40.1623, y = -157.4, z = 84.60567, angle = -42.8394, collision = h0006B0_0000
x = 42.59697, y = -157.4, z = 81.49736, angle = -32.8603, collision = h0006B0_0000
x = 44.03835, y = -157.4, z = 79.37981, angle = -40.5356, collision = h0006B0_0000
x = 46.21274, y = -157.3005, z = 77.06966, angle = -50.48211, collision = h0006B0_0000
x = 47.19651, y = -157.299, z = 76.24947, angle = -54.08773, collision = h0006B0_0000
x = 48.18221, y = -157.4, z = 75.5559, angle = -107.3319, collision = h0006B0_0000
x = 52.30641, y = -157.4, z = 75.2726, angle = 34.71511, collision = h0006B0_0000
x = 51.75705, y = -157.4, z = 74.3672, angle = 31.43, collision = h0006B0_0000
x = 52.3769, y = -157.3267, z = 71.28417, angle = -68.80958, collision = h0006B0_0000
x = 53.67695, y = -157.3713, z = 70.76118, angle = -88.62614, collision = h0006B0_0000
x = 54.98117, y = -157.4, z = 70.69501, angle = -118.0446, collision = h0006B0_0000
x = 57.14359, y = -157.4, z = 74.49473, angle = -109.8977, collision = h0006B0_0000
x = 58.47155, y = -157.4, z = 75.00481, angle = -158.4748, collision = h0006B0_0000
x = 58.63409, y = -157.4, z = 76.06829, angle = 151.2281, collision = h0006B0_0000
x = 58.00965, y = -157.4, z = 77.31322, angle = 129.9099, collision = h0006B0_0000
x = 57.15482, y = -157.4, z = 76.58823, angle = 29.78656, collision = h0006B0_0000
x = 59.7955, y = -157.1107, z = 75.48587, angle = -109.9342, collision = h0010B0_0000
x = 59.04886, y = -157.0968, z = 73.60686, angle = -85.49579, collision = h0010B0_0000
x = 60.1401, y = -156.761, z = 73.36998, angle = -171.9274, collision = h0010B0_0000
x = 60.40411, y = -156.7472, z = 74.64874, angle = -173.1669, collision = h0010B0_0000
x = 60.89234, y = -156.8123, z = 75.97425, angle = -147.0359, collision = h0010B0_0000
x = 61.8162, y = -156.6966, z = 76.89278, angle = -99.92219, collision = h0010B0_0000
x = 63.23649, y = -156.2556, z = 76.97871, angle = -67.03769, collision = h0010B0_0000
x = 64.61391, y = -155.6343, z = 76.41714, angle = -26.53328, collision = h0010B0_0000
x = 63.74499, y = -155.8468, z = 75.83281, angle = 109.447, collision = h0010B0_0000
x = 61.12072, y = -156.4292, z = 72.74227, angle = 25.15052, collision = h0010B0_0000
x = 60.61991, y = -156.6411, z = 71.52743, angle = 11.11942, collision = h0010B0_0000
x = 60.38025, y = -155.9711, z = 70.07877, angle = 10.04362, collision = h0010B0_0000
x = 60.14061, y = -155.2105, z = 68.78378, angle = 19.30542, collision = h0010B0_0000
x = 59.80796, y = -154.6598, z = 67.84938, angle = 17.63937, collision = h0010B0_0000
x = 59.54412, y = -153.9158, z = 66.57378, angle = -3.619973, collision = h0010B0_0000
x = 59.58651, y = -153.358, z = 65.58396, angle = 3.952917, collision = h0010B0_0000
x = 59.50867, y = -152.7988, z = 64.59512, angle = 12.07132, collision = h0010B0_0000
x = 59.26091, y = -152.0433, z = 63.29631, angle = 4.512843, collision = h0010B0_0000
x = 59.13864, y = -151.4776, z = 62.31264, angle = 17.46254, collision = h0010B0_0000
x = 58.80648, y = -151, z = 61.15302, angle = 15.01866, collision = h0010B0_0000
x = 58.84891, y = -151, z = 59.8676, angle = -36.74076, collision = h0010B0_0000
x = 59.78609, y = -151, z = 58.72159, angle = -102.2939, collision = h0010B0_0000
x = 60.76381, y = -151, z = 59.11313, angle = 138.3161, collision = h0010B0_0000
x = 61.04795, y = -151, z = 60.17931, angle = -115.6284, collision = h0010B0_0000
x = 62.12553, y = -150.5833, z = 60.90396, angle = -150.5959, collision = h0010B0_0000
x = 62.62002, y = -150.0162, z = 61.76383, angle = -152.7761, collision = h0010B0_0000
x = 63.30185, y = -149.2644, z = 62.88805, angle = -141.6581, collision = h0010B0_0000
x = 63.91721, y = -148.7036, z = 63.66617, angle = -141.4757, collision = h0010B0_0000
x = 64.53489, y = -148.1429, z = 64.44244, angle = -141.1588, collision = h0010B0_0000
x = 65.27248, y = -147.6, z = 65.53078, angle = -158.2985, collision = h0010B0_0000
x = 65.83048, y = -147.1223, z = 66.9102, angle = -150.8669, collision = h0010B0_0000
x = 66.4516, y = -146.3602, z = 68.07701, angle = -150.9374, collision = h0010B0_0000
x = 66.93465, y = -145.7994, z = 68.94348, angle = -151.6699, collision = h0010B0_0000
x = 67.56306, y = -145.2028, z = 70.10738, angle = -130.5196, collision = h0010B0_0000
x = 68.75288, y = -145.2, z = 70.74782, angle = -42.89382, collision = h0010B0_0000
x = 69.72581, y = -145.2, z = 69.8679, angle = -49.93083, collision = h0010B0_0000
x = 70.87983, y = -145.2, z = 68.92888, angle = -126.1847, collision = h0010B0_0000
x = 71.67741, y = -145.2, z = 69.57536, angle = 152.3051, collision = h0010B0_0000
x = 70.92521, y = -145.2, z = 70.82963, angle = 115.1995, collision = h0010B0_0000
x = 69.76526, y = -145.2, z = 71.41237, angle = 140.5763, collision = h0010B0_0000
x = 68.94839, y = -145.2, z = 72.55245, angle = -147.6999, collision = h0010B0_0000
x = 69.66889, y = -145.2, z = 73.48496, angle = -76.42651, collision = h0010B0_0000
x = 71.09427, y = -144.6339, z = 73.14718, angle = -62.21029, collision = h0010B0_0000
x = 71.97841, y = -144.0724, z = 72.71358, angle = -50.97438, collision = h0010B0_0000
x = 73.00984, y = -143.3256, z = 71.88615, angle = -56.18675, collision = h0010B0_0000
x = 74.25854, y = -143.2, z = 71.08892, angle = -61.78799, collision = h0010B0_0000
x = 75.39488, y = -143.2, z = 70.41729, angle = -45.60984, collision = h0010B0_0000
x = 76.48064, y = -143.2, z = 69.40121, angle = -64.99829, collision = h0010B0_0000
x = 77.65092, y = -143.2, z = 68.79713, angle = -57.82048, collision = h0010B0_0000
x = 78.63827, y = -143.2, z = 67.80496, angle = 19.35299, collision = h0010B0_0000
x = 78.21289, y = -143.2, z = 66.57915, angle = 99.08955, collision = h0010B0_0000
x = 77.00347, y = -143.2, z = 66.87504, angle = 112.8903, collision = h0010B0_0000
x = 75.85564, y = -143.2, z = 67.25645, angle = 81.5622, collision = h0010B0_0000
x = 74.38833, y = -143.2, z = 67.00967, angle = 76.64532, collision = h0010B0_0000
x = 73.10503, y = -143.2, z = 66.69216, angle = 48.84088, collision = h0010B0_0000
x = 72.12995, y = -143.2, z = 65.66782, angle = 2.978632, collision = h0010B0_0000
