x = -19.71554, y = 48.91821, z = 954.4495, angle = 20, collision = h0100B0_0000
x = -18.90729, y = 69.26895, z = 902.4823, angle = -7.934644, collision = h0006B0
x = -18.80455, y = 69.26891, z = 901.41, angle = -83.83457, collision = h0006B0
x = -17.72502, y = 69.26884, z = 902.2156, angle = -150.9375, collision = h0006B0
x = -17.05477, y = 69.26882, z = 903.4088, angle = -108.7645, collision = h0006B0
x = -15.92795, y = 69.26871, z = 903.5624, angle = 7.203186, collision = h0006B0
x = -16.16866, y = 69.26871, z = 902.1519, angle = -27.75359, collision = h0006B0
x = -15.12123, y = 69.26857, z = 901.2928, angle = -122.9547, collision = h0006B0
x = -14.25414, y = 69.31691, z = 901.793, angle = -127.6665, collision = h0007B0
x = -13.46839, y = 69.81912, z = 902.3799, angle = -145.3352, collision = h0007B0
x = -13.17462, y = 70.00698, z = 903.4615, angle = 111.6727, collision = h0007B0
x = -14.04094, y = 69.45338, z = 903.8577, angle = 58.93649, collision = h0006B0
x = -15.16816, y = 69.26861, z = 902.8053, angle = -51.84715, collision = h0006B0
x = -12.67143, y = 70.32842, z = 902.2575, angle = -83.17965, collision = h0007B0
x = -11.74639, y = 70.91959, z = 902.3195, angle = -83.17965, collision = h0007B0
x = -10.81782, y = 71.51292, z = 901.4363, angle = -120.3002, collision = h0007B0
x = -9.981293, y = 72.0476, z = 902.165, angle = -169.9683, collision = h0007B0
x = -9.378214, y = 72.43314, z = 903.351, angle = -73.35022, collision = h0007B0
x = -8.394886, y = 72.85965, z = 902.6719, angle = -12.28339, collision = h0007B0
x = -7.717028, y = 72.86781, z = 901.5646, angle = -117.6935, collision = h0007B0
x = -6.711642, y = 72.86787, z = 902.3412, angle = 171.7733, collision = h0007B0
x = -6.913269, y = 72.86783, z = 903.5712, angle = 174.108, collision = h0007B0
x = -6.921493, y = 72.86785, z = 904.6173, angle = -150.7886, collision = h0007B0
x = -6.716782, y = 72.9165, z = 905.7627, angle = 152.1009, collision = h0007B0
x = -7.463311, y = 72.71147, z = 906.7219, angle = 161.282, collision = h0008B0
x = -7.170108, y = 72.71147, z = 907.8484, angle = -136.4454, collision = h0008B0
x = -8.417625, y = 72.71147, z = 907.7054, angle = 77.59593, collision = h0008B0
x = -9.377835, y = 72.71149, z = 907.3895, angle = 70.09857, collision = h0008B0
x = -8.540804, y = 72.71149, z = 908.7271, angle = -169.8833, collision = h0008B0
x = -8.276406, y = 72.71147, z = 910.1353, angle = -168.5358, collision = h0008B0
x = -8.274796, y = 72.71147, z = 911.5315, angle = 156.7853, collision = h0008B0
x = -8.80587, y = 72.71146, z = 912.4795, angle = 172.9254, collision = h0008B0
x = -8.742619, y = 72.71147, z = 913.5033, angle = -165.6661, collision = h0008B0
x = -9.7831, y = 72.71146, z = 913.0896, angle = 96.70815, collision = h0008B0
x = -11.05095, y = 72.63457, z = 913.2404, angle = 178.6168, collision = h0008B0
x = -9.915507, y = 72.20179, z = 914.9153, angle = -123.7795, collision = h0008B0
x = -10.62328, y = 71.42007, z = 914.9776, angle = 69.17326, collision = h0008B0
x = -11.38509, y = 70.91287, z = 914.7428, angle = 74.06761, collision = h0008B0
x = -12.30081, y = 70.3032, z = 914.5098, angle = 93.40004, collision = h0008B0
x = -13.25316, y = 69.74237, z = 914.5671, angle = 70.73396, collision = h0008B0
x = -13.79401, y = 69.74237, z = 913.3716, angle = -37.41591, collision = h0008B0
x = -12.87906, y = 69.74236, z = 912.3025, angle = -99.72775, collision = h0008B0
x = -11.84956, y = 69.74236, z = 912.5324, angle = -113.1216, collision = h0008B0
x = -10.82268, y = 69.74236, z = 912.8182, angle = -41.49392, collision = h0008B0
x = -10.00652, y = 69.74242, z = 911.8625, angle = -26.66645, collision = h0008B0
x = -9.99591, y = 69.74248, z = 910.6974, angle = 97.01092, collision = h0008B0
x = -11.3729, y = 69.74236, z = 910.9107, angle = 131.2636, collision = h0008B0
x = -13.6921, y = 69.74236, z = 911.7193, angle = 20.5463, collision = h0008B0
x = -13.80382, y = 69.74236, z = 910.3768, angle = -70.1151, collision = h0008B0
x = -12.53544, y = 69.74236, z = 909.8915, angle = -0.5399265, collision = h0008B0
x = -12.55811, y = 69.74237, z = 908.6721, angle = 59.69032, collision = h0008B0
x = -13.71387, y = 69.74236, z = 907.8409, angle = -30.63038, collision = h0008B0
x = -13.00185, y = 69.74242, z = 906.9481, angle = -106.6505, collision = h0008B0
x = -11.82047, y = 69.74248, z = 907.3521, angle = -142.3607, collision = h0008B0
x = -10.78161, y = 69.74254, z = 908.322, angle = -92.61137, collision = h0008B0
x = -9.378181, y = 69.74257, z = 908.2844, angle = -54.41359, collision = h0008B0
x = -8.205613, y = 69.74263, z = 907.4925, angle = -105.6017, collision = h0008B0
x = -7.293929, y = 69.74267, z = 908.111, angle = 172.2663, collision = h0008B0
x = -7.293647, y = 69.76376, z = 909.5211, angle = -162.5031, collision = h0008B0
x = -7.550899, y = 69.1353, z = 910.8416, angle = 146.2177, collision = h0008B0
x = -7.94799, y = 68.39642, z = 911.9501, angle = -169.4675, collision = h0008B0
x = -7.814218, y = 67.7377, z = 912.9398, angle = -170.6243, collision = h0008B0
x = -7.650629, y = 67.10947, z = 913.8809, angle = 157.966, collision = h0008B0
x = -8.329326, y = 66.84071, z = 914.9645, angle = 90.25851, collision = h0008B0
x = -9.622163, y = 66.84071, z = 914.8387, angle = 73.04743, collision = h0008B0
x = -10.83589, y = 66.84071, z = 914.8235, angle = 46.33216, collision = h0008B0
x = -8.831549, y = 66.84071, z = 913.7809, angle = -23.07458, collision = h0008B0
x = -9.255786, y = 66.84071, z = 912.6819, angle = 3.654657, collision = h0008B0
x = -9.377684, y = 66.84071, z = 911.6531, angle = 56.40881, collision = h0008B0
x = -11.87138, y = 66.84071, z = 914.5796, angle = -6.89677, collision = h0008B0
x = -12.65219, y = 66.84071, z = 913.5341, angle = 27.74808, collision = h0008B0
x = -13.38663, y = 66.84071, z = 912.5822, angle = -12.61686, collision = h0008B0
x = -12.92664, y = 66.84071, z = 911.5037, angle = 18.75293, collision = h0008B0
x = -13.5154, y = 66.84071, z = 910.2288, angle = 42.64309, collision = h0008B0
x = -11.46037, y = 66.84071, z = 913.2374, angle = -128.1305, collision = h0008B0
x = -8.508393, y = 69.76247, z = 909.3109, angle = 64.46864, collision = h0008B0
x = -13.89638, y = 69.74236, z = 909.0453, angle = -169.3957, collision = h0008B0
x = -8.853938, y = 72.59805, z = 914.8947, angle = -77.89867, collision = h0008B0
x = -7.940595, y = 72.76675, z = 914.414, angle = -7.012938, collision = h0008B0
x = -7.486401, y = 72.71147, z = 909.4963, angle = -12.63342, collision = h0008B0
x = -5.513084, y = 72.86783, z = 903.2881, angle = -21.70457, collision = h0007B0
x = -5.489145, y = 72.86783, z = 902.2838, angle = 47.31882, collision = h0007B0
x = -9.11019, y = 72.60423, z = 901.592, angle = -22.50386, collision = h0007B0
x = -8.641009, y = 72.88382, z = 900.5613, angle = -40.12755, collision = h0007B0
x = -7.706419, y = 72.86754, z = 899.4109, angle = -91.20507, collision = h0007B0
x = -6.451807, y = 72.86758, z = 899.5451, angle = -87.12223, collision = h0007B0
x = -6.644535, y = 72.86735, z = 898.4568, angle = -17.85885, collision = h0007B0
x = -6.288432, y = 72.86736, z = 897.111, angle = -3.704736, collision = h0007B0
x = -6.196885, y = 72.86736, z = 895.7363, angle = -3.632226, collision = h0007B0
x = -6.084769, y = 72.86736, z = 894.2618, angle = -23.28413, collision = h0007B0
x = -5.610024, y = 72.86736, z = 893.0568, angle = -14.14036, collision = h0007B0
x = -5.305969, y = 72.86736, z = 892.0964, angle = -14.26822, collision = h0007B0
x = -4.96349, y = 72.86728, z = 890.7523, angle = -14.20741, collision = h0007B0
x = -4.775084, y = 72.86736, z = 889.7543, angle = -1.414792, collision = h0007B0
x = -4.743212, y = 72.86736, z = 888.441, angle = -1.179451, collision = h0007B0
x = -4.715875, y = 72.86736, z = 887.0084, angle = -16.10874, collision = h0007B0
x = -4.356128, y = 72.86736, z = 885.5991, angle = -10.81887, collision = h0007B0
x = -3.981085, y = 72.91909, z = 884.2178, angle = -15.7015, collision = h0007B0
x = -3.88705, y = 73.05949, z = 882.891, angle = 2.058346, collision = h0010B0
x = -4.024216, y = 73.03699, z = 881.6674, angle = 3.076427, collision = h0010B0
x = -2.859545, y = 73.03697, z = 881.5718, angle = -98.90822, collision = h0010B0
x = -1.625945, y = 72.74529, z = 881.6268, angle = -78.69624, collision = h0010B0
x = -0.6946583, y = 72.145, z = 881.4177, angle = -77.38992, collision = h0010B0
x = 0.2376699, y = 71.54404, z = 881.2144, angle = -98.10029, collision = h0010B0
x = 1.18444, y = 70.9337, z = 881.3146, angle = -123.9373, collision = h0010B0
x = 2.083716, y = 70.87749, z = 881.8954, angle = -135.912, collision = h0010B0
x = 2.716063, y = 70.87761, z = 882.8278, angle = -152.4103, collision = h0010B0
x = 3.285264, y = 70.9043, z = 884.1552, angle = 154.0959, collision = h0110B0
x = 2.325204, y = 70.91467, z = 884.8301, angle = 91.19655, collision = h0110B0
x = 0.9439409, y = 70.91431, z = 884.83, angle = 32.40916, collision = h0110B0
x = 4.254495, y = 70.91499, z = 884.8181, angle = -83.15601, collision = h0110B0
x = 5.675535, y = 70.91248, z = 884.6381, angle = -71.2361, collision = h0110B0
x = 7.054801, y = 70.90868, z = 884.3784, angle = -104.1118, collision = h0110B0
x = 3.759751, y = 70.87772, z = 882.4516, angle = -5.812696, collision = h0010B0
x = 4.090428, y = 70.8777, z = 881.4688, angle = -108.6225, collision = h0010B0
x = 5.24656, y = 70.87785, z = 881.7065, angle = -71.32333, collision = h0010B0
x = 6.601389, y = 70.87784, z = 881.2403, angle = -42.73585, collision = h0010B0
x = 6.803199, y = 70.87778, z = 880.1779, angle = 54.94193, collision = h0010B0
x = 5.648078, y = 70.87773, z = 879.3598, angle = 112.6153, collision = h0010B0
x = 4.303589, y = 70.87762, z = 879.7523, angle = 19.40082, collision = h0010B0
x = 4.764457, y = 70.87762, z = 878.8596, angle = -51.25019, collision = h0010B0
x = 4.698412, y = 70.87755, z = 877.8357, angle = 11.78036, collision = h0010B0
x = 4.805853, y = 70.87748, z = 876.5525, angle = -73.8801, collision = h0010B0
x = 6.061346, y = 70.87754, z = 875.9334, angle = -38.73867, collision = h0010B0
x = 6.279185, y = 70.87749, z = 874.9184, angle = 121.0899, collision = h0010B0
x = 3.939747, y = 70.87737, z = 875.9052, angle = 38.68235, collision = h0010B0
x = 3.040597, y = 70.87736, z = 874.7895, angle = 40.45506, collision = h0010B0
x = 2.102994, y = 70.87735, z = 873.7061, angle = 44.02549, collision = h0011B0
x = 1.542276, y = 70.8774, z = 872.5905, angle = -20.38995, collision = h0011B0
x = 2.087451, y = 70.87751, z = 871.2709, angle = -17.74325, collision = h0011B0
x = 2.240912, y = 70.87761, z = 869.9374, angle = 61.29383, collision = h0011B0
x = 0.9954143, y = 70.87765, z = 869.2505, angle = 43.36181, collision = h0011B0
x = 0.1024827, y = 71.0014, z = 868.7341, angle = 147.6718, collision = h0011B0
x = 0.05292192, y = 70.99404, z = 869.7464, angle = 176.8449, collision = h0011B0
x = 0.1634553, y = 70.99403, z = 870.8373, angle = 68.80744, collision = h0011B0
x = 1.527284, y = 70.87772, z = 868.3284, angle = -56.5377, collision = h0011B0
x = 2.414547, y = 70.8778, z = 867.3313, angle = -0.1096245, collision = h0011B0
x = 2.717915, y = 70.8779, z = 866.0665, angle = -145.8611, collision = h0011B0
x = 3.390193, y = 70.87784, z = 866.9572, angle = 171.8151, collision = h0011B0
x = 3.268579, y = 70.87773, z = 868.3823, angle = 174.7785, collision = h0011B0
x = 3.380958, y = 70.87766, z = 869.412, angle = -14.10273, collision = h0011B0
x = 4.286515, y = 70.87778, z = 867.8501, angle = -49.76448, collision = h0011B0
x = 5.395746, y = 70.87786, z = 866.944, angle = -133.726, collision = h0011B0
x = 6.399255, y = 70.87789, z = 867.2415, angle = 152.2383, collision = h0011B0
x = 4.374532, y = 70.87788, z = 866.4744, angle = 114.4878, collision = h0011B0
x = 3.003309, y = 70.87749, z = 871.7227, angle = -171.8354, collision = h0011B0
x = 3.164652, y = 70.8774, z = 873.1436, angle = 179.4614, collision = h0010B0
x = 6.959941, y = 70.87761, z = 874.1476, angle = -38.0815, collision = h0010B0
x = 7.619817, y = 70.87779, z = 872.9111, angle = 21.32091, collision = h0011B0
x = 7.146894, y = 70.87769, z = 871.7557, angle = 34.29864, collision = h0011B0
x = 6.197101, y = 70.87764, z = 870.6486, angle = 40.97635, collision = h0011B0
x = 5.510726, y = 70.87768, z = 869.5873, angle = -34.28415, collision = h0011B0
x = 6.322788, y = 70.87781, z = 868.4554, angle = -47.52026, collision = h0011B0
x = 7.40769, y = 70.87792, z = 866.9388, angle = 13.4337, collision = h0011B0
x = 7.06861, y = 71.19899, z = 865.5561, angle = 21.80067, collision = h0011B0
x = 6.803353, y = 71.81358, z = 864.6583, angle = -23.81612, collision = h0011B0
x = 7.174596, y = 72.41013, z = 863.7867, angle = -31.71884, collision = h0011B0
x = 7.327068, y = 72.965, z = 862.976, angle = 68.49378, collision = h0011B0
x = 6.175994, y = 73.03748, z = 862.6804, angle = 102.8984, collision = h0011B0
x = 5.079302, y = 73.03745, z = 862.5469, angle = 107.2952, collision = h0011B0
x = 3.989748, y = 73.03745, z = 862.8863, angle = 161.3489, collision = h0011B0
x = 3.510331, y = 73.03743, z = 863.8301, angle = 59.62574, collision = h0011B0
x = 2.532693, y = 73.0374, z = 863.1157, angle = 24.50231, collision = h0011B0
x = 1.949325, y = 73.03738, z = 861.9941, angle = 76.51031, collision = h0011B0
x = 0.6552842, y = 73.03743, z = 861.9454, angle = 148.5928, collision = h0011B0
x = -0.01727321, y = 73.03747, z = 863.1353, angle = -167.4186, collision = h0011B0
x = -0.4255211, y = 73.56244, z = 864.027, angle = -175.085, collision = h0011B0
x = -0.6526564, y = 74.34688, z = 865.1967, angle = 160.5098, collision = h0011B0
x = -0.9465185, y = 74.89135, z = 866.0086, angle = 174.0888, collision = h0011B0
x = -1.080103, y = 75.58326, z = 867.0403, angle = -176.0036, collision = h0011B0
x = -1.014053, y = 76.05703, z = 868.0968, angle = 179.6597, collision = h0011B0
x = -0.9470071, y = 76.06126, z = 869.2655, angle = -172.5877, collision = h0011B0
x = -0.8149638, y = 76.06494, z = 870.28, angle = -59.98593, collision = h0011B0
x = 0.1184325, y = 76.05173, z = 869.5842, angle = -32.38451, collision = h0011B0
x = -0.111089, y = 76.06886, z = 871.3608, angle = -175.1365, collision = h0011B0
x = 0.117598, y = 76.0633, z = 872.7337, angle = -169.6258, collision = h0011B0
x = 0.0525262, y = 76.06152, z = 873.9114, angle = 167.6554, collision = h0010B0
x = 0.02289104, y = 76.05474, z = 874.977, angle = 174.3872, collision = h0010B0
x = -0.5859097, y = 76.05474, z = 875.8497, angle = 88.33607, collision = h0010B0
x = 0.5222818, y = 76.05476, z = 876.1471, angle = -108.0704, collision = h0010B0
x = -1.038859, y = 76.07194, z = 872.2104, angle = -155.7674, collision = h0011B0
x = -0.939159, y = 76.05473, z = 877.0059, angle = -150.8927, collision = h0010B0
x = -0.3482675, y = 75.93726, z = 878.1232, angle = -150.8927, collision = h0010B0
x = 0.7826644, y = 70.87732, z = 880.2365, angle = 32.48607, collision = h0010B0
x = 0.1869478, y = 70.87732, z = 879.1304, angle = 16.52, collision = h0010B0
x = -0.1648156, y = 70.87732, z = 877.7439, angle = -18.80496, collision = h0010B0
x = 0.2016797, y = 70.87732, z = 876.3872, angle = -23.09552, collision = h0010B0
x = 0.7649307, y = 70.87733, z = 875.0697, angle = -23.57333, collision = h0010B0
x = 3.175929, y = 70.87757, z = 870.6038, angle = -15.04808, collision = h0011B0
x = 3.702124, y = 73.03743, z = 861.9033, angle = 84.99411, collision = h0011B0
x = 0.147762, y = 73.03741, z = 860.6516, angle = 21.78882, collision = h0045B0
x = -0.2861784, y = 73.0391, z = 859.3973, angle = 18.1615, collision = h0045B0
x = 0.7965112, y = 73.03953, z = 859.1583, angle = -88.87724, collision = h0045B0
x = 1.975267, y = 73.03887, z = 859.1268, angle = -92.24463, collision = h0045B0
x = 3.373888, y = 73.03759, z = 859.3497, angle = -114.906, collision = h0045B0
x = 4.723326, y = 73.03757, z = 859.7975, angle = -80.53585, collision = h0045B0
x = 6.101449, y = 73.03759, z = 859.4724, angle = -73.42776, collision = h0045B0
x = 7.481711, y = 73.03876, z = 859.0983, angle = -102.6119, collision = h0045B0
x = 8.582426, y = 73.04082, z = 859.3055, angle = -108.6514, collision = h0045B0
x = 5.292621, y = 73.03766, z = 858.8358, angle = 87.83815, collision = h0045B0
x = 0.9679682, y = 73.03748, z = 863.3151, angle = -133.3303, collision = h0011B0
x = 1.806309, y = 73.03737, z = 864.0797, angle = -155.1263, collision = h0011B0
x = 2.279696, y = 73.03738, z = 865.0954, angle = -156.1568, collision = h0011B0
x = 3.730005, y = 70.8774, z = 877.3188, angle = -147.8301, collision = h0010B0
x = 3.862553, y = 70.87737, z = 874.0201, angle = -1.316205, collision = h0011B0
x = 4.418249, y = 70.87766, z = 869.5091, angle = -50.94696, collision = h0011B0
x = 2.241349, y = 76.0205, z = 879.7705, angle = -137.8779, collision = h0010B0
x = 3.009682, y = 76.01826, z = 880.5941, angle = -137.8779, collision = h0010B0
x = 3.886757, y = 76.02042, z = 881.564, angle = -137.8779, collision = h0010B0
x = 3.127001, y = 76.03883, z = 882.3575, angle = 109.9906, collision = h0010B0
x = 1.650064, y = 76.04234, z = 882.4976, angle = 54.53271, collision = h0010B0
x = 0.7947096, y = 76.02802, z = 881.9266, angle = 62.45167, collision = h0010B0
x = 0.2232574, y = 76.05135, z = 882.8566, angle = -105.6304, collision = h0010B0
x = -0.8680258, y = 75.99731, z = 882.6321, angle = 109.496, collision = h0010B0
x = -2.142105, y = 76.02746, z = 882.8688, angle = 88.47666, collision = h0010B0
x = 5.080818, y = 76.03613, z = 881.829, angle = -100.7865, collision = h0010B0
x = 6.058187, y = 76.03337, z = 882.2554, angle = -66.33649, collision = h0010B0
x = 6.761187, y = 76.03337, z = 881.2929, angle = 18.15255, collision = h0010B0
x = 6.562592, y = 76.03337, z = 879.9235, angle = -6.260524, collision = h0010B0
x = 6.810009, y = 76.03337, z = 878.5154, angle = 11.92424, collision = h0010B0
x = 6.636492, y = 76.03337, z = 877.1168, angle = -45.5987, collision = h0010B0
x = 7.553069, y = 76.03337, z = 876.0919, angle = -55.11395, collision = h0010B0
x = 7.137474, y = 76.03337, z = 875.1758, angle = 36.30187, collision = h0010B0
x = 6.758881, y = 76.06178, z = 874.238, angle = -4.401183, collision = h0010B0
