x = 17.43242, y = 10.31354, z = -20.39503, angle = 22.11365, collision = h1000B1
x = 15.62864, y = 38.16757, z = 115.9826, angle = -163.7275, collision = h1028B1
x = 15.89128, y = 38.16757, z = 117.2778, angle = 158.6323, collision = h1028B1
x = 15.63745, y = 38.16757, z = 118.478, angle = 176.1149, collision = h1028B1
x = 15.16646, y = 38.16757, z = 119.4569, angle = -175.0853, collision = h1028B1
x = 14.91445, y = 38.16757, z = 120.4911, angle = -178.2022, collision = h1028B1
x = 16.16464, y = 38.16757, z = 120.2947, angle = -151.8591, collision = h1028B1
x = 16.20119, y = 38.16757, z = 121.3661, angle = 148.1146, collision = h1028B1
x = 15.35868, y = 38.16757, z = 122.3321, angle = 115.1558, collision = h1028B1
x = 14.80143, y = 38.16757, z = 123.1826, angle = -157.4442, collision = h1028B1
x = 15.44573, y = 38.16757, z = 124.3973, angle = -130.9115, collision = h1028B1
x = 16.36673, y = 38.16757, z = 125.4189, angle = 153.2131, collision = h1029B1
x = 15.75671, y = 38.16757, z = 126.5829, angle = 124.6636, collision = h1029B1
x = 14.76727, y = 38.16757, z = 127.5277, angle = -173.1423, collision = h1029B1
x = 14.84766, y = 38.16757, z = 128.5966, angle = -165.3823, collision = h1029B1
x = 15.1771, y = 38.16757, z = 129.9451, angle = -170.4399, collision = h1029B1
x = 14.85138, y = 38.16757, z = 131.0442, angle = 122.2771, collision = h1029B1
x = 13.70118, y = 38.16757, z = 128.033, angle = 92.49834, collision = h1029B1
x = 12.66127, y = 38.16757, z = 128.5703, angle = 125.0146, collision = h1029B1
x = 11.39823, y = 38.16757, z = 129.4525, angle = 138.0739, collision = h1029B1
x = 10.4535, y = 38.16757, z = 130.4649, angle = 97.50097, collision = h1029B1
x = 9.197201, y = 38.16757, z = 130.5334, angle = 59.13068, collision = h1029B1
x = 8.133055, y = 38.16757, z = 129.6871, angle = 19.94732, collision = h1029B1
x = 7.561197, y = 38.16757, z = 128.4228, angle = 25.92596, collision = h1029B1
x = 6.756138, y = 38.16757, z = 127.286, angle = 53.23671, collision = h1029B1
x = 5.599306, y = 38.16757, z = 126.4231, angle = 35.3132, collision = h1029B1
x = 5.136302, y = 38.16757, z = 125.2937, angle = -26.05884, collision = h1030B1
x = 5.781801, y = 38.16757, z = 123.9978, angle = -46.92181, collision = h1030B1
x = 5.704728, y = 38.16757, z = 122.929, angle = 59.46607, collision = h1030B1
x = 4.651723, y = 38.16757, z = 122.1641, angle = -18.3989, collision = h1030B1
x = 5.776172, y = 38.16757, z = 121.2949, angle = -50.66953, collision = h1030B1
x = 6.595723, y = 38.16757, z = 120.5932, angle = -24.3954, collision = h1030B1
x = 6.683125, y = 38.16757, z = 119.3316, angle = 25.62104, collision = h1030B1
x = 6.037916, y = 38.16757, z = 118.1217, angle = 32.13863, collision = h1030B1
x = 5.639677, y = 38.16757, z = 116.8812, angle = -17.62482, collision = h1030B1
x = 6.018775, y = 38.16757, z = 115.5554, angle = -17.75014, collision = h1030B1
x = 6.171324, y = 38.16757, z = 114.2593, angle = -15.12361, collision = h1030B1
x = 6.512038, y = 38.16757, z = 112.9162, angle = 62.35919, collision = h1030B1
x = 6.494462, y = 38.16757, z = 125.6415, angle = -146.191, collision = h1029B1
x = 8.588001, y = 38.16757, z = 128.7513, angle = -107.0829, collision = h1029B1
x = 9.911781, y = 38.16757, z = 129.165, angle = -113.9451, collision = h1029B1
x = 11.20165, y = 38.16757, z = 131.574, angle = -131.4761, collision = h1029B1
x = 12.25474, y = 38.16757, z = 131.8593, angle = -76.54803, collision = h1029B1
x = 13.29008, y = 38.16757, z = 131.4635, angle = -140.2877, collision = h1029B1
x = 12.98449, y = 38.28038, z = 132.8233, angle = -170.7681, collision = h1035B1
x = 12.6066, y = 38.28037, z = 133.8104, angle = 153.3864, collision = h1035B1
x = 12.12647, y = 38.2011, z = 134.7708, angle = 132.5905, collision = h1035B1
x = 11.10585, y = 38.2011, z = 135.7011, angle = 129.0797, collision = h1035B1
x = 9.916467, y = 38.2011, z = 136.254, angle = 85.66763, collision = h1035B1
x = 8.532666, y = 38.2011, z = 136.1599, angle = 71.02267, collision = h1035B1
x = 7.406634, y = 38.2011, z = 135.4884, angle = 16.66815, collision = h1035B1
x = 6.625838, y = 38.2011, z = 134.5428, angle = 130.1536, collision = h1035B1
x = 8.713877, y = 38.2011, z = 134.7112, angle = -8.196664, collision = h1035B1
x = 9.115203, y = 38.28037, z = 133.3988, angle = -69.1302, collision = h1035B1
x = 9.790229, y = 38.2011, z = 134.5854, angle = -140.6289, collision = h1035B1
x = 12.76956, y = 38.2011, z = 136.0057, angle = -154.8035, collision = h1035B1
x = 13.31069, y = 38.38219, z = 137.2838, angle = -172.0514, collision = h1035B1
x = 12.88159, y = 38.65176, z = 138.3615, angle = 92.319, collision = h1035B1
x = 12.0078, y = 39.21351, z = 138.3315, angle = 86.74551, collision = h1035B1
x = 11.10999, y = 39.7921, z = 138.2884, angle = 110.1513, collision = h1035B1
x = 10.23726, y = 40.35488, z = 138.3732, angle = 59.99469, collision = h1035B1
x = 9.403603, y = 40.89247, z = 138.0061, angle = 69.62447, collision = h1035B1
x = 8.564592, y = 41.43351, z = 137.6974, angle = 121.8887, collision = h1035B1
x = 7.363152, y = 41.76296, z = 138.3817, angle = 86.93738, collision = h1035B1
x = 6.409465, y = 41.76296, z = 138.6907, angle = -162.0121, collision = h1035B1
x = 7.076728, y = 41.76296, z = 139.6248, angle = -64.71765, collision = h1035B1
x = 8.462845, y = 42.12072, z = 138.7156, angle = -112.5843, collision = h1035B1
x = 9.284052, y = 42.65783, z = 138.9323, angle = -148.2966, collision = h1035B1
x = 10.34781, y = 43.32954, z = 139.6248, angle = -93.83196, collision = h1035B1
x = 11.261, y = 43.90617, z = 139.6236, angle = -79.89075, collision = h1035B1
x = 12.17715, y = 44.42959, z = 139.5258, angle = -110.1233, collision = h1035B1
x = 13.29796, y = 44.42963, z = 139.1568, angle = -34.14174, collision = h1035B1
x = 13.90177, y = 44.42963, z = 137.9693, angle = 10.68661, collision = h1035B1
x = 13.81977, y = 44.42818, z = 136.5903, angle = 5.022197, collision = h1035B1
x = 13.91862, y = 44.42963, z = 135.2379, angle = -48.62619, collision = h1035B1
x = 14.77682, y = 44.41915, z = 136.1691, angle = -90.87943, collision = h1035B1
x = 15.77413, y = 44.40111, z = 136.016, angle = -95.87158, collision = h1035B1
x = 16.61272, y = 44.40111, z = 135.3782, angle = 14.96519, collision = h1035B1
x = 17.5861, y = 44.40111, z = 135.6239, angle = -170.3363, collision = h1035B1
x = 17.58216, y = 44.40111, z = 136.7044, angle = -168.0387, collision = h1035B1
x = 16.70875, y = 44.40111, z = 137.4223, angle = 173.1815, collision = h1035B1
x = 17.5703, y = 44.40111, z = 137.9669, angle = -52.1472, collision = h1035B1
x = 17.38065, y = 44.40111, z = 134.6335, angle = 35.58041, collision = h1035B1
x = 10.50361, y = 40.18811, z = 137.3649, angle = -26.33286, collision = h1035B1
x = 13.28858, y = 38.2011, z = 134.7634, angle = -133.7174, collision = h1035B1
x = 14.23751, y = 38.2011, z = 135.7693, angle = 178.5108, collision = h1035B1
x = 11.59771, y = 39.45241, z = 137.1799, angle = 47.89061, collision = h1035B1
x = 13.71034, y = 38.16757, z = 130.5313, angle = -44.6538, collision = h1029B1
x = 15.78074, y = 38.16757, z = 128.1904, angle = -13.34164, collision = h1029B1
x = 15.8771, y = 38.16757, z = 113.9399, angle = 18.56542, collision = h1028B1
x = 14.90302, y = 37.83805, z = 110.8419, angle = -3.47382, collision = h1027B1
x = 15.52475, y = 35.0607, z = 96.22666, angle = 8.940035, collision = h1027B1
x = 13.82361, y = 35.06757, z = 87.7394, angle = 64.08745, collision = h1026B1
x = 12.59818, y = 35.06757, z = 87.10913, angle = 49.00459, collision = h1026B1
x = 8.994921, y = 35.06757, z = 82.80901, angle = 51.28439, collision = h1026B1
x = 7.904212, y = 35.06757, z = 81.95042, angle = 51.92807, collision = h1026B1
x = 6.799331, y = 35.06757, z = 81.11214, angle = 31.72852, collision = h1026B1
x = 6.166596, y = 35.06757, z = 79.92953, angle = 6.608563, collision = h1026B1
x = 6.07813, y = 35.06757, z = 78.5517, angle = -24.49624, collision = h1026B1
x = 6.867478, y = 35.06757, z = 77.53668, angle = -80.04008, collision = h1026B1
x = 6.47121, y = 35.06757, z = 76.22033, angle = 78.31196, collision = h1026B1
x = 5.25275, y = 35.06757, z = 76.52296, angle = -175.5523, collision = h1026B1
x = 5.507466, y = 35.06757, z = 77.64407, angle = -168.1297, collision = h1026B1
x = 5.182003, y = 35.06757, z = 80.76969, angle = -179.6737, collision = h1026B1
x = 5.788105, y = 35.06757, z = 82.07728, angle = -141.4747, collision = h1026B1
x = 6.863501, y = 35.06757, z = 83.15794, angle = -121.6855, collision = h1026B1
x = 8.075256, y = 35.06757, z = 83.82741, angle = -108.7775, collision = h1026B1
x = 9.365212, y = 35.06757, z = 83.90442, angle = -117.4747, collision = h1026B1
x = 10.41673, y = 35.06757, z = 86.81401, angle = 106.2107, collision = h1026B1
x = 6.616047, y = 35.06757, z = 86.25675, angle = -7.046092, collision = h1026B1
x = 6.786928, y = 35.06757, z = 84.91196, angle = -18.28129, collision = h1026B1
x = 6.362708, y = 35.06757, z = 75.15035, angle = 8.771998, collision = h1026B1
x = 6.023921, y = 35.16529, z = 73.86587, angle = 38.11009, collision = h1031B1
x = 5.292292, y = 35.20763, z = 72.68665, angle = -25.63007, collision = h1031B1
x = 5.966292, y = 35.20763, z = 71.61424, angle = -100.5656, collision = h1031B1
x = 7.051141, y = 35.20763, z = 71.63268, angle = -111.8963, collision = h1031B1
x = 5.434388, y = 35.20763, z = 70.74438, angle = 135.2846, collision = h1031B1
x = 4.549622, y = 35.20763, z = 71.74714, angle = 83.94608, collision = h1031B1
x = 4.123353, y = 35.20763, z = 70.77573, angle = -11.93345, collision = h1031B1
x = 4.425071, y = 35.20763, z = 69.42806, angle = -8.344128, collision = h1031B1
x = 4.718842, y = 35.20763, z = 68.0704, angle = -21.2848, collision = h1031B1
x = 5.559925, y = 35.76773, z = 67.58883, angle = -126.6743, collision = h1031B1
x = 6.336766, y = 36.31149, z = 68.08044, angle = -88.5953, collision = h1031B1
x = 7.228588, y = 36.93757, z = 68.18595, angle = -113.0001, collision = h1031B1
x = 8.219255, y = 37.05596, z = 69.12833, angle = 177.5486, collision = h1031B1
x = 8.308974, y = 37.05596, z = 70.34598, angle = 173.477, collision = h1031B1
x = 9.338122, y = 37.05596, z = 70.41864, angle = -169.4669, collision = h1031B1
x = 9.410704, y = 37.05596, z = 71.72218, angle = 123.5765, collision = h1031B1
x = 8.308974, y = 37.05596, z = 72.22121, angle = 68.28039, collision = h1031B1
x = 10.56552, y = 37.05596, z = 72.2692, angle = -111.0386, collision = h1031B1
x = 11.87333, y = 37.05596, z = 72.59104, angle = -97.20796, collision = h1031B1
x = 13.03988, y = 37.06074, z = 72.22263, angle = 5.456488, collision = h1031B1
x = 11.67646, y = 37.05596, z = 71.37141, angle = 76.61372, collision = h1031B1
x = 10.66346, y = 37.05596, z = 71.1586, angle = 115.7592, collision = h1031B1
x = 10.50589, y = 37.05596, z = 69.79527, angle = -53.8408, collision = h1031B1
x = 11.69802, y = 37.05843, z = 69.10323, angle = -89.99999, collision = h1031B1
x = 13.20651, y = 43.55455, z = 69.05262, angle = -83.98938, collision = h1032B1
x = 14.53971, y = 43.23909, z = 68.90167, angle = -76.77293, collision = h1032B1
x = 15.51983, y = 43.23909, z = 68.42003, angle = 175.1998, collision = h1032B1
x = 14.29297, y = 43.23909, z = 70.01846, angle = 166.849, collision = h1032B1
x = 13.91204, y = 43.23908, z = 71.34636, angle = -168.0213, collision = h1032B1
x = 14.32889, y = 43.23908, z = 72.55766, angle = -72.21059, collision = h1032B1
x = 15.61721, y = 43.23908, z = 72.15892, angle = -125.0128, collision = h1032B1
x = 15.2248, y = 43.23908, z = 71.09895, angle = 1.041044, collision = h1032B1
x = 15.50375, y = 43.23909, z = 69.79327, angle = -89.99999, collision = h1032B1
x = 13.15586, y = 43.23908, z = 73.05724, angle = 99.07964, collision = h1032B1
x = 11.78359, y = 43.23908, z = 73.29169, angle = 99.2401, collision = h1032B1
x = 10.41387, y = 43.23908, z = 73.50979, angle = 94.98466, collision = h1032B1
x = 9.04748, y = 43.23908, z = 73.45978, angle = 74.61932, collision = h1032B1
x = 7.799237, y = 43.23908, z = 73.02522, angle = 97.62627, collision = h1032B1
x = 6.450515, y = 43.23908, z = 73.23601, angle = 68.43604, collision = h1032B1
x = 5.845176, y = 43.23908, z = 72.17877, angle = -39.52449, collision = h1032B1
x = 6.452032, y = 43.23908, z = 71.29015, angle = -17.25367, collision = h1032B1
x = 6.70982, y = 43.23908, z = 69.95473, angle = 5.596807, collision = h1032B1
x = 6.949634, y = 43.23909, z = 68.69186, angle = -35.23382, collision = h1032B1
x = 5.969333, y = 43.23909, z = 69.24384, angle = -174.2016, collision = h1032B1
x = 16.37718, y = 47.78516, z = 69.06119, angle = -18.65917, collision = h1032B1
x = 17.21732, y = 47.78516, z = 68.2193, angle = -104.7744, collision = h1032B1
x = 18.32062, y = 47.78516, z = 68.72842, angle = 178.7798, collision = h1032B1
x = 17.81574, y = 47.78516, z = 69.85975, angle = 95.33326, collision = h1032B1
x = 16.75401, y = 47.78516, z = 70.52676, angle = -151.0937, collision = h1032B1
x = 17.40155, y = 47.78516, z = 71.48948, angle = -65.00954, collision = h1032B1
x = 18.33581, y = 47.78516, z = 70.75239, angle = 79.95554, collision = h1032B1
x = 17.76984, y = 47.78516, z = 72.63447, angle = -118.211, collision = h1032B1
x = 18.08183, y = 47.78516, z = 73.71553, angle = 116.2246, collision = h1032B1
x = 7.11144, y = 48.07811, z = 129.535, angle = -159.4814, collision = h1036B1
x = 7.303902, y = 48.75166, z = 130.4162, angle = -161.8015, collision = h1036B1
x = 6.986197, y = 49.39673, z = 131.2667, angle = 147.9591, collision = h1036B1
x = 6.950092, y = 49.90545, z = 131.9345, angle = -170.7044, collision = h1036B1
x = 7.031078, y = 50.30361, z = 133.3589, angle = -170.5492, collision = h1036B1
x = 7.165386, y = 50.30361, z = 134.6961, angle = 166.6778, collision = h1036B1
x = 6.945304, y = 50.30361, z = 135.9022, angle = 173.1923, collision = h1036B1
x = 6.826426, y = 50.30361, z = 136.9743, angle = 176.9986, collision = h1036B1
x = 6.795921, y = 50.30361, z = 138.3594, angle = -153.7824, collision = h1036B1
x = 7.420681, y = 50.30361, z = 139.5777, angle = -116.0701, collision = h1036B1
x = 8.442994, y = 50.30361, z = 139.9984, angle = -60.0593, collision = h1036B1
x = 9.276567, y = 50.30361, z = 139.2553, angle = -86.73291, collision = h1036B1
x = 10.54465, y = 50.30361, z = 139.2614, angle = -110.4372, collision = h1036B1
x = 11.79878, y = 50.30361, z = 139.8207, angle = -113.2315, collision = h1036B1
x = 12.3331, y = 50.30361, z = 138.8857, angle = -43.25482, collision = h1036B1
x = 13.06441, y = 50.30361, z = 137.843, angle = -21.33232, collision = h1036B1
x = 13.21185, y = 50.30361, z = 136.6302, angle = 80.16325, collision = h1036B1
x = 11.91198, y = 50.30361, z = 136.4855, angle = 113.9447, collision = h1036B1
x = 10.6374, y = 50.30361, z = 137.0296, angle = 99.74817, collision = h1036B1
x = 9.283828, y = 50.30361, z = 137.2111, angle = 34.36729, collision = h1036B1
x = 8.577366, y = 50.30361, z = 136.1776, angle = -6.145804, collision = h1036B1
x = 8.684434, y = 50.30361, z = 135.1047, angle = -28.15136, collision = h1036B1
x = 9.413441, y = 50.3036, z = 133.9685, angle = -75.65929, collision = h1036B1
x = 10.745, y = 50.30361, z = 133.6845, angle = -75.95406, collision = h1036B1
x = 12.79, y = 66.28624, z = 132.7249, angle = -95.37427, collision = h1036B1
x = 13.8094, y = 66.48348, z = 132.8652, angle = -107.3989, collision = h1037B1
x = 14.28359, y = 66.5266, z = 133.8739, angle = -177.4363, collision = h1037B1
x = 13.76272, y = 66.52661, z = 134.8725, angle = -178.107, collision = h1037B1
x = 13.41103, y = 66.5266, z = 135.8291, angle = 95.14249, collision = h1037B1
x = 12.07921, y = 66.5266, z = 135.8381, angle = 67.2595, collision = h1037B1
x = 10.75832, y = 66.5266, z = 135.524, angle = 92.0404, collision = h1037B1
x = 9.681934, y = 66.5266, z = 135.5598, angle = 91.06574, collision = h1037B1
x = 8.297676, y = 66.52659, z = 135.6276, angle = 148.6458, collision = h1037B1
x = 7.7882, y = 66.5266, z = 136.7786, angle = -159.6672, collision = h1037B1
x = 8.170293, y = 66.5266, z = 138.1108, angle = -157.7469, collision = h1037B1
x = 8.796802, y = 66.5266, z = 139.3189, angle = -73.93191, collision = h1037B1
x = 10.06104, y = 66.5266, z = 138.9246, angle = -49.41907, collision = h1037B1
x = 11.10853, y = 66.5266, z = 138.0179, angle = -33.96563, collision = h1037B1
x = 11.69434, y = 66.5266, z = 136.8428, angle = 59.69048, collision = h1037B1
x = 8.481916, y = 66.52659, z = 134.5749, angle = 30.03659, collision = h1037B1
x = 7.706939, y = 66.52659, z = 133.4765, angle = 56.7668, collision = h1037B1
x = 6.592098, y = 66.5266, z = 132.9875, angle = 159.3646, collision = h1037B1
x = 6.865729, y = 66.5266, z = 134.1307, angle = -131.6488, collision = h1037B1
x = 13.96504, y = 66.52659, z = 137.109, angle = -144.6137, collision = h1037B1
x = 14.6444, y = 66.5266, z = 138.2874, angle = 144.8643, collision = h1037B1
x = 13.93588, y = 66.52659, z = 139.4285, angle = 103.7823, collision = h1037B1
x = 12.61343, y = 66.52659, z = 139.6968, angle = 89.88091, collision = h1037B1
x = 11.22556, y = 66.5266, z = 139.6109, angle = 88.61339, collision = h1037B1
x = 10.24384, y = 66.5266, z = 140.1907, angle = -92.0872, collision = h1037B1
x = 10.02017, y = 66.5266, z = 137.8271, angle = 29.88971, collision = h1037B1
x = 9.135821, y = 66.5266, z = 136.8007, angle = 67.89011, collision = h1037B1
