x = 189.8432, y = -267.2042, z = 127.9724, angle = -100, collision = h0001B1
x = 405.8378, y = -278.1121, z = 37.63966, angle = 22.16067, collision = h0600B1
x = 405.3904, y = -278.0529, z = 36.45822, angle = 15.81073, collision = h0600B1
x = 405.0374, y = -278.1273, z = 35.21544, angle = -20.15771, collision = h0600B1
x = 405.4224, y = -278.127, z = 34.05817, angle = -42.84776, collision = h0600B1
x = 406.3338, y = -278.1029, z = 33.0474, angle = -47.79937, collision = h0600B1
x = 407.2153, y = -278.11, z = 32.21202, angle = -12.0253, collision = h0600B1
x = 407.6451, y = -278.1445, z = 30.92983, angle = -20.07421, collision = h0600B1
x = 408.0205, y = -278.1444, z = 29.78641, angle = -29.40409, collision = h0600B1
x = 408.6485, y = -278.1432, z = 28.60274, angle = -37.55021, collision = h0600B1
x = 409.3686, y = -278.1432, z = 27.6036, angle = -39.2371, collision = h0600B1
x = 410.1831, y = -278.1432, z = 26.60107, angle = -47.64069, collision = h0600B1
x = 411.0874, y = -278.1432, z = 25.70216, angle = -60.40577, collision = h0600B1
x = 412.1659, y = -278.1174, z = 25.08418, angle = -61.65198, collision = h0600B1
x = 413.3417, y = -278.0489, z = 24.44696, angle = -53.21801, collision = h0600B1
x = 414.3206, y = -278.0493, z = 23.72668, angle = -30.47889, collision = h0600B1
x = 415.0307, y = -278.0763, z = 22.55548, angle = -18.92445, collision = h0600B1
x = 415.4384, y = -278.1275, z = 21.42119, angle = -0.7752674, collision = h0600B1
x = 415.3721, y = -278.1449, z = 20.1162, angle = 82.80873, collision = h0600B1
x = 414.2595, y = -278.1444, z = 19.84556, angle = 142.5192, collision = h0600B1
x = 413.5008, y = -278.1439, z = 20.59484, angle = 146.9147, collision = h0600B1
x = 412.7865, y = -278.1436, z = 21.68851, angle = 136.9139, collision = h0600B1
x = 411.9442, y = -278.1433, z = 22.60737, angle = 116.2168, collision = h0600B1
x = 410.7497, y = -278.1432, z = 23.24023, angle = 86.62572, collision = h0600B1
x = 409.5226, y = -278.1434, z = 23.30027, angle = 61.50471, collision = h0600B1
x = 408.3575, y = -278.1444, z = 22.63774, angle = -12.71735, collision = h0600B1
x = 408.4881, y = -278.1448, z = 21.4703, angle = -34.50494, collision = h0600B1
x = 409.2382, y = -278.1449, z = 20.33826, angle = -37.04069, collision = h0600B1
x = 409.9793, y = -278.1452, z = 19.35898, angle = -41.41518, collision = h0600B1
x = 410.7537, y = -278.1453, z = 18.28573, angle = 38.37394, collision = h0600B1
x = 410.2486, y = -278.1461, z = 17.23645, angle = 91.66045, collision = h0600B1
x = 409.0038, y = -278.1464, z = 17.1535, angle = 110.8588, collision = h0600B1
x = 407.7776, y = -278.1469, z = 17.5581, angle = 123.2043, collision = h0600B1
x = 406.7208, y = -278.147, z = 18.20103, angle = 107.1681, collision = h0600B1
x = 405.4306, y = -278.147, z = 18.6386, angle = 78.78922, collision = h0600B1
x = 404.2841, y = -278.147, z = 18.42928, angle = 6.926864, collision = h0600B1
x = 404.0056, y = -278.147, z = 17.12379, angle = -25.39392, collision = h0600B1
x = 404.4573, y = -278.147, z = 16.01312, angle = -20.48755, collision = h0600B1
x = 404.8985, y = -278.147, z = 14.7464, angle = 39.87265, collision = h0600B1
x = 404.2988, y = -278.147, z = 13.74273, angle = 75.66841, collision = h0600B1
x = 403.0424, y = -278.147, z = 13.36829, angle = 105.3903, collision = h0600B1
x = 402.1043, y = -278.1469, z = 13.89425, angle = 167.0536, collision = h0600B1
x = 401.7111, y = -278.147, z = 14.83196, angle = -165.5724, collision = h0600B1
x = 401.7725, y = -278.147, z = 15.91804, angle = -117.4287, collision = h0600B1
x = 402.6931, y = -278.147, z = 17.20664, angle = -32.02908, collision = h0600B1
x = 403.5984, y = -278.147, z = 15.28268, angle = 143.3109, collision = h0600B1
x = 404.7224, y = -278.1309, z = 19.81917, angle = -111.6658, collision = h0600B1
x = 405.8764, y = -278.1467, z = 20.30973, angle = -75.77819, collision = h0600B1
x = 407.0976, y = -278.1462, z = 20.06659, angle = -68.07958, collision = h0600B1
x = 408.3372, y = -278.1457, z = 19.58622, angle = -53.05093, collision = h0600B1
x = 412.1955, y = -278.1445, z = 18.74022, angle = -117.4526, collision = h0600B1
x = 413.3601, y = -278.1443, z = 19.34362, angle = -128.7764, collision = h0600B1
x = 414.22, y = -278.1439, z = 21.41839, angle = 149.7251, collision = h0600B1
x = 413.5956, y = -278.1436, z = 22.4598, angle = 143.6131, collision = h0600B1
x = 412.7929, y = -278.1432, z = 23.56159, angle = 153.4684, collision = h0600B1
x = 411.86, y = -278.0292, z = 26.48356, angle = 141.0447, collision = h0600B1
x = 411.0826, y = -278.0681, z = 27.55914, angle = 63.42215, collision = h0600B1
x = 408.3215, y = -278.1432, z = 27.22614, angle = 133.3021, collision = h0600B1
x = 407.3776, y = -278.1437, z = 28.06745, angle = 165.1847, collision = h0600B1
x = 406.6744, y = -278.146, z = 28.94122, angle = -172.4391, collision = h0600B1
x = 407.2344, y = -278.0258, z = 34.15875, angle = 164.1163, collision = h0600B1
x = 406.9484, y = -277.9487, z = 35.41684, angle = 122.2477, collision = h0600B1
x = 404.317, y = -278.125, z = 37.1573, angle = 164.4586, collision = h0600B1
x = 403.8657, y = -278.1469, z = 38.15147, angle = -174.9929, collision = h0600B1
x = 403.9624, y = -278.1462, z = 39.62253, angle = -158.9221, collision = h0600B1
x = 405.2437, y = -278.1445, z = 41.94719, angle = -147.6512, collision = h0600B1
x = 405.9788, y = -278.1438, z = 42.95889, angle = 151.8933, collision = h0600B1
x = 403.5736, y = -278.1451, z = 45.26511, angle = 117.3722, collision = h0600B1
x = 402.2938, y = -278.1458, z = 46.00906, angle = -177.6653, collision = h0600B1
x = 402.1817, y = -278.1457, z = 47.11242, angle = -149.4744, collision = h0600B1
x = 403.4202, y = -278.1445, z = 49.40345, angle = -158.9816, collision = h0600B1
x = 403.9153, y = -278.144, z = 50.61208, angle = -177.3351, collision = h0600B1
x = 404.0146, y = -278.028, z = 51.8257, angle = 139.2036, collision = h0600B1
x = 399.8764, y = -278.0945, z = 56.63487, angle = -166.5816, collision = h0600B1
x = 400.1665, y = -278.0655, z = 58.00201, angle = -151.0735, collision = h0600B1
x = 400.7181, y = -278.0532, z = 59.08328, angle = -148.9539, collision = h0600B1
x = 401.4104, y = -278.0515, z = 60.22962, angle = -148.6197, collision = h0600B1
x = 402.0543, y = -278.0505, z = 61.28287, angle = -146.688, collision = h0600B1
x = 402.6776, y = -278.0503, z = 62.4207, angle = -177.7522, collision = h0600B1
x = 402.7683, y = -277.9614, z = 63.69852, angle = -176.4069, collision = h0600B1
x = 402.8439, y = -277.9395, z = 64.93993, angle = -175.6063, collision = h0600B1
x = 402.9542, y = -278.1012, z = 66.28196, angle = -168.3043, collision = h0600B1
x = 403.193, y = -278.1432, z = 67.48914, angle = -163.895, collision = h0600B1
x = 403.5708, y = -278.1432, z = 68.80686, angle = -165.2805, collision = h0600B1
x = 403.8861, y = -278.1432, z = 69.98621, angle = -166.888, collision = h0600B1
x = 404.1913, y = -278.1432, z = 71.31091, angle = -172.8452, collision = h0600B1
x = 404.3794, y = -278.1424, z = 72.51096, angle = -176.5193, collision = h0600B1
x = 404.4702, y = -278.141, z = 73.82764, angle = 178.3635, collision = h0600B1
x = 404.4288, y = -278.0814, z = 75.07759, angle = 169.6407, collision = h0600B1
x = 404.2155, y = -277.976, z = 76.33688, angle = 161.7346, collision = h0600B1
x = 403.8145, y = -277.9946, z = 77.58951, angle = 169.3839, collision = h0600B1
x = 403.5519, y = -278.1095, z = 78.79356, angle = 169.657, collision = h0600B1
x = 403.2994, y = -278.1432, z = 80.14774, angle = 163.9932, collision = h0600B1
x = 402.9854, y = -278.1432, z = 81.33615, angle = 158.573, collision = h0600B1
x = 402.4891, y = -278.1432, z = 82.62077, angle = 154.9702, collision = h0600B1
x = 401.978, y = -278.1432, z = 83.72777, angle = 151.2376, collision = h0600B1
x = 401.3313, y = -278.1432, z = 84.91732, angle = 147.9968, collision = h0600B1
x = 400.6832, y = -278.1432, z = 85.95172, angle = 143.8457, collision = h0600B1
x = 400.0659, y = -278.1432, z = 86.81482, angle = 140.6746, collision = h0600B1
x = 399.3471, y = -278.1432, z = 87.71466, angle = 150.4209, collision = h0600B1
x = 398.749, y = -278.1432, z = 88.63775, angle = 148.1081, collision = h0600B1
x = 398.029, y = -278.1432, z = 89.84333, angle = 146.0976, collision = h0600B1
x = 397.3675, y = -278.1432, z = 90.85348, angle = 144.4951, collision = h0600B1
x = 396.412, y = -278.1432, z = 92.20935, angle = 145.4599, collision = h0600B1
x = 395.7485, y = -278.1432, z = 93.08472, angle = 150.0217, collision = h0600B1
x = 395.0802, y = -278.1432, z = 94.1882, angle = 143.9134, collision = h0600B1
x = 394.4678, y = -278.0785, z = 95.21632, angle = 142.9012, collision = h0600B1
x = 393.7498, y = -278.0486, z = 96.18951, angle = 141.9185, collision = h0600B1
x = 392.9576, y = -278.1432, z = 97.22607, angle = 108.9946, collision = h0600B1
x = 391.8079, y = -278.1432, z = 98.28111, angle = 83.13819, collision = h0600B1
x = 390.5994, y = -278.1432, z = 98.30738, angle = 71.70051, collision = h0600B1
x = 389.5021, y = -278.1432, z = 98.1058, angle = 55.18412, collision = h0600B1
x = 388.3235, y = -278.1432, z = 97.6061, angle = 36.52468, collision = h0600B1
x = 387.2744, y = -278.1433, z = 96.56779, angle = 9.514153, collision = h0600B1
x = 386.8211, y = -278.1434, z = 95.45011, angle = -7.011449, collision = h0600B1
x = 386.9212, y = -278.1434, z = 94.1406, angle = -50.83624, collision = h0600B1
x = 387.9007, y = -278.1435, z = 93.25912, angle = -73.2226, collision = h0600B1
x = 389.0701, y = -278.1435, z = 92.85701, angle = -78.88591, collision = h0600B1
x = 390.3251, y = -278.1434, z = 92.58839, angle = -37.79112, collision = h0600B1
x = 391.2349, y = -278.1434, z = 91.78149, angle = 3.823581, collision = h0600B1
x = 391.2139, y = -278.1435, z = 90.55728, angle = 52.69338, collision = h0600B1
x = 390.2705, y = -278.1436, z = 89.66537, angle = 103.413, collision = h0600B1
x = 389.0858, y = -278.1436, z = 89.85165, angle = 151.9885, collision = h0600B1
x = 388.3207, y = -278.1436, z = 91.02283, angle = 144.9497, collision = h0600B1
x = 386.7327, y = -278.1435, z = 92.89216, angle = 106.7997, collision = h0600B1
x = 385.7231, y = -278.1435, z = 93.23412, angle = 85.9332, collision = h0600B1
x = 384.2217, y = -278.1434, z = 93.43156, angle = 64.38934, collision = h0600B1
x = 383.1416, y = -278.1433, z = 93.21667, angle = 51.62559, collision = h0600B1
x = 382.1584, y = -278.1433, z = 92.6535, angle = 43.09838, collision = h0600B1
x = 381.0745, y = -278.1431, z = 91.60484, angle = 29.20547, collision = h0600B1
x = 380.4471, y = -278.143, z = 90.54166, angle = 27.02332, collision = h0600B1
x = 379.8283, y = -278.143, z = 89.33604, angle = 22.32367, collision = h0600B1
x = 379.4011, y = -278.1431, z = 88.20357, angle = -3.772327, collision = h0600B1
x = 379.4674, y = -278.1431, z = 86.8376, angle = -5.068916, collision = h0600B1
x = 379.5764, y = -278.1431, z = 85.63517, angle = -19.14801, collision = h0600B1
x = 379.9867, y = -278.143, z = 84.3559, angle = -19.75043, collision = h0600B1
x = 380.4305, y = -278.143, z = 83.2152, angle = -12.35656, collision = h0600B1
x = 380.7407, y = -278.1432, z = 81.95216, angle = -11.9255, collision = h0600B1
x = 380.9917, y = -278.1436, z = 80.70533, angle = -2.987675, collision = h0600B1
x = 381.0582, y = -278.1439, z = 79.4488, angle = 13.5941, collision = h0600B1
x = 380.7641, y = -278.1441, z = 78.1609, angle = 20.74992, collision = h0600B1
x = 380.3373, y = -278.1444, z = 76.99545, angle = 28.18154, collision = h0600B1
x = 379.7056, y = -278.1447, z = 75.78185, angle = 35.74463, collision = h0600B1
x = 379.0076, y = -278.1449, z = 74.79178, angle = 43.36162, collision = h0600B1
x = 378.0812, y = -278.1451, z = 73.79291, angle = 51.00292, collision = h0600B1
x = 377.1483, y = -278.1453, z = 73.02111, angle = 58.63902, collision = h0600B1
x = 376.1838, y = -278.1455, z = 72.40913, angle = 66.83112, collision = h0006B1
x = 374.9399, y = -278.1457, z = 71.81001, angle = 35.14753, collision = h0006B1
x = 374.0464, y = -278.1459, z = 70.73941, angle = 40.41153, collision = h0600B1
x = 373.3643, y = -278.1463, z = 69.84456, angle = 69.10975, collision = h0006B1
x = 372.5205, y = -278.1469, z = 69.03731, angle = 72.29173, collision = h0006B1
x = 371.333, y = -278.147, z = 68.60522, angle = 79.07228, collision = h0006B1
x = 370.2823, y = -278.147, z = 68.28609, angle = 105.0206, collision = h0006B1
x = 368.5283, y = -278.147, z = 68.49496, angle = 126.4639, collision = h0006B1
x = 367.5488, y = -278.147, z = 68.86533, angle = 140.1602, collision = h0006B1
x = 366.6658, y = -278.147, z = 69.68096, angle = 125.0494, collision = h0006B1
x = 365.6468, y = -278.147, z = 70.7382, angle = 97.89579, collision = h0006B1
x = 364.5079, y = -278.1469, z = 71.16762, angle = 73.39034, collision = h0006B1
x = 363.349, y = -278.147, z = 71.10328, angle = 73.03397, collision = h0006B1
x = 361.8943, y = -278.147, z = 70.66055, angle = 75.2039, collision = h0006B1
x = 360.804, y = -278.147, z = 70.33474, angle = 69.69923, collision = h0006B1
x = 359.4334, y = -278.147, z = 69.92432, angle = 84.78129, collision = h0006B1
x = 358.293, y = -278.147, z = 69.58784, angle = 136.1476, collision = h0006B1
x = 357.1037, y = -278.147, z = 70.07722, angle = 156.401, collision = h0006B1
x = 356.3347, y = -278.147, z = 71.38766, angle = 161.3559, collision = h0006B1
x = 355.899, y = -278.147, z = 72.44941, angle = 161.6347, collision = h0006B1
x = 355.4039, y = -278.1466, z = 73.94271, angle = 118.7562, collision = h0006B1
x = 354.5585, y = -278.147, z = 74.61747, angle = 140.7998, collision = h0006B1
x = 353.5064, y = -277.8854, z = 75.85544, angle = -167.4917, collision = h0006B1
x = 353.7348, y = -278.1133, z = 77.03368, angle = -171.8696, collision = h0006B1
x = 353.8324, y = -278.147, z = 78.32487, angle = 138.9351, collision = h0006B1
x = 353.2232, y = -278.147, z = 79.13757, angle = 129.0068, collision = h0006B1
x = 350.8221, y = -278.147, z = 81.73201, angle = 145.0623, collision = h0006B1
x = 349.8983, y = -278.147, z = 83.19079, angle = 152.1104, collision = h0006B1
x = 349.2792, y = -278.1467, z = 84.25037, angle = 126.8334, collision = h0006B1
x = 348.2164, y = -278.1464, z = 85.11143, angle = 126.1975, collision = h0006B1
x = 347.2398, y = -278.1436, z = 85.82679, angle = 134.7795, collision = h0006B1
x = 346.2614, y = -278.1432, z = 86.76686, angle = 171.4546, collision = h0006B1
x = 345.9728, y = -278.1432, z = 87.90948, angle = -160.6875, collision = h0006B1
x = 346.3616, y = -278.1432, z = 89.1681, angle = -153.4651, collision = h0006B1
x = 346.9117, y = -278.143, z = 90.28433, angle = -169.2083, collision = h0006B1
x = 347.178, y = -278.143, z = 91.52852, angle = -166.9555, collision = h0006B1
x = 347.4529, y = -278.1431, z = 92.8002, angle = -165.8162, collision = h0006B1
x = 347.7554, y = -278.1431, z = 93.99963, angle = -146.6723, collision = h0006B1
x = 348.387, y = -278.1431, z = 95.16, angle = -91.19562, collision = h0006B1
x = 349.5816, y = -278.143, z = 95.29801, angle = -84.8883, collision = h0006B1
x = 350.9463, y = -278.1429, z = 95.20828, angle = -127.4914, collision = h0006B1
x = 351.9509, y = -278.1162, z = 95.8571, angle = -77.68687, collision = h0006B1
x = 352.9542, y = -278.1433, z = 95.90306, angle = 19.75941, collision = h0006B1
x = 351.0355, y = -278.0887, z = 96.51155, angle = 70.23997, collision = h0006B1
x = 346.6029, y = -278.0398, z = 94.00749, angle = 61.43694, collision = h0006B1
x = 345.7182, y = -278.1432, z = 90.43974, angle = 73.2683, collision = h0006B1
x = 344.6839, y = -278.1432, z = 90.13101, angle = 55.95559, collision = h0006B1
x = 343.249, y = -278.1553, z = 89.43915, angle = 58.41675, collision = h0006B1
x = 342.3783, y = -278.1738, z = 88.84453, angle = 60.05862, collision = h0006B1
x = 341.3, y = -278.1807, z = 88.21445, angle = 59.50054, collision = h0006B1
x = 340.3073, y = -278.4805, z = 87.63861, angle = 57.9459, collision = h0006B1
x = 339.0516, y = -279.0251, z = 86.86889, angle = 44.29577, collision = h0006B1
x = 338.2521, y = -279.3983, z = 86.13403, angle = 114.2477, collision = h0006B1
x = 336.9052, y = -279.9283, z = 86.11941, angle = 116.0731, collision = h0006B1
x = 335.8626, y = -280.2552, z = 86.624, angle = 85.81953, collision = h0006B1
x = 334.4966, y = -280.6931, z = 86.72334, angle = 57.87962, collision = h0006B1
x = 333.3574, y = -281.0662, z = 86.43385, angle = 27.22363, collision = h0006B1
x = 332.5802, y = -281.4918, z = 85.36542, angle = 56.25967, collision = h0006B1
x = 331.5238, y = -281.9949, z = 84.30761, angle = 75.55948, collision = h0006B1
x = 330.344, y = -282.4351, z = 83.97812, angle = 96.15073, collision = h0006B1
x = 328.8602, y = -282.9054, z = 84.11309, angle = 105.9453, collision = h0006B1
x = 327.7474, y = -283.1388, z = 84.49821, angle = 56.38995, collision = h0006B1
x = 326.6444, y = -283.168, z = 84.103, angle = 55.59598, collision = h0006B1
x = 325.7013, y = -283.1667, z = 83.46738, angle = 81.79875, collision = h0006B1
x = 324.6227, y = -283.1557, z = 82.89333, angle = 92.06435, collision = h0006B1
x = 323.1263, y = -283.1358, z = 82.8072, angle = 119.3238, collision = h0006B1
x = 322.114, y = -283.1553, z = 83.19604, angle = 113.2301, collision = h0006B1
x = 321.0796, y = -283.1684, z = 83.73306, angle = 108.3183, collision = h0006B1
x = 319.7282, y = -283.18, z = 84.22052, angle = 76.08289, collision = h0006B1
x = 318.6365, y = -283.1712, z = 84.20168, angle = 50.35128, collision = h0006B1
x = 318.1995, y = -283.147, z = 82.8984, angle = 42.47237, collision = h0006B1
x = 317.5794, y = -283.147, z = 82.06461, angle = 122.8934, collision = h0006B1
x = 316.4968, y = -283.1468, z = 82.23135, angle = 129.9168, collision = h0006B1
x = 315.4326, y = -283.145, z = 83.14426, angle = 87.7888, collision = h0006B1
x = 314.1241, y = -283.147, z = 83.28484, angle = 70.46916, collision = h0006B1
x = 312.7186, y = -283.1443, z = 82.72234, angle = 13.93369, collision = h0006B1
