# Shanty
x = -217.4494, y = -95.5304, z = -26.17444, angle = 66.58151, collision = h0000B0
x = -239.8281, y = -128.6061, z = 9.033647, angle = 126.5359, collision = h0002B0
x = -244.5999, y = -129.0504, z = 19.23021, angle = 171.6669, collision = h0002B0
x = -247.8431, y = -129.7238, z = 25.15565, angle = 127.6479, collision = h0002B0
x = -249.3702, y = -130.1476, z = 26.23653, angle = 117.5764, collision = h0002B0
x = -253.952, y = -130.2986, z = 30.57497, angle = 149.1799, collision = h0002B0
x = -267.3777, y = -122.3246, z = 32.75492, angle = 111.9332, collision = h0004B0
x = -268.5283, y = -122.5253, z = 33.35229, angle = 125.6426, collision = h0004B0
x = -268.1521, y = -122.9749, z = 34.37494, angle = -152.1697, collision = h0004B0
x = -267.9215, y = -123.3486, z = 35.44316, angle = 133.191, collision = h0004B0
x = -268.8229, y = -123.698, z = 36.22029, angle = 133.104, collision = h0004B0
x = -269.6184, y = -124.1306, z = 36.97716, angle = 143.0513, collision = h0004B0
x = -270.2711, y = -124.4813, z = 37.91373, angle = 145.3755, collision = h0004B0
x = -270.8981, y = -124.8029, z = 38.84255, angle = 110.245, collision = h0004B0
x = -272.0795, y = -124.9112, z = 39.16778, angle = 23.41831, collision = h0004B0
x = -272.4684, y = -124.4709, z = 38.01704, angle = -20.04341, collision = h0004B0
x = -271.998, y = -123.971, z = 36.68788, angle = -16.82295, collision = h0004B0
x = -271.6077, y = -123.528, z = 35.34233, angle = -1.846747, collision = h0004B0
x = -271.3774, y = -123.0197, z = 33.98543, angle = -113.5219, collision = h0004B0
x = -270.2671, y = -123.1165, z = 34.46345, angle = 173.5177, collision = h0004B0
x = -270.4282, y = -123.7006, z = 35.81943, angle = 161.6185, collision = h0004B0
x = -272.7068, y = -125.3782, z = 40.42741, angle = -114.7151, collision = h0004B0
x = -271.7126, y = -125.5164, z = 40.75916, angle = -74.43938, collision = h0004B0
x = -270.6301, y = -125.5814, z = 40.93064, angle = -147.2494, collision = h0004B0
x = -270.537, y = -126.2618, z = 42.51653, angle = 175.9753, collision = h0004B0
x = -270.117, y = -126.557, z = 43.55437, angle = 179.4325, collision = h0004B0
x = -270.414, y = -126.9613, z = 44.54966, angle = 64.26123, collision = h0004B0
x = -272.5268, y = -126.9401, z = 45.22778, angle = 64.24989, collision = h0004B0
x = -273.5733, y = -126.7251, z = 44.78799, angle = 44.2689, collision = h0004B0
x = -274.3448, y = -126.621, z = 43.92221, angle = 75.85691, collision = h0004B0
x = -274.555, y = -126.6561, z = 45.0657, angle = 86.72473, collision = h0004B0
x = -275.8088, y = -126.4361, z = 44.96166, angle = 137.5767, collision = h0004B0
x = -276.6337, y = -126.5793, z = 46.03196, angle = 177.4506, collision = h0004B0
x = -276.8071, y = -126.7944, z = 47.41541, angle = 155.4812, collision = h0004B0
x = -277.77, y = -126.7797, z = 48.02543, angle = 96.92793, collision = h0004B0
x = -275.9028, y = -126.7826, z = 46.71741, angle = -61.03558, collision = h0004B0
x = -275.3571, y = -126.995, z = 47.58329, angle = 173.8456, collision = h0004B0
x = -274.3197, y = -126.9979, z = 46.97935, angle = -80.77292, collision = h0004B0
x = -272.4105, y = -127.289, z = 47.88037, angle = 175.3725, collision = h0004B0
x = -272.6898, y = -127.3791, z = 49.01158, angle = 144.5103, collision = h0004B0
x = -273.3302, y = -127.5003, z = 50.00134, angle = 152.2715, collision = h0004B0
x = -273.4652, y = -127.5706, z = 51.08624, angle = -100.6682, collision = h0004B0
x = -273.826, y = -126.8955, z = 45.90278, angle = -38.99201, collision = h0004B0
x = -261.5583, y = -124.1515, z = 47.61863, angle = 5.959408, collision = h0005B0
x = -260.8996, y = -124.1432, z = 46.28729, angle = -82.44849, collision = h0005B0
x = -260.0791, y = -124.1267, z = 45.57593, angle = -35.14647, collision = h0005B0
x = -259.3536, y = -124.125, z = 44.71201, angle = -33.70672, collision = h0005B0
x = -258.7067, y = -124.0928, z = 43.75836, angle = -40.34971, collision = h0005B0
x = -257.8428, y = -124.0877, z = 43.06784, angle = -82.49214, collision = h0005B0
x = -256.5228, y = -124.0254, z = 42.90807, angle = -98.18827, collision = h0500B0
x = -254.742, y = -123.5723, z = 43.40279, angle = -141.9533, collision = h0500B0
x = -254.267, y = -123.7016, z = 44.32057, angle = -151.7987, collision = h0500B0
x = -254.2615, y = -123.8559, z = 45.32917, angle = -153.8693, collision = h0500B0
x = -253.7911, y = -123.7182, z = 46.5074, angle = -161.6929, collision = h0500B0
x = -253.6419, y = -123.8211, z = 47.53637, angle = -158.435, collision = h0500B0
x = -253.0165, y = -123.907, z = 48.45642, angle = -120.691, collision = h0500B0
x = -252.1351, y = -123.8954, z = 49.12976, angle = -118.8888, collision = h0500B0
x = -251.4346, y = -123.9285, z = 49.86646, angle = -112.3843, collision = h0500B0
x = -250.5433, y = -123.9244, z = 50.52262, angle = -105.7864, collision = h0500B0
x = -249.6339, y = -123.8429, z = 51.19242, angle = -157.3483, collision = h0500B0
x = -249.2715, y = -123.8914, z = 52.28901, angle = -169.3494, collision = h0500B0
x = -249.0219, y = -123.9092, z = 53.44157, angle = -162.8435, collision = h0500B0
x = -248.6302, y = -123.909, z = 54.43851, angle = -146.5981, collision = h0500B0
x = -247.9442, y = -123.8989, z = 55.42503, angle = -141.5335, collision = h0500B0
x = -247.2126, y = -123.9041, z = 56.25035, angle = -112.7151, collision = h0500B0
x = -247.5409, y = -123.708, z = 54.38335, angle = 21.06738, collision = h0500B0
x = -254.7842, y = -123.9668, z = 46.37918, angle = 40.24227, collision = h0005B0
x = -255.649, y = -123.9782, z = 45.33625, angle = 28.05523, collision = h0005B0
x = -256.2294, y = -123.9803, z = 44.36753, angle = 106.3072, collision = h0005B0
x = -256.8802, y = -123.9947, z = 45.25695, angle = -156.1615, collision = h0005B0
x = -257.215, y = -123.9853, z = 46.35292, angle = 70.90199, collision = h0005B0
x = -258.3618, y = -124.0457, z = 46.07536, angle = 106.8004, collision = h0005B0
x = -260.5604, y = -124.1155, z = 47.83841, angle = -138.5506, collision = h0005B0
x = -260.1738, y = -124.1288, z = 48.76936, angle = 172.7637, collision = h0005B0
x = -260.2377, y = -124.1561, z = 49.90253, angle = -123.5466, collision = h0005B0
x = -259.2845, y = -124.1495, z = 50.48396, angle = -121.9217, collision = h0005B0
x = -258.2592, y = -124.1077, z = 51.08967, angle = -101.432, collision = h0005B0
x = -257.4263, y = -124.1177, z = 51.67115, angle = -76.45016, collision = h0005B0
x = -256.3191, y = -124.1314, z = 51.86058, angle = -49.49858, collision = h0005B0
x = -257.1104, y = -124.0722, z = 50.50967, angle = -18.41681, collision = h0005B0
x = -256.77, y = -124.0252, z = 49.30552, angle = -46.01512, collision = h0005B0
x = -258.1492, y = -124.0784, z = 50.08223, angle = 112.24, collision = h0005B0
x = -259.8187, y = -124.1787, z = 51.33839, angle = 153.1347, collision = h0005B0
x = -260.383, y = -124.1818, z = 52.31431, angle = 148.97, collision = h0005B0
x = -259.5711, y = -124.1779, z = 53.19349, angle = -163.2831, collision = h0005B0
x = -259.9232, y = -124.2043, z = 54.14345, angle = 83.18148, collision = h0005B0
x = -260.8447, y = -124.1977, z = 53.63345, angle = 37.22898, collision = h0005B0
x = -261.6014, y = -124.1904, z = 52.82344, angle = 91.89416, collision = h0005B0
x = -261.0907, y = -124.1603, z = 49.30267, angle = 49.06666, collision = h0005B0
x = -273.5101, y = -127.2456, z = 48.41242, angle = 60.48516, collision = h0004B0
x = -274.8911, y = -126.7928, z = 46.0564, angle = 52.1524, collision = h0004B0
x = -272.7703, y = -126.9343, z = 46.21711, angle = 64.00305, collision = h0004B0
x = -279.0054, y = -126.6163, z = 47.90059, angle = 110.4946, collision = h0006B0
x = -284.1622, y = -145.8388, z = 49.57039, angle = 110.4946, collision = h0006B0
x = -284.802, y = -145.7126, z = 50.39075, angle = 141.8981, collision = h0006B0
x = -285.5786, y = -145.7506, z = 49.69102, angle = 28.83095, collision = h0006B0
x = -286.6786, y = -145.5012, z = 49.32557, angle = 85.13757, collision = h0006B0
x = -284.8883, y = -145.6471, z = 51.4751, angle = 158.2186, collision = h0006B0
x = -285.7533, y = -145.4277, z = 52.03308, angle = 89.87151, collision = h0006B0
x = -286.8788, y = -145.727, z = 52.25384, angle = 138.8418, collision = h0006B0
x = -287.8859, y = -145.916, z = 52.49422, angle = 123.4117, collision = h0006B0
x = -288.8339, y = -146.3366, z = 53.07866, angle = 118.8873, collision = h0006B0
x = -289.5276, y = -146.8501, z = 53.49639, angle = 118.8873, collision = h0006B0
x = -289.9203, y = -147.1773, z = 54.57946, angle = 173.6329, collision = h0006B0
x = -290.1957, y = -147.2456, z = 55.63543, angle = 92.20348, collision = h0006B0
x = -291.0695, y = -147.2464, z = 55.00674, angle = 52.72276, collision = h0006B0
x = -292.0453, y = -147.2545, z = 54.47926, angle = 89.79518, collision = h0006B0
x = -293.1224, y = -147.2775, z = 54.25316, angle = 38.45715, collision = h0006B0
x = -291.3132, y = -147.32, z = 53.71107, angle = -18.3042, collision = h0006B0
x = -291.4359, y = -147.322, z = 52.70911, angle = 54.43457, collision = h0006B0
x = -292.2804, y = -147.3216, z = 51.94024, angle = -33.32813, collision = h0006B0
x = -290.3326, y = -147.3266, z = 52.69186, angle = -62.59543, collision = h0006B0
x = -289.481, y = -147.3267, z = 51.91861, angle = -23.73493, collision = h0006B0
x = -289.2907, y = -147.3248, z = 50.84349, angle = 25.68178, collision = h0006B0
x = -289.7823, y = -147.3209, z = 49.77456, angle = 9.258445, collision = h0006B0
x = -289.7429, y = -147.3205, z = 48.7326, angle = 28.01898, collision = h0006B0
x = -290.3758, y = -147.3285, z = 47.90287, angle = 47.14196, collision = h0006B0
x = -291.1455, y = -147.3626, z = 47.06085, angle = 42.93695, collision = h0006B0
x = -291.7556, y = -147.3761, z = 46.26638, angle = 41.93567, collision = h0006B0
x = -292.5234, y = -147.4005, z = 45.41247, angle = 42.3042, collision = h0006B0
x = -293.326, y = -147.4266, z = 44.53381, angle = 42.68928, collision = h0006B0
x = -294.0791, y = -147.4235, z = 43.68406, angle = 38.861, collision = h0006B0
x = -294.7053, y = -147.4367, z = 42.89639, angle = 37.6333, collision = h0006B0
x = -295.3676, y = -147.4169, z = 42.11793, angle = 40.40963, collision = h0006B0
x = -288.3549, y = -147.3263, z = 50.41069, angle = -137.2425, collision = h0006B0
x = -288.1074, y = -147.3247, z = 51.53489, angle = -154.1504, collision = h0006B0
x = -289.1349, y = -137.4789, z = 56.28922, angle = -129.5, collision = h0006B0
x = -288.3571, y = -137.1969, z = 55.50301, angle = -18.52604, collision = h0006B0
x = -288.4874, y = -137.0836, z = 54.43197, angle = 13.84523, collision = h0006B0
x = -288.5359, y = -137.0746, z = 53.31745, angle = -66.60492, collision = h0006B0
x = -287.4548, y = -137.05, z = 53.1992, angle = -114.3462, collision = h0006B0
x = -286.342, y = -137.0007, z = 53.15131, angle = -75.89766, collision = h0006B0
x = -285.3445, y = -137.0335, z = 53.45645, angle = -152.2678, collision = h0006B0
x = -284.8659, y = -136.9581, z = 54.47584, angle = -170.5074, collision = h0006B0
x = -284.5898, y = -136.7395, z = 55.62222, angle = -154.623, collision = h0006B0
x = -284.0399, y = -136.6005, z = 56.60102, angle = -146.7629, collision = h0006B0
x = -283.4784, y = -136.7534, z = 57.64019, angle = -169.1922, collision = h0006B0
x = -283.538, y = -136.8401, z = 58.75478, angle = 153.2556, collision = h0006B0
x = -283.8793, y = -136.9006, z = 59.83352, angle = -175.3237, collision = h0006B0
x = -283.5201, y = -137.063, z = 60.89278, angle = -126.4868, collision = h0006B0
x = -282.6958, y = -137.1523, z = 61.63563, angle = 144.4366, collision = h0006B0
x = -284.5167, y = -136.7683, z = 61.33503, angle = 104.7927, collision = h0006B0
x = -285.6309, y = -136.6081, z = 61.40585, angle = 73.44083, collision = h0006B0
x = -286.7604, y = -136.6882, z = 61.09615, angle = -51.57521, collision = h0006B0
x = -286.8097, y = -136.7906, z = 60.03774, angle = 5.211667, collision = h0006B0
x = -285.6678, y = -136.8278, z = 59.74176, angle = -76.85826, collision = h0006B0
x = -284.5938, y = -136.8219, z = 59.09841, angle = -16.95644, collision = h0006B0
x = -283.2975, y = -136.5316, z = 55.58146, angle = -9.430141, collision = h0006B0
x = -282.0446, y = -137.0329, z = 62.58699, angle = -115.5493, collision = h0006B0
x = -281.0865, y = -137.26, z = 63.18441, angle = -135.9273, collision = h0006B0
x = -280.5419, y = -137.2117, z = 64.15979, angle = -175.8779, collision = h0006B0
x = -280.9355, y = -136.8913, z = 65.0858, angle = 66.22343, collision = h0006B0
x = -281.8038, y = -136.4681, z = 64.55783, angle = 54.06617, collision = h0006B0
x = -282.8817, y = -136.4733, z = 63.96631, angle = 80.64915, collision = h0006B0
x = -284.0069, y = -136.4389, z = 63.78556, angle = 119.1515, collision = h0006B0
x = -284.7647, y = -136.4829, z = 64.50965, angle = 116.9268, collision = h0006B0
x = -285.8806, y = -136.5045, z = 64.80858, angle = 101.3761, collision = h0006B0
x = -286.4531, y = -136.5045, z = 65.63998, angle = -135.3609, collision = h0006B0
x = -285.4565, y = -136.5045, z = 66.02885, angle = -90.86228, collision = h0006B0
x = -284.4057, y = -136.5014, z = 66.32622, angle = -161.4841, collision = h0006B0
x = -284.4502, y = -136.5022, z = 67.40064, angle = -168.0687, collision = h0006B0
x = -284.3367, y = -136.4961, z = 68.54454, angle = 150.6696, collision = h0006B0
x = -285.0516, y = -136.7273, z = 69.343, angle = 99.99899, collision = h0009B0
x = -285.9771, y = -136.6225, z = 69.86582, angle = 44.94318, collision = h0009B0
x = -286.599, y = -136.6396, z = 69.02935, angle = 10.96416, collision = h0009B0
x = -283.4122, y = -136.4672, z = 68.02088, angle = -87.47105, collision = h0006B0
x = -282.2447, y = -136.4862, z = 67.85474, angle = -73.97178, collision = h0006B0
x = -281.2914, y = -136.5246, z = 68.25559, angle = 146.7241, collision = h0006B0
x = -281.8457, y = -136.4932, z = 69.09142, angle = 146.2697, collision = h0006B0
x = -282.1754, y = -136.4696, z = 70.09113, angle = -176.2082, collision = h0006B0
x = -281.944, y = -136.7273, z = 71.61132, angle = -151.8245, collision = h0009B0
x = -281.0907, y = -136.7273, z = 71.08492, angle = 28.70586, collision = h0009B0
x = -280.3276, y = -136.5605, z = 68.71073, angle = -80.36907, collision = h0006B0
x = -279.2566, y = -136.7273, z = 69.01345, angle = -168.8905, collision = h0009B0
x = -279.2883, y = -136.7272, z = 70.05479, angle = 153.0295, collision = h0009B0
x = -279.665, y = -136.7272, z = 71.02446, angle = 160.2001, collision = h0009B0
x = -279.7867, y = -136.7272, z = 72.10329, angle = -153.7882, collision = h0009B0
x = -278.6288, y = -136.7272, z = 70.83315, angle = -42.47531, collision = h0009B0
x = -277.7208, y = -136.7272, z = 70.31317, angle = -108.6041, collision = h0009B0
x = -276.8403, y = -136.7272, z = 70.90681, angle = -154.1434, collision = h0009B0
x = -276.5374, y = -136.7272, z = 71.95155, angle = 145.9296, collision = h0009B0
x = -277.3032, y = -136.7272, z = 72.88559, angle = 117.1172, collision = h0009B0
x = -278.0335, y = -136.7272, z = 73.63766, angle = -146.6842, collision = h0009B0
x = -277.2288, y = -136.7272, z = 74.29949, angle = -63.56864, collision = h0009B0
x = -276.3166, y = -136.7273, z = 73.63454, angle = -30.08227, collision = h0009B0
x = -275.7681, y = -136.7273, z = 72.64738, angle = -31.2031, collision = h0009B0
x = -275.0873, y = -136.7273, z = 71.75688, angle = -90.95718, collision = h0009B0
x = -274.6327, y = -136.7273, z = 72.78041, angle = 162.7803, collision = h0009B0
x = -274.9634, y = -136.7273, z = 73.74538, angle = 155.5429, collision = h0009B0
x = -275.0988, y = -136.7273, z = 74.80531, angle = -131.6005, collision = h0009B0
x = -274.1005, y = -136.7273, z = 74.38296, angle = -16.21875, collision = h0009B0
x = -273.6541, y = -136.7273, z = 73.32438, angle = -62.90733, collision = h0009B0
x = -272.659, y = -136.7173, z = 73.10822, angle = -116.1929, collision = h0005B0
x = -272.555, y = -136.7273, z = 74.16973, angle = 178.2709, collision = h0009B0
x = -272.5894, y = -136.7273, z = 75.3227, angle = -167.1538, collision = h0009B0
x = -272.2846, y = -136.7273, z = 76.29519, angle = -129.0061, collision = h0009B0
x = -271.2393, y = -136.7273, z = 76.36636, angle = -49.15252, collision = h0009B0
x = -270.2948, y = -136.7273, z = 75.66169, angle = -90.2878, collision = h0009B0
x = -269.2106, y = -136.7273, z = 76.04852, angle = -142.6406, collision = h0009B0
x = -268.3971, y = -136.7273, z = 77.16483, angle = -155.4145, collision = h0009B0
x = -268.0405, y = -136.7273, z = 76.21146, angle = 72.83826, collision = h0009B0
x = -271.3084, y = -136.7273, z = 75.18562, angle = 65.03048, collision = h0009B0
x = -271.656, y = -136.5112, z = 73.63418, angle = -26.84185, collision = h0005B0
x = -271.0712, y = -136.3857, z = 72.69543, angle = -84.13615, collision = h0005B0
x = -270.0938, y = -136.3857, z = 72.99421, angle = -131.0614, collision = h0005B0
x = -269.1425, y = -136.3967, z = 73.65475, angle = -125.1277, collision = h0005B0
x = -268.1719, y = -136.4065, z = 74.02289, angle = -94.47009, collision = h0005B0
x = -267.0109, y = -136.4065, z = 73.98363, angle = -12.73628, collision = h0005B0
x = -268.2922, y = -136.3919, z = 72.9888, angle = 48.26059, collision = h0005B0
x = -269.0338, y = -136.3857, z = 72.0771, angle = 6.267764, collision = h0005B0
x = -268.2971, y = -136.3857, z = 71.14141, angle = -53.09182, collision = h0005B0
x = -267.5103, y = -136.3857, z = 70.32374, angle = -48.37104, collision = h0005B0
x = -266.8648, y = -136.3871, z = 69.42599, angle = -5.366534, collision = h0005B0
x = -266.6883, y = -136.3887, z = 68.32502, angle = -46.78403, collision = h0005B0
x = -265.7759, y = -136.3781, z = 68.87695, angle = -73.00994, collision = h0005B0
